model,dataset,image,source_scale,observation_scale,consistency_psnr_y,consistency_rmse_y,edge_consistency_rmse,texture_consistency_rmse,flat_consistency_rmse
SC-INR-EQ,bsd100,101085.png,x30,x4,47.215623161447596,0.004357313843608447,0.0071441857144236565,0.007007419131696224,0.0019208065932616591
LTE,bsd100,101087.png,x8,x4,48.02980190934153,0.003967435769743439,0.007897797971963882,0.0079423813149333,0.00016015888832043856
LTE-NoCellPhase,bsd100,101087.png,x8,x4,61.66871292863625,0.0008252097556437156,0.001710747368633747,0.0017253357218578458,2.0971769117750227e-05
LTE-PhaseZ,bsd100,101087.png,x8,x4,61.84129078955188,0.0008089756702807542,0.0016643810085952282,0.0016807360807433724,2.456768743286375e-05
SC-INR,bsd100,101087.png,x8,x4,51.32752233681862,0.002714087739381113,0.005698844324797392,0.005761947017163038,3.563354039215483e-05
SC-INR-NoSinc,bsd100,101087.png,x8,x4,62.03326752033944,0.0007912917248232115,0.0016211980255320668,0.0016295398818328977,1.8402281057205983e-05
SC-INR-EQ,bsd100,101087.png,x8,x4,49.214233600375785,0.003461691167580453,0.007337846793234348,0.007443679496645927,3.6192395782563835e-05
LTE,bsd100,101087.png,x16,x4,41.91945955348654,0.00801727946314094,0.014816442504525185,0.013807314448058605,0.0013479215558618307
LTE-NoCellPhase,bsd100,101087.png,x16,x4,70.28408095793216,0.0003060525145909289,0.0006191532011143863,0.0005485801375471056,4.6946992370067164e-05
LTE-PhaseZ,bsd100,101087.png,x16,x4,70.41787165745014,0.00030137444050455523,0.0006254185573197901,0.0005558538250625134,4.54807814094238e-05
SC-INR,bsd100,101087.png,x16,x4,46.52313269610396,0.004718928153612639,0.009689544327557087,0.0090125547721982,0.00026936965878121555
SC-INR-NoSinc,bsd100,101087.png,x16,x4,68.73866612286145,0.00036565093968789756,0.0007615150534547865,0.0006339600658975542,5.372643863665871e-05
