dataset,image,scale,scale_num,split,crop_id,crop_y,crop_x,crop_size,texture_bin,edge_bin,highpass_bin,flat_control,structured_crop,sc_inr_psnr_y,liif_psnr_y,lte_psnr_y,delta_vs_liif,delta_vs_lte,min_external_delta,mean_external_delta,wins_external,texture_var,edge_mag,highpass_energy
BSD100,101087.png,x4,4,ID,6,96,192,96,high,high,high,0,1,24.92788606,24.90972209,24.95939861,0.01816397,-0.03151255,-0.03151255,-0.00667429,0,0.01604046,0.05223795,0.21539629
BSD100,101087.png,x4,4,ID,7,96,224,96,mid,high,high,0,1,26.29790119,26.28079210,26.28893936,0.01710909,0.00896183,0.00896183,0.01303546,1,0.01493798,0.04355063,0.18965070
BSD100,101087.png,x4,4,ID,8,192,0,96,low,high,mid,0,1,25.37603472,25.36342383,25.34833202,0.01261089,0.02770270,0.01261089,0.02015679,1,0.00574175,0.04467008,0.16257989
BSD100,101087.png,x4,4,ID,9,192,96,96,mid,high,high,0,1,25.49250248,25.48551293,25.40117996,0.00698955,0.09132252,0.00698955,0.04915604,1,0.00967158,0.05023261,0.18969445
BSD100,101087.png,x8,8,OOD,0,0,0,96,high,low,mid,0,1,54.09218292,55.09238217,57.65896162,-1.00019925,-3.56677870,-3.56677870,-2.28348898,0,0.02039247,0.02138367,0.19388314
BSD100,101087.png,x8,8,OOD,1,0,96,96,high,low,mid,0,1,76.04433708,75.33131185,73.69581827,0.71302523,2.34851881,0.71302523,1.53077202,1,0.02047165,0.02122643,0.19442491
BSD100,101087.png,x8,8,OOD,10,192,192,96,mid,high,mid,0,1,25.76902673,25.68565486,25.75209112,0.08337187,0.01693561,0.01693561,0.05015374,1,0.00912846,0.04141221,0.16959381
BSD100,101087.png,x8,8,OOD,11,192,224,96,mid,high,low,0,1,25.73845926,25.62540057,25.78401959,0.11305869,-0.04556033,-0.04556033,0.03374918,0,0.00819093,0.04105330,0.15538421
BSD100,101087.png,x8,8,OOD,12,288,0,96,low,low,low,1,0,27.96568676,27.88216133,27.82190277,0.08352543,0.14378399,0.08352543,0.11365471,1,0.00694591,0.02938383,0.14996013
BSD100,101087.png,x8,8,OOD,13,288,96,96,low,mid,low,0,0,28.11191890,28.10786026,28.10012256,0.00405864,0.01179634,0.00405864,0.00792749,1,0.00722206,0.03109299,0.13262659
BSD100,101087.png,x8,8,OOD,14,288,192,96,mid,high,high,0,1,24.17594776,24.23864465,24.18921635,-0.06269689,-0.01326859,-0.06269689,-0.03798274,0,0.01088621,0.04952602,0.19596033
BSD100,101087.png,x8,8,OOD,15,288,224,96,mid,mid,mid,0,1,25.19712104,25.24881662,25.23285895,-0.05169558,-0.03573791,-0.05169558,-0.04371675,0,0.00877496,0.04045608,0.17660449
BSD100,101087.png,x8,8,OOD,16,384,0,96,low,low,low,1,0,32.16512500,32.43746450,32.09048552,-0.27233950,0.07463948,-0.27233950,-0.09885001,0,0.00568198,0.02209643,0.11479173
BSD100,101087.png,x8,8,OOD,17,384,96,96,low,low,low,1,0,50.62841199,50.69416530,50.68535391,-0.06575331,-0.05694192,-0.06575331,-0.06134761,0,0.00537950,0.01315720,0.09972318
BSD100,101087.png,x8,8,OOD,18,384,192,96,low,mid,low,0,0,25.65793746,25.65536465,25.50793820,0.00257281,0.14999926,0.00257281,0.07628604,1,0.00771030,0.03710192,0.14848433
BSD100,101087.png,x8,8,OOD,19,384,224,96,low,low,low,1,0,27.39138700,27.39894749,27.22757498,-0.00756049,0.16381202,-0.00756049,0.07812576,0,0.00564013,0.02738404,0.12422106
BSD100,101087.png,x8,8,OOD,2,0,192,96,high,low,high,0,1,35.73506782,34.71187554,34.51580352,1.02319228,1.21926430,1.02319228,1.12122829,1,0.02181163,0.02569867,0.20721848
BSD100,101087.png,x8,8,OOD,3,0,224,96,high,mid,high,0,1,33.13072073,32.29277738,32.38407236,0.83794335,0.74664837,0.74664837,0.79229586,1,0.02437728,0.03161618,0.22058949
BSD100,101087.png,x8,8,OOD,4,96,0,96,high,mid,mid,0,1,25.99180090,25.76166607,26.17201710,0.23013483,-0.18021620,-0.18021620,0.02495932,0,0.01910838,0.03995301,0.19546345
BSD100,101087.png,x8,8,OOD,5,96,96,96,high,mid,high,0,1,24.71338485,24.59327286,24.76962287,0.12011199,-0.05623802,-0.05623802,0.03193699,0,0.01934903,0.03598934,0.20145310
BSD100,101087.png,x8,8,OOD,6,96,192,96,mid,high,high,0,1,22.57430634,22.58570644,22.61517448,-0.01140010,-0.04086814,-0.04086814,-0.02613412,0,0.01498865,0.05079963,0.20961034
BSD100,101087.png,x8,8,OOD,7,96,224,96,high,high,high,0,1,23.18592268,23.08874386,23.17933737,0.09717882,0.00658531,0.00658531,0.05188206,1,0.01607237,0.04533674,0.19667670
BSD100,101087.png,x8,8,OOD,8,192,0,96,low,high,mid,0,1,23.68848814,23.67980766,23.70338932,0.00868048,-0.01490118,-0.01490118,-0.00311035,0,0.00601652,0.04628272,0.16657774
BSD100,101087.png,x8,8,OOD,9,192,96,96,mid,high,high,0,1,22.90917078,22.69803509,22.70578507,0.21113569,0.20338571,0.20338571,0.20726070,1,0.01025056,0.05205316,0.19607371
BSD100,102061.png,x16,16,OOD,0,0,0,96,high,mid,mid,0,1,45.84911730,45.51905637,45.78525346,0.33006093,0.06386384,0.06386384,0.19696238,1,0.01217319,0.02081966,0.15154219
BSD100,102061.png,x16,16,OOD,1,0,96,96,high,mid,high,0,1,25.58287478,25.69835442,25.79390443,-0.11547964,-0.21102965,-0.21102965,-0.16325465,0,0.01228538,0.02876709,0.17477110
BSD100,102061.png,x16,16,OOD,10,192,192,96,mid,mid,mid,0,1,25.69640091,25.55599806,25.81993913,0.14040285,-0.12353822,-0.12353822,0.00843231,0,0.00625892,0.03444218,0.12097146
BSD100,102061.png,x16,16,OOD,11,192,224,96,mid,high,mid,0,1,24.65459187,24.42277479,24.56402073,0.23181708,0.09057114,0.09057114,0.16119411,1,0.00689403,0.03796301,0.14556813
BSD100,102061.png,x16,16,OOD,12,288,0,96,low,mid,low,0,0,25.92988260,26.32566265,25.61911358,-0.39578005,0.31076902,-0.39578005,-0.04250551,0,0.00565189,0.02861848,0.10955106
BSD100,102061.png,x16,16,OOD,13,288,96,96,mid,mid,mid,0,1,26.11388840,26.15907480,26.02602084,-0.04518640,0.08786756,-0.04518640,0.02134058,0,0.00596570,0.02871278,0.11483179
BSD100,102061.png,x16,16,OOD,14,288,192,96,low,low,low,1,0,34.95570180,34.91312427,34.90727887,0.04257753,0.04842293,0.04257753,0.04550023,1,0.00297407,0.01532410,0.07454559
BSD100,102061.png,x16,16,OOD,15,288,224,96,low,low,low,1,0,35.37816368,35.73975384,35.43887062,-0.36159016,-0.06070694,-0.36159016,-0.21114855,0,0.00227606,0.01383391,0.06496581
BSD100,102061.png,x16,16,OOD,16,384,0,96,low,low,low,1,0,48.69595402,48.65722196,48.71186728,0.03873206,-0.01591326,-0.01591326,0.01140940,0,0.00195704,0.00945761,0.06110874
BSD100,102061.png,x16,16,OOD,17,384,96,96,low,low,low,1,0,32.77509203,32.72421448,32.75847905,0.05087755,0.01661298,0.01661298,0.03374526,1,0.00219620,0.01766083,0.08720183
BSD100,102061.png,x16,16,OOD,18,384,192,96,low,low,low,1,0,35.74356871,35.71980670,35.78414311,0.02376201,-0.04057440,-0.04057440,-0.00840619,0,0.00174445,0.01490599,0.07393359
BSD100,102061.png,x16,16,OOD,19,384,224,96,low,low,low,1,0,37.18401924,37.02992251,37.22160693,0.15409673,-0.03758769,-0.03758769,0.05825452,0,0.00160601,0.01273107,0.06760470
BSD100,102061.png,x16,16,OOD,2,0,192,96,mid,mid,mid,0,1,36.07751416,36.00425208,36.05535788,0.07326208,0.02215628,0.02215628,0.04770918,1,0.00799888,0.01964066,0.12712684
BSD100,102061.png,x16,16,OOD,3,0,224,96,mid,low,mid,0,1,36.53643605,36.44421583,36.57002937,0.09222022,-0.03359332,-0.03359332,0.02931345,0,0.00652193,0.01739006,0.11623192
BSD100,102061.png,x16,16,OOD,4,96,0,96,high,high,high,0,1,19.79495028,19.45080609,19.65782329,0.34414419,0.13712699,0.13712699,0.24063559,1,0.02070098,0.04995347,0.25641844
BSD100,102061.png,x16,16,OOD,5,96,96,96,high,high,high,0,1,14.73054026,14.62489922,14.76571859,0.10564104,-0.03517833,-0.03517833,0.03523136,0,0.03304439,0.10431625,0.38185835
BSD100,102061.png,x16,16,OOD,6,96,192,96,high,high,high,0,1,19.56083502,19.38388319,19.54174323,0.17695183,0.01909179,0.01909179,0.09802181,1,0.01369124,0.06224712,0.21626264
BSD100,102061.png,x16,16,OOD,7,96,224,96,mid,high,high,0,1,21.31719877,21.16911302,21.25315955,0.14808575,0.06403922,0.06403922,0.10606248,1,0.01056922,0.05224718,0.19397719
BSD100,102061.png,x16,16,OOD,8,192,0,96,high,high,high,0,1,17.05925236,16.90364107,16.94439095,0.15561129,0.11486141,0.11486141,0.13523635,1,0.02526389,0.08024342,0.28037021
BSD100,102061.png,x16,16,OOD,9,192,96,96,high,high,high,0,1,16.33569239,16.23965087,16.33255943,0.09604152,0.00313296,0.00313296,0.04958724,1,0.02796355,0.08303250,0.28950855
BSD100,102061.png,x30,30,OOD,0,0,0,96,high,mid,high,0,1,46.20538617,46.53566614,46.40615457,-0.33027997,-0.20076840,-0.33027997,-0.26552418,0,0.01595446,0.02663789,0.17410824
BSD100,102061.png,x30,30,OOD,1,0,96,96,mid,mid,mid,0,1,27.76123075,26.47368638,26.81317860,1.28754437,0.94805215,0.94805215,1.11779826,1,0.01399978,0.02738455,0.17097138
BSD100,102061.png,x30,30,OOD,10,192,192,96,mid,mid,mid,0,1,23.56261672,23.40949324,23.35147719,0.15312348,0.21113953,0.15312348,0.18213150,1,0.00857783,0.03614626,0.13536778
BSD100,102061.png,x30,30,OOD,11,192,204,96,mid,high,mid,0,1,21.35658677,21.23854400,20.88425313,0.11804277,0.47233364,0.11804277,0.29518820,1,0.00850582,0.03673315,0.13234711
BSD100,102061.png,x30,30,OOD,12,288,0,96,low,mid,low,0,0,24.64485743,25.21995944,24.38414190,-0.57510201,0.26071553,-0.57510201,-0.15719324,0,0.00715947,0.03100221,0.12100209
BSD100,102061.png,x30,30,OOD,13,288,96,96,mid,mid,mid,0,1,24.11965540,24.14944771,24.11962642,-0.02979231,0.00002898,-0.02979231,-0.01488166,0,0.00815751,0.03287137,0.13112395
BSD100,102061.png,x30,30,OOD,14,288,192,96,low,low,low,1,0,31.45092391,31.84253348,30.61279964,-0.39160957,0.83812427,-0.39160957,0.22325735,0,0.00362360,0.01774977,0.08428373
BSD100,102061.png,x30,30,OOD,15,288,204,96,low,low,low,1,0,29.31622554,29.99369618,27.74089642,-0.67747064,1.57532912,-0.67747064,0.44892924,0,0.00348003,0.01727341,0.07780895
BSD100,102061.png,x30,30,OOD,16,384,0,96,low,low,low,1,0,40.76614913,42.47280765,40.75545227,-1.70665852,0.01069686,-1.70665852,-0.84798083,0,0.00254999,0.01166002,0.07003517
BSD100,102061.png,x30,30,OOD,17,384,96,96,low,low,low,1,0,33.54371381,33.52284849,33.42465420,0.02086532,0.11905961,0.02086532,0.06996247,1,0.00253253,0.01895321,0.09054893
BSD100,102061.png,x30,30,OOD,18,384,192,96,low,low,low,1,0,35.08970811,35.36336577,35.19202836,-0.27365766,-0.10232025,-0.27365766,-0.18798896,0,0.00210862,0.01652078,0.07870820
BSD100,102061.png,x30,30,OOD,19,384,204,96,low,low,low,1,0,34.64503813,34.89996773,34.63751192,-0.25492960,0.00752621,-0.25492960,-0.12370169,0,0.00228562,0.01744231,0.08124522
BSD100,102061.png,x30,30,OOD,2,0,192,96,mid,mid,mid,0,1,35.75049203,35.02854640,36.01527562,0.72194563,-0.26478359,-0.26478359,0.22858102,0,0.01054050,0.02456277,0.14405602
BSD100,102061.png,x30,30,OOD,3,0,204,96,mid,low,mid,0,1,36.72423831,35.94430054,36.81869557,0.77993777,-0.09445726,-0.09445726,0.34274025,0,0.00947126,0.02286961,0.13720724
BSD100,102061.png,x30,30,OOD,4,96,0,96,high,high,high,0,1,18.76672880,18.46268705,18.36607477,0.30404175,0.40065403,0.30404175,0.35234789,1,0.02592009,0.05229460,0.25389579
BSD100,102061.png,x30,30,OOD,5,96,96,96,high,high,high,0,1,13.65233754,13.62693337,13.70727502,0.02540417,-0.05493748,-0.05493748,-0.01476665,0,0.04070742,0.12143718,0.41373554
BSD100,102061.png,x30,30,OOD,6,96,192,96,high,high,high,0,1,18.38363136,18.61184418,18.66736509,-0.22821282,-0.28373373,-0.28373373,-0.25597328,0,0.01445960,0.06704889,0.21772587
BSD100,102061.png,x30,30,OOD,7,96,204,96,high,high,high,0,1,17.35820817,17.39890460,17.54279910,-0.04069643,-0.18459093,-0.18459093,-0.11264368,0,0.01694447,0.07036874,0.23646452
BSD100,102061.png,x30,30,OOD,8,192,0,96,high,high,high,0,1,15.80681441,15.68996021,15.77302539,0.11685420,0.03378902,0.03378902,0.07532161,1,0.03143821,0.09105838,0.31289658
BSD100,102061.png,x30,30,OOD,9,192,96,96,high,high,high,0,1,15.69912292,15.75581780,15.72079671,-0.05669488,-0.02167379,-0.05669488,-0.03918434,0,0.03697100,0.08922075,0.31378499
BSD100,102061.png,x4,4,ID,0,0,0,96,mid,mid,mid,0,1,50.00346791,49.82064364,50.01698976,0.18282427,-0.01352185,-0.01352185,0.08465121,0,0.00900535,0.01603388,0.12867422
BSD100,102061.png,x4,4,ID,1,0,96,96,high,mid,high,0,1,30.02887348,29.98175419,30.05255254,0.04711929,-0.02367906,-0.02367906,0.01172012,0,0.00965624,0.02501104,0.16955376
BSD100,102061.png,x4,4,ID,10,192,192,96,mid,mid,mid,0,1,30.72192947,30.55567426,30.57630922,0.16625521,0.14562025,0.14562025,0.15593773,1,0.00459549,0.03155259,0.10844938
BSD100,102061.png,x4,4,ID,11,192,224,96,mid,high,mid,0,1,27.85042587,27.83853750,27.91070393,0.01188837,-0.06027806,-0.06027806,-0.02419484,0,0.00576585,0.03607614,0.14021020
BSD100,102061.png,x4,4,ID,12,288,0,96,low,mid,low,0,0,32.20101827,32.08982203,32.11782007,0.11119624,0.08319820,0.08319820,0.09719722,1,0.00425616,0.02601717,0.09823909
BSD100,102061.png,x4,4,ID,13,288,96,96,mid,mid,mid,0,1,33.55495999,33.55711496,33.58176432,-0.00215497,-0.02680433,-0.02680433,-0.01447965,0,0.00482149,0.02543564,0.10415703
BSD100,102061.png,x4,4,ID,14,288,192,96,low,low,low,1,0,41.57675116,41.57086824,41.62806776,0.00588292,-0.05131660,-0.05131660,-0.02271684,0,0.00187161,0.01268244,0.05933886
BSD100,102061.png,x4,4,ID,15,288,224,96,low,low,low,1,0,38.25282586,38.25832048,38.22771884,-0.00549462,0.02510702,-0.00549462,0.00980620,0,0.00210387,0.01334495,0.06707403
BSD100,102061.png,x4,4,ID,16,384,0,96,low,low,low,1,0,43.01048808,43.00461311,43.00071748,0.00587497,0.00977060,0.00587497,0.00782279,1,0.00136539,0.00833288,0.05668597
BSD100,102061.png,x4,4,ID,17,384,96,96,low,low,low,1,0,35.26839326,35.19980794,35.29723787,0.06858532,-0.02884461,-0.02884461,0.01987036,0,0.00172818,0.01546007,0.08041544
BSD100,102061.png,x4,4,ID,18,384,192,96,low,low,low,1,0,38.02363695,38.01687853,38.02885257,0.00675842,-0.00521562,-0.00521562,0.00077140,0,0.00123221,0.01181688,0.06207624
BSD100,102061.png,x4,4,ID,19,384,224,96,low,low,low,1,0,39.24976318,39.24176979,39.25473252,0.00799339,-0.00496934,-0.00496934,0.00151202,0,0.00111664,0.01035092,0.05713223
BSD100,102061.png,x4,4,ID,2,0,192,96,mid,mid,mid,0,1,37.90343251,37.99532836,37.94034461,-0.09189585,-0.03691210,-0.09189585,-0.06440398,0,0.00597820,0.01582885,0.11191142
BSD100,102061.png,x4,4,ID,3,0,224,96,mid,low,mid,0,1,38.06428560,38.23065044,38.11133989,-0.16636484,-0.04705429,-0.16636484,-0.10670957,0,0.00504816,0.01406260,0.10422738
BSD100,102061.png,x4,4,ID,4,96,0,96,high,high,high,0,1,23.27323413,23.20549251,23.25798081,0.06774162,0.01525332,0.01525332,0.04149747,1,0.01815081,0.05093492,0.26417279
BSD100,102061.png,x4,4,ID,5,96,96,96,high,high,high,0,1,19.37851453,19.24885447,19.29803901,0.12966006,0.08047552,0.08047552,0.10506779,1,0.02797560,0.08920991,0.34163943
BSD100,102061.png,x4,4,ID,6,96,192,96,high,high,high,0,1,25.10320253,25.05512397,25.25308798,0.04807856,-0.14988545,-0.14988545,-0.05090345,0,0.01051657,0.04918737,0.18473139
BSD100,102061.png,x4,4,ID,7,96,224,96,high,high,high,0,1,25.95440976,25.91262251,26.03505750,0.04178725,-0.08064774,-0.08064774,-0.01943024,0,0.00901485,0.04453136,0.17986582
BSD100,102061.png,x4,4,ID,8,192,0,96,high,high,high,0,1,22.67949638,22.62162418,22.64915691,0.05787220,0.03033947,0.03033947,0.04410583,1,0.01811664,0.06591436,0.24112542
BSD100,102061.png,x4,4,ID,9,192,96,96,high,high,high,0,1,23.20488926,23.15007703,23.25133244,0.05481223,-0.04644318,-0.04644318,0.00418453,0,0.02164468,0.07309209,0.24556921
BSD100,102061.png,x8,8,OOD,0,0,0,96,high,mid,mid,0,1,48.81926272,48.66111497,48.73492275,0.15814775,0.08433997,0.08433997,0.12124386,1,0.00989621,0.01735549,0.13501993
BSD100,102061.png,x8,8,OOD,1,0,96,96,high,mid,high,0,1,28.17992347,28.14214577,28.33028797,0.03777770,-0.15036450,-0.15036450,-0.05629340,0,0.01069403,0.02546335,0.16775586
BSD100,102061.png,x8,8,OOD,10,192,192,96,mid,mid,mid,0,1,27.98697866,27.85751694,27.84423355,0.12946172,0.14274511,0.12946172,0.13610342,1,0.00505017,0.03133551,0.10699471
BSD100,102061.png,x8,8,OOD,11,192,224,96,mid,high,mid,0,1,26.15039838,26.08261778,26.12753842,0.06778060,0.02285996,0.02285996,0.04532028,1,0.00618315,0.03570502,0.13893698
BSD100,102061.png,x8,8,OOD,12,288,0,96,low,mid,low,0,0,28.41896551,28.48785611,28.48998142,-0.06889060,-0.07101591,-0.07101591,-0.06995325,0,0.00444271,0.02647932,0.09737292
BSD100,102061.png,x8,8,OOD,13,288,96,96,mid,mid,mid,0,1,30.25165685,30.02323128,30.44050070,0.22842557,-0.18884385,-0.18884385,0.01979086,0,0.00528444,0.02680130,0.10916533
BSD100,102061.png,x8,8,OOD,14,288,192,96,low,low,low,1,0,38.57100166,38.69385178,38.37270584,-0.12285012,0.19829582,-0.12285012,0.03772285,0,0.00207422,0.01335929,0.06157555
BSD100,102061.png,x8,8,OOD,15,288,224,96,low,low,low,1,0,37.17356778,37.28977164,37.01983210,-0.11620386,0.15373568,-0.11620386,0.01876591,0,0.00220423,0.01346930,0.06562630
BSD100,102061.png,x8,8,OOD,16,384,0,96,low,low,low,1,0,44.35283491,44.37831628,44.35364683,-0.02548137,-0.00081192,-0.02548137,-0.01314665,0,0.00153742,0.00851461,0.05634958
BSD100,102061.png,x8,8,OOD,17,384,96,96,low,low,low,1,0,34.21286421,34.25592231,34.26635365,-0.04305810,-0.05348944,-0.05348944,-0.04827377,0,0.00182796,0.01605676,0.08229767
BSD100,102061.png,x8,8,OOD,18,384,192,96,low,low,low,1,0,37.23365258,37.24111641,37.24221075,-0.00746383,-0.00855817,-0.00855817,-0.00801100,0,0.00139250,0.01277872,0.06624720
BSD100,102061.png,x8,8,OOD,19,384,224,96,low,low,low,1,0,38.65393373,38.66769703,38.65138494,-0.01376330,0.00254879,-0.01376330,-0.00560725,0,0.00126400,0.01104090,0.06091464
BSD100,102061.png,x8,8,OOD,2,0,192,96,mid,mid,mid,0,1,36.82726758,36.31398803,36.12948554,0.51327955,0.69778204,0.51327955,0.60553079,1,0.00654093,0.01684850,0.11622071
BSD100,102061.png,x8,8,OOD,3,0,224,96,mid,low,mid,0,1,37.01236009,36.48811483,36.28635128,0.52424526,0.72600881,0.52424526,0.62512703,1,0.00547103,0.01502891,0.10757481
BSD100,102061.png,x8,8,OOD,4,96,0,96,high,high,high,0,1,21.70657239,21.48685283,21.62417397,0.21971956,0.08239842,0.08239842,0.15105899,1,0.01832689,0.04892232,0.25235805
BSD100,102061.png,x8,8,OOD,5,96,96,96,high,high,high,0,1,16.88279946,16.99254610,16.91613233,-0.10974664,-0.03333287,-0.10974664,-0.07153976,0,0.02890286,0.09208732,0.35143095
BSD100,102061.png,x8,8,OOD,6,96,192,96,high,high,high,0,1,21.83858683,21.80545365,21.71889567,0.03313318,0.11969116,0.03313318,0.07641217,1,0.01187254,0.05371868,0.19554736
BSD100,102061.png,x8,8,OOD,7,96,224,96,mid,high,high,0,1,23.33536728,23.29710914,23.25398663,0.03825814,0.08138065,0.03825814,0.05981939,1,0.00948732,0.04627213,0.18238859
BSD100,102061.png,x8,8,OOD,8,192,0,96,high,high,high,0,1,18.80626671,18.95099618,18.80924173,-0.14472947,-0.00297502,-0.14472947,-0.07385224,0,0.02014361,0.06874678,0.24680272
BSD100,102061.png,x8,8,OOD,9,192,96,96,high,high,high,0,1,19.63219123,19.45447202,19.57943541,0.17771921,0.05275582,0.05275582,0.11523751,1,0.02417300,0.07744779,0.26002252
BSD100,103070.png,x16,16,OOD,0,0,0,96,low,low,low,1,0,31.19374798,30.99911128,31.22744651,0.19463670,-0.03369853,-0.03369853,0.08046908,0,0.00455634,0.02116785,0.09013223
BSD100,103070.png,x16,16,OOD,1,0,96,96,high,low,mid,0,1,28.94818019,29.10121137,30.14600257,-0.15303118,-1.19782238,-1.19782238,-0.67542678,0,0.00648257,0.02333986,0.10177884
BSD100,103070.png,x16,16,OOD,10,192,0,96,mid,mid,mid,0,1,24.32275756,24.50801695,24.42861680,-0.18525939,-0.10585924,-0.18525939,-0.14555931,0,0.00592357,0.03492619,0.10135131
BSD100,103070.png,x16,16,OOD,11,192,96,96,high,high,high,0,1,23.40780995,23.30553165,23.50626014,0.10227830,-0.09845019,-0.09845019,0.00191405,0,0.00749044,0.03993525,0.11423194
BSD100,103070.png,x16,16,OOD,12,192,192,96,mid,low,mid,0,1,31.87324721,31.81505412,32.05062292,0.05819309,-0.17737571,-0.17737571,-0.05959131,0,0.00525991,0.02048450,0.09990755
BSD100,103070.png,x16,16,OOD,13,192,288,96,low,mid,low,0,0,24.47681309,24.62517071,24.68186627,-0.14835762,-0.20505318,-0.20505318,-0.17670540,0,0.00445493,0.03422349,0.09365804
BSD100,103070.png,x16,16,OOD,14,192,384,96,mid,mid,mid,0,1,23.72038518,23.58734840,23.20239172,0.13303678,0.51799346,0.13303678,0.32551512,1,0.00494953,0.03609873,0.09812582
BSD100,103070.png,x16,16,OOD,15,224,0,96,high,high,high,0,1,24.06347275,24.12849837,24.15940097,-0.06502562,-0.09592822,-0.09592822,-0.08047692,0,0.00654909,0.03795692,0.10648230
BSD100,103070.png,x16,16,OOD,16,224,96,96,mid,mid,low,0,1,24.53884159,24.29174985,24.44839833,0.24709174,0.09044326,0.09044326,0.16876750,1,0.00532300,0.03565440,0.08876888
BSD100,103070.png,x16,16,OOD,17,224,192,96,mid,low,mid,0,1,27.02898247,27.03644770,27.06742936,-0.00746523,-0.03844689,-0.03844689,-0.02295606,0,0.00504443,0.02831495,0.09649010
BSD100,103070.png,x16,16,OOD,18,224,288,96,low,high,mid,0,1,25.33591624,25.35952299,25.35932778,-0.02360675,-0.02341154,-0.02360675,-0.02350915,0,0.00485435,0.03622309,0.10294867
BSD100,103070.png,x16,16,OOD,19,224,384,96,low,mid,low,0,0,25.08772213,25.12967221,25.02725863,-0.04195008,0.06046350,-0.04195008,0.00925671,0,0.00461686,0.03387420,0.09195161
BSD100,103070.png,x16,16,OOD,2,0,192,96,high,high,high,0,1,21.81712039,21.86656307,21.97568557,-0.04944268,-0.15856518,-0.15856518,-0.10400393,0,0.00988351,0.04078609,0.20952484
BSD100,103070.png,x16,16,OOD,3,0,288,96,low,low,low,1,0,34.71749694,33.53094462,35.24659588,1.18655232,-0.52909894,-0.52909894,0.32872669,0,0.00247512,0.01391989,0.06846792
BSD100,103070.png,x16,16,OOD,4,0,384,96,low,low,low,1,0,30.19172726,30.07644220,30.03423255,0.11528506,0.15749471,0.11528506,0.13638988,1,0.00230959,0.01623384,0.05979444
BSD100,103070.png,x16,16,OOD,5,96,0,96,high,high,high,0,1,22.74996786,22.71661471,22.55076841,0.03335315,0.19919945,0.03335315,0.11627630,1,0.00789263,0.04456973,0.19840080
BSD100,103070.png,x16,16,OOD,6,96,96,96,high,mid,high,0,1,23.85590021,23.77113405,23.53357519,0.08476616,0.32232502,0.08476616,0.20354559,1,0.00694729,0.03092013,0.11558085
BSD100,103070.png,x16,16,OOD,7,96,192,96,high,high,high,0,1,22.14742088,22.01990551,22.28641585,0.12751537,-0.13899497,-0.13899497,-0.00573980,0,0.01446625,0.04914138,0.21836258
