model,dataset,image,base_scale,cell_multiplier,oracle_psnr_y,oracle_rmse_y,delta_tracking_rmse_y,cell_sensitivity_rmse_y,oracle_change_rmse_y,weak_oracle,valid_shave
SC-INR,bsd100,108082.png,x4,4,33.42640963583677,0.021314714418756854,0.04171442240476608,0.021373022347688675,0.0418575219810009,False,4
SC-INR-NoSinc,bsd100,108082.png,x4,1,27.533526529993555,0.04200719409981936,0.0,0.0,0.0,False,4
SC-INR-NoSinc,bsd100,108082.png,x4,2,32.58545748211281,0.02348156973008042,0.025682488456368446,0.0,0.025682488456368446,False,4
SC-INR-NoSinc,bsd100,108082.png,x4,4,33.749185860347694,0.020537175150306567,0.0418575219810009,0.0,0.0418575219810009,False,4
LTE,bsd100,109053.png,x4,1,29.29992518867802,0.03427707388084227,0.0,0.0,0.0,False,4
LTE,bsd100,109053.png,x4,2,34.38078778670051,0.01909680047895581,0.02025562897324562,0.003486644709482789,0.020403502508997917,False,4
LTE,bsd100,109053.png,x4,4,34.97172761687927,0.01784077101662071,0.03424268960952759,0.01669902354478836,0.033058010041713715,False,4
LTE-NoCellPhase,bsd100,109053.png,x4,1,29.258753445483062,0.03443993536529806,0.0,0.0,0.0,False,4
LTE-NoCellPhase,bsd100,109053.png,x4,2,34.33770917559871,0.019191748388384482,0.020403502508997917,0.0,0.020403502508997917,False,4
LTE-NoCellPhase,bsd100,109053.png,x4,4,36.65934563729233,0.01469036945269681,0.033058010041713715,0.0,0.033058010041713715,False,4
SC-INR-NoPhi,bsd100,109053.png,x4,1,29.323053294398605,0.03418592498268123,0.0,0.0,0.0,False,4
SC-INR-NoPhi,bsd100,109053.png,x4,2,34.41661778061222,0.019018186894975142,0.02020450308918953,0.003248301101848483,0.020403502508997917,False,4
SC-INR-NoPhi,bsd100,109053.png,x4,4,36.06416229752372,0.015732287890883708,0.03314762935042381,0.014235619455575943,0.033058010041713715,False,4
SC-INR,bsd100,109053.png,x4,1,29.335892747636688,0.03413542879266594,0.0,0.0,0.0,False,4
SC-INR,bsd100,109053.png,x4,2,34.439530990960776,0.018968083397631036,0.020197860896587372,0.003267239313572645,0.020403502508997917,False,4
SC-INR,bsd100,109053.png,x4,4,35.468915417634456,0.016848227926760124,0.0336594432592392,0.01542971096932888,0.033058010041713715,False,4
SC-INR-NoSinc,bsd100,109053.png,x4,1,29.29387701483019,0.034300950064600474,0.0,0.0,0.0,False,4
