model,dataset,image,base_scale,cell_multiplier,oracle_psnr_y,oracle_rmse_y,delta_tracking_rmse_y,cell_sensitivity_rmse_y,oracle_change_rmse_y,weak_oracle,valid_shave
SC-INR-NoSinc,urban100,img_004.png,x4,2,26.665596476375157,0.04642160759983325,0.038146693259477615,0.0,0.038146693259477615,False,4
SC-INR-NoSinc,urban100,img_004.png,x4,4,26.237348828262775,0.04876773198818587,0.06935115158557892,0.0,0.06935115158557892,False,4
LTE,urban100,img_005.png,x4,1,27.79835095888373,0.04074576274632056,0.0,0.0,0.0,False,4
LTE,urban100,img_005.png,x4,2,32.73037955319298,0.02309303545515848,0.029821423813700676,0.02122838981449604,0.031243937090039253,False,4
LTE,urban100,img_005.png,x4,4,31.637596994199143,0.026189074451611543,0.045708686113357544,0.05192367359995842,0.054130617529153824,False,4
LTE-NoCellPhase,urban100,img_005.png,x4,1,27.78088299057923,0.04082778794910115,0.0,0.0,0.0,False,4
LTE-NoCellPhase,urban100,img_005.png,x4,2,30.906156290215474,0.028489982697817558,0.031243937090039253,0.0,0.031243937090039253,False,4
LTE-NoCellPhase,urban100,img_005.png,x4,4,27.639147228078112,0.04149947844055129,0.054130617529153824,0.0,0.054130617529153824,False,4
SC-INR-NoPhi,urban100,img_005.png,x4,1,28.11775846928267,0.03927462766893586,0.0,0.0,0.0,False,4
SC-INR-NoPhi,urban100,img_005.png,x4,2,33.310596789395596,0.02160081614964875,0.0285795945674181,0.017942724749445915,0.031243937090039253,False,4
SC-INR-NoPhi,urban100,img_005.png,x4,4,32.4704419604152,0.023794572249697006,0.043145306408405304,0.04179107025265694,0.054130617529153824,False,4
SC-INR,urban100,img_005.png,x4,1,27.869757413340395,0.04041216609975373,0.0,0.0,0.0,False,4
SC-INR,urban100,img_005.png,x4,2,33.140654288482885,0.02202760527819642,0.028999565169215202,0.01917063258588314,0.031243937090039253,False,4
SC-INR,urban100,img_005.png,x4,4,32.52085876369539,0.023656857933502907,0.044116318225860596,0.04427159205079079,0.054130617529153824,False,4
SC-INR-NoSinc,urban100,img_005.png,x4,1,28.061215338710333,0.03953113038295621,0.0,0.0,0.0,False,4
SC-INR-NoSinc,urban100,img_005.png,x4,2,30.83603418544594,0.028720916259555886,0.031243937090039253,0.0,0.031243937090039253,False,4
SC-INR-NoSinc,urban100,img_005.png,x4,4,27.386104245359768,0.042726251025676704,0.054130617529153824,0.0,0.054130617529153824,False,4
LTE,urban100,img_006.png,x4,1,22.700179258994346,0.07328094092956632,0.0,0.0,0.0,False,4
LTE,urban100,img_006.png,x4,2,29.52753249968065,0.033390534801678175,0.05247429758310318,0.017288655042648315,0.054509393870830536,False,4
LTE,urban100,img_006.png,x4,4,30.991449536559237,0.028211587373692722,0.07643703371286392,0.051429979503154755,0.08369787037372589,False,4
LTE-NoCellPhase,urban100,img_006.png,x4,1,22.613101017257186,0.07401929582065869,0.0,0.0,0.0,False,4
LTE-NoCellPhase,urban100,img_006.png,x4,2,29.186765097723292,0.034726558458415976,0.054509393870830536,0.0,0.054509393870830536,False,4
LTE-NoCellPhase,urban100,img_006.png,x4,4,27.74670739523456,0.04098874585099127,0.08369787037372589,0.0,0.08369787037372589,False,4
SC-INR-NoPhi,urban100,img_006.png,x4,1,22.662195460672322,0.07360210360154124,0.0,0.0,0.0,False,4
SC-INR-NoPhi,urban100,img_006.png,x4,2,29.708910742620994,0.032700505245927845,0.05259210616350174,0.015385447070002556,0.054509393870830536,False,4
SC-INR-NoPhi,urban100,img_006.png,x4,4,31.83492840261672,0.025600802538703227,0.07583364844322205,0.04206271097064018,0.08369787037372589,False,4
SC-INR,urban100,img_006.png,x4,1,22.701888574869614,0.07326652122627896,0.0,0.0,0.0,False,4
SC-INR,urban100,img_006.png,x4,2,29.75379059041827,0.03253197804088881,0.052210137248039246,0.015899628400802612,0.054509393870830536,False,4
SC-INR,urban100,img_006.png,x4,4,31.549443383657362,0.026456222282372505,0.07564746588468552,0.044473253190517426,0.08369787037372589,False,4
SC-INR-NoSinc,urban100,img_006.png,x4,1,22.707882142908403,0.07321598219962064,0.0,0.0,0.0,False,4
SC-INR-NoSinc,urban100,img_006.png,x4,2,29.23521219806208,0.03453340405546548,0.054509393870830536,0.0,0.054509393870830536,False,4
SC-INR-NoSinc,urban100,img_006.png,x4,4,27.59608359926553,0.041705738904634075,0.08369787037372589,0.0,0.08369787037372589,False,4
LTE,urban100,img_007.png,x4,1,29.668662270425305,0.03285238369574174,0.0,0.0,0.0,False,4
LTE,urban100,img_007.png,x4,2,33.57244783268138,0.02095934026895169,0.019592052325606346,0.009724359028041363,0.021419426426291466,False,4
LTE,urban100,img_007.png,x4,4,31.879798403529904,0.02546889364313211,0.03705023601651192,0.03223540261387825,0.03831871226429939,False,4
LTE-NoCellPhase,urban100,img_007.png,x4,1,29.5469047623682,0.03331614640454698,0.0,0.0,0.0,False,4
LTE-NoCellPhase,urban100,img_007.png,x4,2,33.30361856480439,0.021618177170703624,0.021419426426291466,0.0,0.021419426426291466,False,4
LTE-NoCellPhase,urban100,img_007.png,x4,4,31.70436722202785,0.02598852544502392,0.03831871226429939,0.0,0.03831871226429939,False,4
SC-INR-NoPhi,urban100,img_007.png,x4,1,29.673886724509412,0.03283262933904555,0.0,0.0,0.0,False,4
SC-INR-NoPhi,urban100,img_007.png,x4,2,33.53186238472344,0.021057503461961887,0.019445471465587616,0.009354992769658566,0.021419426426291466,False,4
SC-INR-NoPhi,urban100,img_007.png,x4,4,32.992530448919176,0.022406471858612102,0.03490716218948364,0.028638124465942383,0.03831871226429939,False,4
SC-INR,urban100,img_007.png,x4,1,29.73819479090691,0.0325904427455845,0.0,0.0,0.0,False,4
SC-INR,urban100,img_007.png,x4,2,33.69161376779513,0.020673752446952843,0.01934572495520115,0.009113705717027187,0.021419426426291466,False,4
SC-INR,urban100,img_007.png,x4,4,32.480250288445326,0.02376771797717708,0.035667017102241516,0.029636986553668976,0.03831871226429939,False,4
SC-INR-NoSinc,urban100,img_007.png,x4,1,29.710624066729928,0.032694055585503236,0.0,0.0,0.0,False,4
SC-INR-NoSinc,urban100,img_007.png,x4,2,33.23181149002061,0.021797637480684324,0.021419426426291466,0.0,0.021419426426291466,False,4
SC-INR-NoSinc,urban100,img_007.png,x4,4,31.363697248549588,0.02702807638144611,0.03831871226429939,0.0,0.03831871226429939,False,4
LTE,urban100,img_008.png,x4,1,21.317807667266404,0.08592303652861874,0.0,0.0,0.0,False,4
LTE,urban100,img_008.png,x4,2,27.225020567823236,0.043526021436297295,0.0585881732404232,0.024362707510590553,0.05949139595031738,False,4
LTE,urban100,img_008.png,x4,4,29.08039665457259,0.035154438634408904,0.08751986175775528,0.0635242760181427,0.09012563526630402,False,4
LTE-NoCellPhase,urban100,img_008.png,x4,1,21.374404443165545,0.08536498686540119,0.0,0.0,0.0,False,4
LTE-NoCellPhase,urban100,img_008.png,x4,2,26.955277333056582,0.04489894468294175,0.05949139595031738,0.0,0.05949139595031738,False,4
LTE-NoCellPhase,urban100,img_008.png,x4,4,26.546660589172205,0.04706163059197169,0.09012563526630402,0.0,0.09012563526630402,False,4
SC-INR-NoPhi,urban100,img_008.png,x4,1,21.444296473145567,0.0846808436943286,0.0,0.0,0.0,False,4
SC-INR-NoPhi,urban100,img_008.png,x4,2,27.6068325604938,0.04165415914509801,0.058038804680109024,0.02016492746770382,0.05949139595031738,False,4
SC-INR-NoPhi,urban100,img_008.png,x4,4,29.916865840047606,0.03192689676668482,0.08470095694065094,0.05140732228755951,0.09012563526630402,False,4
SC-INR,urban100,img_008.png,x4,1,21.493028260351196,0.08420707595628646,0.0,0.0,0.0,False,4
SC-INR,urban100,img_008.png,x4,2,27.754892268554787,0.04095013959557587,0.05779862031340599,0.022148270159959793,0.05949139595031738,False,4
SC-INR,urban100,img_008.png,x4,4,29.767634986841998,0.03248016678422589,0.08463835716247559,0.054347727447748184,0.09012563526630402,False,4
SC-INR-NoSinc,urban100,img_008.png,x4,1,21.514139316776586,0.08400265916024151,0.0,0.0,0.0,False,4
SC-INR-NoSinc,urban100,img_008.png,x4,2,26.853306038164813,0.04542915910559499,0.05949139595031738,0.0,0.05949139595031738,False,4
SC-INR-NoSinc,urban100,img_008.png,x4,4,26.007052465844602,0.050078046225100495,0.09012563526630402,0.0,0.09012563526630402,False,4
LTE,urban100,img_009.png,x4,1,34.1661783480481,0.019574518258633943,0.0,0.0,0.0,False,4
LTE,urban100,img_009.png,x4,2,39.7640301018422,0.010275394270682726,0.01337665505707264,0.008116810582578182,0.013918665237724781,False,4
LTE,urban100,img_009.png,x4,4,39.08835252844155,0.011106631772543894,0.020689938217401505,0.01938854157924652,0.023598134517669678,False,4
LTE-NoCellPhase,urban100,img_009.png,x4,1,34.18102011400578,0.019541099419240194,0.0,0.0,0.0,False,4
LTE-NoCellPhase,urban100,img_009.png,x4,2,38.79748112397115,0.011484866301049331,0.013918665237724781,0.0,0.013918665237724781,False,4
LTE-NoCellPhase,urban100,img_009.png,x4,4,36.58888990357582,0.01481001521941144,0.023598134517669678,0.0,0.023598134517669678,False,4
SC-INR-NoPhi,urban100,img_009.png,x4,1,34.25641131683869,0.01937222186026063,0.0,0.0,0.0,False,4
SC-INR-NoPhi,urban100,img_009.png,x4,2,39.86135034382748,0.01016090714984516,0.013207653537392616,0.00672841165214777,0.013918665237724781,False,4
SC-INR-NoPhi,urban100,img_009.png,x4,4,40.33753514287418,0.009618852007113472,0.02002856135368347,0.01616869680583477,0.023598134517669678,False,4
SC-INR,urban100,img_009.png,x4,1,34.22929193682495,0.01943280099205493,0.0,0.0,0.0,False,4
SC-INR,urban100,img_009.png,x4,2,39.77104849532398,0.010267094875336637,0.013148059137165546,0.0074778045527637005,0.013918665237724781,False,4
SC-INR,urban100,img_009.png,x4,4,39.923361776219835,0.01008862341643158,0.020162615925073624,0.017627790570259094,0.023598134517669678,False,4
SC-INR-NoSinc,urban100,img_009.png,x4,1,34.329705666955526,0.019209440544202226,0.0,0.0,0.0,False,4
SC-INR-NoSinc,urban100,img_009.png,x4,2,39.414058832032694,0.010697863652950779,0.013918665237724781,0.0,0.013918665237724781,False,4
SC-INR-NoSinc,urban100,img_009.png,x4,4,37.04384989043207,0.014054244527268939,0.023598134517669678,0.0,0.023598134517669678,False,4
LTE,urban100,img_010.png,x4,1,27.56031733354408,0.041877826503650295,0.0,0.0,0.0,False,4
LTE,urban100,img_010.png,x4,2,35.10502893553821,0.01756906110147738,0.034019894897937775,0.01945008896291256,0.0407068245112896,False,4
LTE,urban100,img_010.png,x4,4,33.545562655002016,0.021024315602140527,0.04644939303398132,0.04363555833697319,0.05890562757849693,False,4
LTE-NoCellPhase,urban100,img_010.png,x4,1,26.98514437567323,0.04474482163611162,0.0,0.0,0.0,False,4
LTE-NoCellPhase,urban100,img_010.png,x4,2,34.80001286353767,0.018196981636905012,0.0407068245112896,0.0,0.0407068245112896,False,4
LTE-NoCellPhase,urban100,img_010.png,x4,4,30.056239146442,0.031418687791574945,0.05890562757849693,0.0,0.05890562757849693,False,4
SC-INR-NoPhi,urban100,img_010.png,x4,1,27.70205614810952,0.04119999777646097,0.0,0.0,0.0,False,4
SC-INR-NoPhi,urban100,img_010.png,x4,2,35.50886051286608,0.016770923362174617,0.03408639878034592,0.01724999211728573,0.0407068245112896,False,4
SC-INR-NoPhi,urban100,img_010.png,x4,4,34.66957443436213,0.01847231297890956,0.044659681618213654,0.037453219294548035,0.05890562757849693,False,4
SC-INR,urban100,img_010.png,x4,1,27.499615576249255,0.042171516746251546,0.0,0.0,0.0,False,4
SC-INR,urban100,img_010.png,x4,2,35.53482355526574,0.0167208681466593,0.034453436732292175,0.01757880672812462,0.0407068245112896,False,4
SC-INR,urban100,img_010.png,x4,4,34.64101192885889,0.018533156947115482,0.04562796652317047,0.03831112012267113,0.05890562757849693,False,4
SC-INR-NoSinc,urban100,img_010.png,x4,1,27.27758886043553,0.04326339103833525,0.0,0.0,0.0,False,4
SC-INR-NoSinc,urban100,img_010.png,x4,2,34.057367976937854,0.019821275647623964,0.0407068245112896,0.0,0.0407068245112896,False,4
SC-INR-NoSinc,urban100,img_010.png,x4,4,29.226904350330823,0.034566450240018504,0.05890562757849693,0.0,0.05890562757849693,False,4
