model,dataset,image,scale,psnr_y,ssim_y,rmse_y,edge_rmse,texture_rmse,flat_rmse,highpass_rmse,fft_low_power,fft_mid_power,fft_high_power
Bicubic,bsd100,103070.png,x16,23.972446068963556,0.5120680540690069,0.06329620855635507,0.09225987643003464,0.10564073920249939,0.03026379831135273,0.08945644646883011,3.2654899637292333e-07,2.008264014159245e-08,2.6794613375079608e-09
LTE,bsd100,103070.png,x16,24.806559804100765,0.5599774369379373,0.05750055145693757,0.08713991940021515,0.09765948355197906,0.021996615454554558,0.08936052024364471,2.502804314848819e-07,1.9993406987830512e-08,2.6727908563257513e-09
SC-INR-NoPhi,bsd100,103070.png,x16,24.91105238207394,0.5627846369676024,0.05681295528336976,0.0855443999171257,0.09587415307760239,0.022308215498924255,0.08935709297657013,2.4151252021375864e-07,2.0029632196606134e-08,2.672002600073931e-09
SC-INR-NoPhi-Signed,bsd100,103070.png,x16,24.843180661811193,0.5587697048180587,0.05725863187968502,0.0862063616514206,0.09666015952825546,0.02252574823796749,0.08942512422800064,2.4688884913530114e-07,2.006711556643575e-08,2.6752866601333343e-09
SC-INR,bsd100,103070.png,x16,24.836045678034377,0.5597322620466798,0.057305686040966294,0.08623792231082916,0.09677144885063171,0.022703828290104866,0.08938760310411453,2.475572759347173e-07,2.0054948814515273e-08,2.672574832822592e-09
SC-INR-NoSinc,bsd100,103070.png,x16,24.88994497205153,0.5601758941478108,0.05695118321600135,0.08527758717536926,0.09591425955295563,0.02291601151227951,0.08937327563762665,2.431570500926841e-07,2.0044922774728144e-08,2.673254691594677e-09
Bicubic,bsd100,103070.png,x30,21.74344218455144,0.43940068765715695,0.08181404979587907,0.11203816533088684,0.1267431080341339,0.0500052273273468,0.09828978776931763,7.749884537518095e-07,2.9202375012162056e-08,4.262755849869305e-09
LTE,bsd100,103070.png,x30,22.2396681082304,0.46080231359502105,0.07727101101342343,0.11160940676927567,0.1256963461637497,0.04118878394365311,0.09826353192329407,6.734413215362521e-07,2.9173917038381005e-08,4.254056687283512e-09
SC-INR-NoPhi,bsd100,103070.png,x30,22.32150708108999,0.4623186577386937,0.0765463780439371,0.10893626511096954,0.12311949580907822,0.042600348591804504,0.09826213121414185,6.578572525343167e-07,2.915497479142215e-08,4.251355279002941e-09
SC-INR-NoPhi-Signed,bsd100,103070.png,x30,22.32471088929372,0.4632781053355068,0.07651814896193194,0.10931884497404099,0.12333938479423523,0.04246091842651367,0.09824753552675247,6.571735498285495e-07,2.9166887533520476e-08,4.25390055721127e-09
