model,dataset,image,source_scale,observation_scale,consistency_psnr_y,consistency_rmse_y,edge_consistency_rmse,texture_consistency_rmse,flat_consistency_rmse
SC-INR-Fixed,bsd100,106024.png,x8,x4,55.12188632541171,0.0017534996507971284,0.0036979455035179853,0.0038198588881641626,0.00024011307687032968
SC-INR-Adaptive,bsd100,106024.png,x8,x4,55.59624600819416,0.0016603043264247636,0.0034670010209083557,0.0036432393826544285,0.00021996424766257405
LIIF,bsd100,106024.png,x16,x4,47.91571742538249,0.004019889625023184,0.00781000591814518,0.007427975535392761,0.0015415643574669957
LIIF-EQ,bsd100,106024.png,x16,x4,46.808044843223556,0.00456665031988332,0.009169369004666805,0.00897141546010971,0.0016857304144650698
LTE,bsd100,106024.png,x16,x4,46.27113812900423,0.004857838735617152,0.009131749160587788,0.009212144650518894,0.0015780882677063346
LTE-EQ,bsd100,106024.png,x16,x4,46.8834106929,0.004527197752818453,0.008763204328715801,0.008849543519318104,0.001598530332557857
LTE-NoCell,bsd100,106024.png,x16,x4,74.25435357467808,0.000193768118057473,0.00039352814201265574,0.0003828576300293207,4.592105688061565e-05
LTE-FeaturePhase,bsd100,106024.png,x16,x4,74.9409610248698,0.00017904077486441858,0.0003637935733422637,0.000359569676220417,5.983871596981771e-05
SC-INR-Fixed,bsd100,106024.png,x16,x4,53.30062264372417,0.0021625634958705865,0.004324380308389664,0.004214155953377485,0.0005654959823004901
SC-INR-Adaptive,bsd100,106024.png,x16,x4,52.96563260730672,0.002247596616458854,0.0046029360964894295,0.004632539115846157,0.0004173222987446934
LIIF,bsd100,106024.png,x30,x4,43.03744427699921,0.007049004472954126,0.010591268539428711,0.008428487926721573,0.004402213264256716
LIIF-EQ,bsd100,106024.png,x30,x4,42.18497579669386,0.007775909728433794,0.012291097082197666,0.008874514140188694,0.0036906960885971785
LTE,bsd100,106024.png,x30,x4,39.895802004895636,0.010120684809637629,0.015808312222361565,0.010617634281516075,0.0063199265860021114
LTE-EQ,bsd100,106024.png,x30,x4,41.86651716355826,0.00806629575911743,0.011865063570439816,0.005669446662068367,0.0036723315715789795
LTE-NoCell,bsd100,106024.png,x30,x4,68.8127638130998,0.0003625449076434131,0.000644769927021116,0.00038162822602316737,0.00013610394671559334
LTE-FeaturePhase,bsd100,106024.png,x30,x4,68.57215497936708,0.00037272819916883785,0.0006716033676639199,0.0004579606174957007,0.00013712665531784296
SC-INR-Fixed,bsd100,106024.png,x30,x4,48.91413544688909,0.0035833829887932933,0.0061006732285022736,0.004250699188560247,0.0016744849272072315
SC-INR-Adaptive,bsd100,106024.png,x30,x4,48.611417685891986,0.0037104716330093592,0.006290811579674482,0.005175756290555,0.0018267093691974878
LIIF,bsd100,108005.png,x8,x4,49.05056208013733,0.003527539585129169,0.006539586931467056,0.006573236547410488,0.001133824815042317
LIIF-EQ,bsd100,108005.png,x8,x4,47.829438081399964,0.004060019279941673,0.00746288662776351,0.0074245985597372055,0.0011612612288445234
LTE,bsd100,108005.png,x8,x4,46.0489571482755,0.004983702880818489,0.007921364158391953,0.007681506685912609,0.0018714077305048704
LTE-EQ,bsd100,108005.png,x8,x4,46.90681621525456,0.004515014914245169,0.007259156554937363,0.007094737607985735,0.0015023262239992619
LTE-NoCell,bsd100,108005.png,x8,x4,63.29521139244556,0.0006842887977573255,0.0011915729846805334,0.001255924697034061,0.00015864020679146051
LTE-FeaturePhase,bsd100,108005.png,x8,x4,63.094466709350144,0.0007002879679233314,0.0012241150252521038,0.0013009852264076471,0.0001596109359525144
SC-INR-Fixed,bsd100,108005.png,x8,x4,51.31871861793236,0.0027168400399144813,0.00480326171964407,0.004766023252159357,0.0008222587057389319
SC-INR-Adaptive,bsd100,108005.png,x8,x4,53.114859529849156,0.002209311857813563,0.004220636561512947,0.004274952225387096,0.00046089585521258414
LIIF,bsd100,108005.png,x16,x4,47.9902909806663,0.003985524204293401,0.006941001862287521,0.006714905146509409,0.0015981431351974607
LIIF-EQ,bsd100,108005.png,x16,x4,46.75069000248263,0.004596904695123999,0.008022239431738853,0.007634775713086128,0.0015130607644096017
LTE,bsd100,108005.png,x16,x4,42.84555504064629,0.007206464440036606,0.011246689595282078,0.010683887638151646,0.0032896173652261496
LTE-EQ,bsd100,108005.png,x16,x4,44.247309505475904,0.006132457184331502,0.010095937177538872,0.009423474781215191,0.002073747105896473
LTE-NoCell,bsd100,108005.png,x16,x4,74.37178705574186,0.00019116599746388252,0.000351487920852378,0.00035356631269678473,4.676336538977921e-05
LTE-FeaturePhase,bsd100,108005.png,x16,x4,75.72689372071123,0.00016355179464026343,0.000294748751912266,0.00028904821374453604,4.777865615324117e-05
