y,x,size,target_model,baseline_model,target_psnr_y,baseline_psnr_y,sc_inr_psnr_y,delta_target_vs_baseline,delta_target_vs_sc_inr,texture_var_y
240,672,96,SC-INR+PhiZ,LTE,14.613289,14.103175,14.016202,0.510114,0.597087,0.054199
480,384,96,SC-INR+PhiZ,LTE,21.397057,20.921988,20.973625,0.475069,0.423432,0.025760
192,576,96,SC-INR+PhiZ,LTE,19.216384,18.745023,19.031118,0.471362,0.185267,0.026001
48,912,96,SC-INR+PhiZ,LTE,15.715087,15.243842,13.577935,0.471245,2.137152,0.039559
144,864,96,SC-INR+PhiZ,LTE,15.022887,14.566947,13.538337,0.455939,1.484550,0.044070
432,48,96,SC-INR+PhiZ,LTE,20.643249,20.203911,20.505992,0.439337,0.137257,0.008976
480,576,96,SC-INR+PhiZ,LTE,20.341494,19.914644,19.998913,0.426850,0.342581,0.056922
96,192,96,SC-INR+PhiZ,LTE,27.940361,27.519419,28.099483,0.420942,-0.159122,0.025882
48,928,96,SC-INR+PhiZ,LTE,15.924632,15.507403,14.009835,0.417229,1.914797,0.039385
480,480,96,SC-INR+PhiZ,LTE,19.676091,19.261579,19.219733,0.414512,0.456358,0.038890
528,288,96,SC-INR+PhiZ,LTE,17.700736,17.307274,16.503687,0.393462,1.197049,0.060260
240,144,96,SC-INR+PhiZ,LTE,21.773852,21.381455,21.570825,0.392396,0.203027,0.015423
48,240,96,SC-INR+PhiZ,LTE,20.737223,20.368421,21.005028,0.368802,-0.267804,0.026632
48,864,96,SC-INR+PhiZ,LTE,15.603680,15.237570,13.896242,0.366109,1.707438,0.041686
528,528,96,SC-INR+PhiZ,LTE,22.545123,22.180575,22.008675,0.364548,0.536448,0.055707
432,480,96,SC-INR+PhiZ,LTE,16.795962,16.431886,16.376313,0.364076,0.419650,0.027032
480,336,96,SC-INR+PhiZ,LTE,17.825830,17.494109,17.328744,0.331721,0.497086,0.037905
192,528,96,SC-INR+PhiZ,LTE,18.684758,18.363369,18.410753,0.321389,0.274005,0.027693
192,0,96,SC-INR+PhiZ,LTE,22.773957,22.461657,22.468998,0.312300,0.304959,0.008075
432,0,96,SC-INR+PhiZ,LTE,21.750462,21.440527,21.632881,0.309935,0.117581,0.010255
192,624,96,SC-INR+PhiZ,LTE,15.382551,15.075289,15.002516,0.307262,0.380035,0.044046
144,48,96,SC-INR+PhiZ,LTE,22.623055,22.319996,22.686979,0.303058,-0.063925,0.006968
384,192,96,SC-INR+PhiZ,LTE,20.316112,20.020246,20.407376,0.295866,-0.091264,0.043961
576,480,96,SC-INR+PhiZ,LTE,18.254397,17.971705,18.151320,0.282692,0.103077,0.047131
96,288,96,SC-INR+PhiZ,LTE,22.233634,21.951742,22.129340,0.281891,0.104294,0.023884
144,624,96,SC-INR+PhiZ,LTE,16.000912,15.719209,15.812224,0.281703,0.188688,0.049092
96,48,96,SC-INR+PhiZ,LTE,23.823329,23.545571,23.811858,0.277758,0.011471,0.005128
192,672,96,SC-INR+PhiZ,LTE,13.171709,12.900822,12.543835,0.270887,0.627874,0.060595
384,576,96,SC-INR+PhiZ,LTE,18.505449,18.238298,18.241864,0.267152,0.263586,0.060794
48,480,96,SC-INR+PhiZ,LTE,23.844865,23.585972,24.076744,0.258893,-0.231879,0.037100
96,624,96,SC-INR+PhiZ,LTE,15.479586,15.262851,15.515532,0.216736,-0.035945,0.054012
192,96,96,SC-INR+PhiZ,LTE,23.901204,23.690983,23.582023,0.210220,0.319181,0.010846
192,48,96,SC-INR+PhiZ,LTE,23.357361,23.150679,23.126477,0.206682,0.230884,0.009723
480,0,96,SC-INR+PhiZ,LTE,21.459205,21.252647,21.402149,0.206558,0.057056,0.014446
144,0,96,SC-INR+PhiZ,LTE,21.275777,21.076952,21.306304,0.198825,-0.030527,0.007448
96,576,96,SC-INR+PhiZ,LTE,19.127500,18.935770,19.045500,0.191730,0.082001,0.034541
192,480,96,SC-INR+PhiZ,LTE,17.709547,17.526408,17.672669,0.183139,0.036878,0.030834
384,48,96,SC-INR+PhiZ,LTE,22.773144,22.591339,22.676269,0.181805,0.096875,0.006233
96,96,96,SC-INR+PhiZ,LTE,27.623153,27.442254,27.718133,0.180900,-0.094979,0.026801
480,48,96,SC-INR+PhiZ,LTE,18.947763,18.774411,18.921881,0.173353,0.025882,0.012623
240,624,96,SC-INR+PhiZ,LTE,16.081194,15.916053,15.754704,0.165141,0.326490,0.042749
144,528,96,SC-INR+PhiZ,LTE,21.338368,21.178123,20.644706,0.160245,0.693663,0.015259
528,96,96,SC-INR+PhiZ,LTE,18.926716,18.768210,18.847598,0.158506,0.079118,0.013224
576,96,96,SC-INR+PhiZ,LTE,19.166363,19.015747,19.172502,0.150616,-0.006139,0.039889
48,576,96,SC-INR+PhiZ,LTE,13.849298,13.700632,13.764907,0.148666,0.084390,0.043556
480,288,96,SC-INR+PhiZ,LTE,16.615569,16.468544,15.893863,0.147024,0.721706,0.041226
480,96,96,SC-INR+PhiZ,LTE,20.927190,20.784743,20.913341,0.142447,0.013849,0.009973
0,912,96,SC-INR+PhiZ,LTE,15.902917,15.765211,13.996552,0.137706,1.906365,0.039053
240,240,96,SC-INR+PhiZ,LTE,13.620401,13.486644,13.554409,0.133757,0.065992,0.054207
0,928,96,SC-INR+PhiZ,LTE,15.859347,15.726049,14.489569,0.133297,1.369778,0.038496
336,576,96,SC-INR+PhiZ,LTE,17.688684,17.555527,17.659966,0.133157,0.028718,0.047156
96,528,96,SC-INR+PhiZ,LTE,31.529877,31.397651,30.981158,0.132226,0.548719,0.021577
480,624,96,SC-INR+PhiZ,LTE,14.224273,14.093372,14.241902,0.130901,-0.017629,0.058757
144,336,96,SC-INR+PhiZ,LTE,16.904743,16.784895,16.908469,0.119848,-0.003726,0.028875
48,48,96,SC-INR+PhiZ,LTE,26.746967,26.628295,26.681330,0.118672,0.065636,0.004832
336,528,96,SC-INR+PhiZ,LTE,17.514728,17.401308,17.584372,0.113420,-0.069644,0.053551
528,48,96,SC-INR+PhiZ,LTE,18.325140,18.214640,18.239786,0.110500,0.085354,0.030003
432,96,96,SC-INR+PhiZ,LTE,22.048365,21.938764,22.020059,0.109601,0.028306,0.007166
528,144,96,SC-INR+PhiZ,LTE,22.458978,22.358803,22.391793,0.100175,0.067185,0.015985
48,528,96,SC-INR+PhiZ,LTE,18.571101,18.474532,18.686883,0.096568,-0.115782,0.045306
192,432,96,SC-INR+PhiZ,LTE,16.145255,16.049136,16.136253,0.096119,0.009002,0.032884
0,672,96,SC-INR+PhiZ,LTE,15.830210,15.735890,15.841833,0.094320,-0.011623,0.037978
192,720,96,SC-INR+PhiZ,LTE,12.750327,12.659509,12.522786,0.090817,0.227541,0.054755
432,624,96,SC-INR+PhiZ,LTE,13.882432,13.798360,13.841690,0.084072,0.040742,0.059397
48,672,96,SC-INR+PhiZ,LTE,15.725611,15.644483,15.697818,0.081128,0.027793,0.039942
432,576,96,SC-INR+PhiZ,LTE,17.634857,17.559439,16.478205,0.075417,1.156652,0.050678
192,240,96,SC-INR+PhiZ,LTE,14.379917,14.310311,14.380573,0.069606,-0.000656,0.052795
240,96,96,SC-INR+PhiZ,LTE,21.656937,21.588627,21.510212,0.068310,0.146725,0.011256
96,0,96,SC-INR+PhiZ,LTE,23.066290,23.001291,23.075825,0.064999,-0.009535,0.005904
576,768,96,SC-INR+PhiZ,LTE,15.423394,15.358605,15.408612,0.064789,0.014782,0.032763
0,48,96,SC-INR+PhiZ,LTE,29.321304,29.259019,28.548148,0.062285,0.773156,0.026416
432,432,96,SC-INR+PhiZ,LTE,19.840321,19.778547,19.672073,0.061775,0.168249,0.024739
48,432,96,SC-INR+PhiZ,LTE,23.414689,23.353309,23.678196,0.061380,-0.263507,0.028458
48,624,96,SC-INR+PhiZ,LTE,16.102051,16.041377,16.180473,0.060674,-0.078422,0.046689
576,720,96,SC-INR+PhiZ,LTE,14.957995,14.901005,14.934323,0.056990,0.023672,0.036181
384,480,96,SC-INR+PhiZ,LTE,18.827685,18.772136,19.045799,0.055549,-0.218114,0.055827
240,720,96,SC-INR+PhiZ,LTE,14.366306,14.313584,14.182918,0.052722,0.183387,0.051149
336,624,96,SC-INR+PhiZ,LTE,13.802860,13.750809,13.763137,0.052051,0.039723,0.054730
0,624,96,SC-INR+PhiZ,LTE,17.534412,17.491144,17.543616,0.043268,-0.009205,0.037573
576,144,96,SC-INR+PhiZ,LTE,22.671148,22.629268,22.661982,0.041880,0.009166,0.012884
240,528,96,SC-INR+PhiZ,LTE,16.648148,16.607642,16.624303,0.040506,0.023845,0.028265
144,288,96,SC-INR+PhiZ,LTE,14.327636,14.289228,14.446981,0.038407,-0.119345,0.037941
384,624,96,SC-INR+PhiZ,LTE,13.386316,13.349395,13.385551,0.036921,0.000765,0.057654
288,928,96,SC-INR+PhiZ,LTE,15.538305,15.502745,15.579666,0.035560,-0.041360,0.036068
336,480,96,SC-INR+PhiZ,LTE,16.367156,16.332320,16.454284,0.034836,-0.087128,0.055185
0,288,96,SC-INR+PhiZ,LTE,27.551823,27.521150,26.482761,0.030673,1.069063,0.023529
384,528,96,SC-INR+PhiZ,LTE,19.546522,19.516650,19.753471,0.029872,-0.206949,0.056722
480,928,96,SC-INR+PhiZ,LTE,16.126270,16.097159,16.128017,0.029111,-0.001747,0.030132
576,928,96,SC-INR+PhiZ,LTE,16.560222,16.531607,16.530467,0.028615,0.029755,0.025190
240,576,96,SC-INR+PhiZ,LTE,17.378902,17.352032,17.413617,0.026870,-0.034715,0.029031
576,816,96,SC-INR+PhiZ,LTE,15.878833,15.853303,15.869824,0.025530,0.009009,0.029964
576,912,96,SC-INR+PhiZ,LTE,16.359078,16.334589,16.343666,0.024489,0.015412,0.025976
192,384,96,SC-INR+PhiZ,LTE,14.464276,14.441481,14.485853,0.022795,-0.021577,0.036988
480,912,96,SC-INR+PhiZ,LTE,15.963439,15.941277,15.974067,0.022162,-0.010628,0.031652
432,384,96,SC-INR+PhiZ,LTE,21.108707,21.087778,20.944083,0.020930,0.164624,0.020145
288,384,96,SC-INR+PhiZ,LTE,14.583253,14.562340,14.563060,0.020912,0.020192,0.035922
432,144,96,SC-INR+PhiZ,LTE,21.780500,21.760640,21.798026,0.019859,-0.017526,0.009148
576,864,96,SC-INR+PhiZ,LTE,16.011233,15.992811,16.015755,0.018422,-0.004522,0.028211
144,240,96,SC-INR+PhiZ,LTE,15.837693,15.819412,15.969548,0.018281,-0.131855,0.036674
480,768,96,SC-INR+PhiZ,LTE,14.125354,14.108555,14.128190,0.016799,-0.002835,0.045096
336,48,96,SC-INR+PhiZ,LTE,22.797113,22.781982,22.799043,0.015131,-0.001930,0.005736
480,144,96,SC-INR+PhiZ,LTE,22.513140,22.499868,22.501283,0.013272,0.011857,0.013238
384,672,96,SC-INR+PhiZ,LTE,12.164969,12.151861,12.161146,0.013108,0.003822,0.059179
480,864,96,SC-INR+PhiZ,LTE,15.193958,15.181493,15.203701,0.012465,-0.009743,0.035734
96,384,96,SC-INR+PhiZ,LTE,20.416563,20.405483,19.903107,0.011079,0.513456,0.013791
240,384,96,SC-INR+PhiZ,LTE,14.564144,14.553329,14.551823,0.010815,0.012321,0.036110
336,672,96,SC-INR+PhiZ,LTE,12.111138,12.100828,12.133435,0.010310,-0.022297,0.060953
432,672,96,SC-INR+PhiZ,LTE,12.916046,12.906733,12.920545,0.009314,-0.004498,0.053946
288,672,96,SC-INR+PhiZ,LTE,13.022140,13.013606,12.996555,0.008534,0.025585,0.056242
432,768,96,SC-INR+PhiZ,LTE,13.087191,13.079427,13.092045,0.007764,-0.004854,0.048388
288,768,96,SC-INR+PhiZ,LTE,13.915266,13.907701,13.896198,0.007565,0.019068,0.048691
144,96,96,SC-INR+PhiZ,LTE,24.264091,24.256639,24.269277,0.007452,-0.005187,0.006926
336,96,96,SC-INR+PhiZ,LTE,21.338257,21.331291,21.331337,0.006966,0.006920,0.007398
384,144,96,SC-INR+PhiZ,LTE,21.329657,21.323251,21.339060,0.006406,-0.009404,0.007277
288,48,96,SC-INR+PhiZ,LTE,22.023969,22.017971,22.014472,0.005998,0.009496,0.006491
384,96,96,SC-INR+PhiZ,LTE,22.316025,22.310630,22.315192,0.005395,0.000833,0.006618
192,336,96,SC-INR+PhiZ,LTE,13.590798,13.585880,13.574438,0.004918,0.016360,0.044887
288,624,96,SC-INR+PhiZ,LTE,14.511190,14.506709,14.436708,0.004481,0.074481,0.046140
288,912,96,SC-INR+PhiZ,LTE,15.495999,15.491545,15.543284,0.004454,-0.047286,0.037472
480,672,96,SC-INR+PhiZ,LTE,13.588783,13.584549,13.594126,0.004234,-0.005343,0.050008
288,144,96,SC-INR+PhiZ,LTE,21.634843,21.631199,21.634031,0.003644,0.000812,0.007180
288,96,96,SC-INR+PhiZ,LTE,21.574156,21.570533,21.561855,0.003623,0.012301,0.007033
576,672,96,SC-INR+PhiZ,LTE,14.485450,14.483257,14.484790,0.002193,0.000659,0.039342
384,768,96,SC-INR+PhiZ,LTE,12.686995,12.685065,12.689009,0.001930,-0.002014,0.053436
48,0,96,SC-INR+PhiZ,LTE,25.043734,25.042034,25.045015,0.001699,-0.001282,0.003419
528,672,96,SC-INR+PhiZ,LTE,13.145257,13.144104,13.147102,0.001154,-0.001845,0.047941
528,720,96,SC-INR+PhiZ,LTE,13.408205,13.407273,13.408387,0.000932,-0.000182,0.045940
384,816,96,SC-INR+PhiZ,LTE,13.073174,13.072252,13.078736,0.000922,-0.005562,0.049100
528,816,96,SC-INR+PhiZ,LTE,14.257382,14.256506,14.256627,0.000876,0.000755,0.037319
432,928,96,SC-INR+PhiZ,LTE,15.073918,15.073268,15.072407,0.000650,0.001511,0.031018
288,720,96,SC-INR+PhiZ,LTE,13.274781,13.274147,13.285592,0.000635,-0.010811,0.053105
0,0,96,SC-INR+PhiZ,LTE,27.792255,27.791746,27.792665,0.000510,-0.000410,0.001888
528,864,96,SC-INR+PhiZ,LTE,14.628785,14.628283,14.630968,0.000502,-0.002183,0.034051
480,816,96,SC-INR+PhiZ,LTE,14.842202,14.841736,14.864374,0.000467,-0.022172,0.040575
432,912,96,SC-INR+PhiZ,LTE,14.895289,14.895023,14.898764,0.000267,-0.003475,0.032561
336,144,96,SC-INR+PhiZ,LTE,20.864183,20.864280,20.863753,-0.000097,0.000430,0.007579
336,768,96,SC-INR+PhiZ,LTE,12.703488,12.704008,12.705340,-0.000520,-0.001852,0.055048
528,912,96,SC-INR+PhiZ,LTE,14.974640,14.975506,14.976549,-0.000866,-0.001909,0.031497
432,720,96,SC-INR+PhiZ,LTE,13.072820,13.074069,13.078673,-0.001249,-0.005854,0.052203
528,768,96,SC-INR+PhiZ,LTE,13.691466,13.692873,13.691797,-0.001408,-0.000331,0.041937
528,928,96,SC-INR+PhiZ,LTE,15.181312,15.182726,15.180874,-0.001415,0.000438,0.030453
240,480,96,SC-INR+PhiZ,LTE,15.635013,15.636541,15.640187,-0.001528,-0.005174,0.029954
432,864,96,SC-INR+PhiZ,LTE,13.920907,13.922522,13.926007,-0.001615,-0.005100,0.038675
432,816,96,SC-INR+PhiZ,LTE,13.387197,13.389503,13.398686,-0.002305,-0.011489,0.044450
288,816,96,SC-INR+PhiZ,LTE,14.500835,14.503264,14.498072,-0.002429,0.002762,0.044953
384,928,96,SC-INR+PhiZ,LTE,14.046653,14.050101,14.051342,-0.003448,-0.004689,0.038252
336,816,96,SC-INR+PhiZ,LTE,12.956153,12.959695,12.969897,-0.003542,-0.013744,0.051078
384,864,96,SC-INR+PhiZ,LTE,13.602934,13.606819,13.608661,-0.003885,-0.005727,0.043751
0,480,96,SC-INR+PhiZ,LTE,17.210460,17.214829,17.248003,-0.004369,-0.037543,0.049411
