y,x,size,target_model,baseline_model,target_psnr_y,baseline_psnr_y,sc_inr_psnr_y,delta_target_vs_baseline,delta_target_vs_sc_inr,texture_var_y
0,624,96,SC-INR+PhiZ,LTE,27.038236,26.874014,27.075735,0.164222,-0.037499,0.023543
144,912,96,SC-INR+PhiZ,LTE,22.740084,22.577669,22.584781,0.162416,0.155304,0.048909
336,192,96,SC-INR+PhiZ,LTE,24.722706,24.565731,24.476483,0.156975,0.246224,0.010049
432,144,96,SC-INR+PhiZ,LTE,25.751017,25.595166,25.969779,0.155851,-0.218762,0.011880
192,480,96,SC-INR+PhiZ,LTE,20.370169,20.215511,20.247935,0.154657,0.122234,0.014499
672,0,96,SC-INR+PhiZ,LTE,28.375036,28.220767,28.127429,0.154268,0.247606,0.022644
384,96,96,SC-INR+PhiZ,LTE,27.620358,27.467927,27.736213,0.152432,-0.115854,0.004187
48,720,96,SC-INR+PhiZ,LTE,25.855236,25.706261,25.829170,0.148975,0.026066,0.036718
144,48,96,SC-INR+PhiZ,LTE,30.806346,30.659419,30.610386,0.146927,0.195960,0.032546
240,720,96,SC-INR+PhiZ,LTE,22.642702,22.498828,22.621119,0.143873,0.021583,0.019622
48,528,96,SC-INR+PhiZ,LTE,24.072223,23.928773,24.060902,0.143451,0.011322,0.050528
624,288,96,SC-INR+PhiZ,LTE,24.814435,24.671226,24.725859,0.143209,0.088576,0.006251
336,672,96,SC-INR+PhiZ,LTE,23.055666,22.922370,22.918432,0.133295,0.137234,0.013923
336,144,96,SC-INR+PhiZ,LTE,26.024854,25.893305,25.815840,0.131549,0.209014,0.010985
48,96,96,SC-INR+PhiZ,LTE,32.402095,32.270804,33.364974,0.131290,-0.962879,0.071889
672,720,96,SC-INR+PhiZ,LTE,22.163638,22.034244,22.316192,0.129394,-0.152553,0.021868
96,480,96,SC-INR+PhiZ,LTE,21.827668,21.699390,21.844271,0.128278,-0.016604,0.025718
528,96,96,SC-INR+PhiZ,LTE,26.171076,26.044172,26.141764,0.126903,0.029312,0.016138
672,288,96,SC-INR+PhiZ,LTE,24.731414,24.604867,24.614800,0.126547,0.116615,0.005981
192,624,96,SC-INR+PhiZ,LTE,20.926208,20.801475,20.770920,0.124733,0.155289,0.014548
48,576,96,SC-INR+PhiZ,LTE,26.124583,26.001497,26.189882,0.123086,-0.065299,0.031610
96,624,96,SC-INR+PhiZ,LTE,23.582635,23.460594,23.520897,0.122041,0.061738,0.014863
528,384,96,SC-INR+PhiZ,LTE,23.015625,22.897605,22.748718,0.118019,0.266906,0.010228
672,672,96,SC-INR+PhiZ,LTE,22.918697,22.803052,22.993333,0.115645,-0.074636,0.016353
48,624,96,SC-INR+PhiZ,LTE,28.550773,28.435351,28.625565,0.115422,-0.074792,0.014868
528,288,96,SC-INR+PhiZ,LTE,25.090247,24.974885,25.166068,0.115362,-0.075821,0.006644
672,240,96,SC-INR+PhiZ,LTE,25.584484,25.472480,25.506109,0.112004,0.078375,0.007285
288,720,96,SC-INR+PhiZ,LTE,23.008923,22.897316,23.038169,0.111606,-0.029247,0.019606
624,720,96,SC-INR+PhiZ,LTE,22.882142,22.770749,22.996436,0.111394,-0.114294,0.018940
0,768,96,SC-INR+PhiZ,LTE,25.808678,25.698108,26.014925,0.110570,-0.206248,0.068917
144,624,96,SC-INR+PhiZ,LTE,21.131454,21.021610,21.117488,0.109843,0.013966,0.016643
144,528,96,SC-INR+PhiZ,LTE,20.693733,20.584229,20.481628,0.109503,0.212104,0.015267
96,672,96,SC-INR+PhiZ,LTE,20.811147,20.703631,20.908833,0.107516,-0.097686,0.020725
240,624,96,SC-INR+PhiZ,LTE,20.663709,20.556443,20.501494,0.107266,0.162215,0.014931
288,192,96,SC-INR+PhiZ,LTE,23.991137,23.886424,23.831355,0.104713,0.159782,0.007635
384,48,96,SC-INR+PhiZ,LTE,29.909861,29.805277,29.887903,0.104584,0.021959,0.005790
576,288,96,SC-INR+PhiZ,LTE,25.362032,25.260571,25.370937,0.101461,-0.008905,0.006341
144,0,96,SC-INR+PhiZ,LTE,30.102836,30.003014,29.908702,0.099822,0.194135,0.079621
240,336,96,SC-INR+PhiZ,LTE,23.311820,23.214270,23.255163,0.097550,0.056657,0.007296
0,720,96,SC-INR+PhiZ,LTE,24.278989,24.181959,24.187280,0.097030,0.091709,0.052458
624,240,96,SC-INR+PhiZ,LTE,25.521122,25.428271,25.464864,0.092851,0.056258,0.007989
144,192,96,SC-INR+PhiZ,LTE,26.613031,26.522918,26.439263,0.090113,0.173767,0.037394
624,144,96,SC-INR+PhiZ,LTE,27.094745,27.005651,27.031433,0.089093,0.063312,0.016809
432,336,96,SC-INR+PhiZ,LTE,23.051746,22.963226,23.011250,0.088520,0.040496,0.008564
240,672,96,SC-INR+PhiZ,LTE,21.071361,20.983461,20.946113,0.087900,0.125248,0.018986
576,144,96,SC-INR+PhiZ,LTE,26.995722,26.908712,27.095737,0.087010,-0.100015,0.010350
0,144,96,SC-INR+PhiZ,LTE,29.165339,29.080710,28.961567,0.084628,0.203771,0.073058
288,240,96,SC-INR+PhiZ,LTE,24.030481,23.945900,24.053872,0.084581,-0.023391,0.007442
240,192,96,SC-INR+PhiZ,LTE,25.430633,25.348201,25.341823,0.082431,0.088810,0.006550
144,576,96,SC-INR+PhiZ,LTE,21.095543,21.013620,20.909062,0.081923,0.186481,0.016582
240,912,96,SC-INR+PhiZ,LTE,22.670009,22.590082,22.048439,0.079927,0.621570,0.027053
192,928,96,SC-INR+PhiZ,LTE,22.587427,22.508300,21.901777,0.079127,0.685650,0.027581
288,816,96,SC-INR+PhiZ,LTE,25.101729,25.024271,25.159226,0.077458,-0.057497,0.035837
240,96,96,SC-INR+PhiZ,LTE,26.778069,26.701810,26.746962,0.076260,0.031107,0.006120
624,816,96,SC-INR+PhiZ,LTE,25.436783,25.361168,25.501906,0.075614,-0.065124,0.034683
384,432,96,SC-INR+PhiZ,LTE,20.607855,20.532857,20.476350,0.074998,0.131505,0.012893
144,240,96,SC-INR+PhiZ,LTE,26.358541,26.284168,26.785145,0.074373,-0.426604,0.031108
144,384,96,SC-INR+PhiZ,LTE,21.307055,21.233030,21.140879,0.074024,0.166175,0.021752
240,384,96,SC-INR+PhiZ,LTE,21.326998,21.253023,21.259797,0.073975,0.067201,0.011608
624,96,96,SC-INR+PhiZ,LTE,25.504782,25.430836,25.400060,0.073946,0.104722,0.024392
528,432,96,SC-INR+PhiZ,LTE,22.729859,22.658904,22.514653,0.070955,0.215206,0.009806
576,432,96,SC-INR+PhiZ,LTE,23.389929,23.322412,23.202558,0.067517,0.187371,0.008794
384,192,96,SC-INR+PhiZ,LTE,24.491095,24.423895,24.280423,0.067201,0.210672,0.013468
336,384,96,SC-INR+PhiZ,LTE,21.182660,21.115781,21.030819,0.066879,0.151841,0.012134
48,240,96,SC-INR+PhiZ,LTE,27.455843,27.389180,27.470086,0.066663,-0.014243,0.012817
576,384,96,SC-INR+PhiZ,LTE,23.631393,23.565358,23.463570,0.066035,0.167823,0.008846
0,48,96,SC-INR+PhiZ,LTE,32.600252,32.534750,32.340284,0.065502,0.259967,0.001264
480,432,96,SC-INR+PhiZ,LTE,21.868547,21.804370,21.790195,0.064177,0.078352,0.010971
336,336,96,SC-INR+PhiZ,LTE,21.638800,21.575796,21.674364,0.063004,-0.035564,0.010766
288,672,96,SC-INR+PhiZ,LTE,21.209974,21.147741,21.223714,0.062233,-0.013740,0.017255
624,672,96,SC-INR+PhiZ,LTE,23.599128,23.542154,23.662988,0.056974,-0.063860,0.016243
480,144,96,SC-INR+PhiZ,LTE,26.656808,26.602496,26.842891,0.054312,-0.186083,0.010285
96,576,96,SC-INR+PhiZ,LTE,23.781461,23.728873,23.569495,0.052588,0.211966,0.016724
576,720,96,SC-INR+PhiZ,LTE,22.995956,22.943553,23.099530,0.052403,-0.103574,0.017507
336,432,96,SC-INR+PhiZ,LTE,20.869045,20.817271,20.706905,0.051774,0.162141,0.012077
288,384,96,SC-INR+PhiZ,LTE,21.785810,21.735736,21.534054,0.050075,0.251757,0.011776
192,192,96,SC-INR+PhiZ,LTE,26.177760,26.128288,26.339667,0.049472,-0.161907,0.015353
672,624,96,SC-INR+PhiZ,LTE,24.048107,23.999212,24.013854,0.048895,0.034253,0.008329
672,432,96,SC-INR+PhiZ,LTE,22.068840,22.020286,22.060870,0.048553,0.007970,0.012175
672,816,96,SC-INR+PhiZ,LTE,24.960324,24.913564,25.346350,0.046759,-0.386027,0.036962
96,720,96,SC-INR+PhiZ,LTE,21.336343,21.290129,21.506199,0.046214,-0.169856,0.040422
288,576,96,SC-INR+PhiZ,LTE,20.608268,20.563520,20.600270,0.044748,0.007998,0.013594
288,624,96,SC-INR+PhiZ,LTE,20.655663,20.611564,20.679311,0.044100,-0.023647,0.014176
672,192,96,SC-INR+PhiZ,LTE,26.318558,26.274682,26.331728,0.043876,-0.013170,0.008601
192,912,96,SC-INR+PhiZ,LTE,22.530310,22.486697,22.127445,0.043613,0.402864,0.034347
384,576,96,SC-INR+PhiZ,LTE,21.918589,21.876398,21.981207,0.042191,-0.062618,0.013237
336,576,96,SC-INR+PhiZ,LTE,20.759100,20.717124,20.796209,0.041976,-0.037109,0.013780
576,576,96,SC-INR+PhiZ,LTE,23.095121,23.053397,23.068521,0.041724,0.026600,0.008441
432,432,96,SC-INR+PhiZ,LTE,21.427422,21.386833,21.404088,0.040589,0.023334,0.011971
672,480,96,SC-INR+PhiZ,LTE,22.841444,22.801246,22.869966,0.040197,-0.028522,0.008478
528,0,96,SC-INR+PhiZ,LTE,25.695611,25.657135,25.432475,0.038477,0.263136,0.018455
432,624,96,SC-INR+PhiZ,LTE,24.085745,24.049288,23.941814,0.036457,0.143930,0.010686
192,432,96,SC-INR+PhiZ,LTE,18.901819,18.867292,18.819576,0.034527,0.082243,0.017207
384,336,96,SC-INR+PhiZ,LTE,22.137772,22.103339,22.233413,0.034433,-0.095641,0.009758
240,432,96,SC-INR+PhiZ,LTE,19.578712,19.544910,19.493335,0.033802,0.085377,0.015069
480,48,96,SC-INR+PhiZ,LTE,25.789007,25.759394,25.815719,0.029613,-0.026712,0.021231
432,384,96,SC-INR+PhiZ,LTE,22.183145,22.154516,22.131646,0.028629,0.051498,0.011567
240,240,96,SC-INR+PhiZ,LTE,24.502468,24.474275,24.653789,0.028193,-0.151321,0.008844
96,144,96,SC-INR+PhiZ,LTE,29.035909,29.009162,30.610684,0.026748,-1.574774,0.062294
384,384,96,SC-INR+PhiZ,LTE,21.335463,21.309676,21.269168,0.025787,0.066294,0.012227
48,672,96,SC-INR+PhiZ,LTE,25.588519,25.563558,25.637502,0.024961,-0.048984,0.019101
0,240,96,SC-INR+PhiZ,LTE,23.805986,23.781166,23.797097,0.024820,0.008888,0.020213
288,768,96,SC-INR+PhiZ,LTE,22.990606,22.965882,23.084916,0.024724,-0.094310,0.021933
624,576,96,SC-INR+PhiZ,LTE,22.824723,22.800547,22.804554,0.024176,0.020168,0.009375
288,144,96,SC-INR+PhiZ,LTE,25.255977,25.232251,25.192429,0.023727,0.063549,0.010158
336,624,96,SC-INR+PhiZ,LTE,21.337938,21.314597,21.374933,0.023341,-0.036996,0.012797
624,768,96,SC-INR+PhiZ,LTE,22.542245,22.520572,22.569831,0.021673,-0.027585,0.013171
480,624,96,SC-INR+PhiZ,LTE,24.347112,24.329536,24.170143,0.017576,0.176969,0.010305
624,432,96,SC-INR+PhiZ,LTE,22.868512,22.851317,22.869119,0.017195,-0.000606,0.009337
528,576,96,SC-INR+PhiZ,LTE,22.838490,22.822144,22.787145,0.016346,0.051345,0.008248
624,192,96,SC-INR+PhiZ,LTE,27.559518,27.543597,27.474862,0.015920,0.084656,0.006725
0,336,96,SC-INR+PhiZ,LTE,23.522238,23.509274,23.542021,0.012964,-0.019783,0.063167
624,624,96,SC-INR+PhiZ,LTE,24.057087,24.044522,24.093251,0.012565,-0.036164,0.010853
432,48,96,SC-INR+PhiZ,LTE,28.921833,28.911353,29.075184,0.010480,-0.153351,0.009052
96,528,96,SC-INR+PhiZ,LTE,22.338613,22.328567,22.282889,0.010047,0.055725,0.017061
240,288,96,SC-INR+PhiZ,LTE,23.697345,23.687303,23.853884,0.010042,-0.156539,0.006986
192,240,96,SC-INR+PhiZ,LTE,24.705588,24.695558,25.132184,0.010030,-0.426596,0.011567
576,480,96,SC-INR+PhiZ,LTE,22.982778,22.973959,22.942351,0.008819,0.040427,0.007640
672,384,96,SC-INR+PhiZ,LTE,23.157598,23.149344,23.027706,0.008254,0.129893,0.009901
0,864,96,SC-INR+PhiZ,LTE,26.229962,26.221718,26.037349,0.008244,0.192613,0.053718
432,576,96,SC-INR+PhiZ,LTE,22.014918,22.007225,21.999421,0.007693,0.015496,0.009687
480,384,96,SC-INR+PhiZ,LTE,22.458712,22.453062,22.340998,0.005650,0.117713,0.010857
576,672,96,SC-INR+PhiZ,LTE,22.695905,22.690855,22.822071,0.005049,-0.126166,0.017913
528,928,96,SC-INR+PhiZ,LTE,24.272274,24.270776,24.531068,0.001499,-0.258793,0.028502
624,480,96,SC-INR+PhiZ,LTE,23.496801,23.497329,23.509918,-0.000528,-0.013117,0.007043
576,528,96,SC-INR+PhiZ,LTE,22.328434,22.329196,22.337923,-0.000763,-0.009490,0.008409
144,816,96,SC-INR+PhiZ,LTE,23.395168,23.396605,23.207541,-0.001437,0.187628,0.085530
288,48,96,SC-INR+PhiZ,LTE,28.639659,28.641846,28.622511,-0.002187,0.017148,0.010567
144,432,96,SC-INR+PhiZ,LTE,20.107843,20.111033,19.983996,-0.003190,0.123846,0.018401
528,528,96,SC-INR+PhiZ,LTE,22.423702,22.427802,22.363824,-0.004100,0.059879,0.010717
192,336,96,SC-INR+PhiZ,LTE,22.749760,22.755411,22.946953,-0.005652,-0.197193,0.009554
192,384,96,SC-INR+PhiZ,LTE,20.198381,20.204487,20.223250,-0.006106,-0.024869,0.013676
336,480,96,SC-INR+PhiZ,LTE,20.715572,20.722985,20.697297,-0.007413,0.018275,0.011848
192,288,96,SC-INR+PhiZ,LTE,23.095599,23.103975,23.520099,-0.008377,-0.424500,0.010318
672,528,96,SC-INR+PhiZ,LTE,22.476120,22.485853,22.455246,-0.009733,0.020874,0.008174
480,576,96,SC-INR+PhiZ,LTE,23.139155,23.149818,23.105466,-0.010663,0.033690,0.009562
