y,x,size,target_model,baseline_model,target_psnr_y,baseline_psnr_y,sc_inr_psnr_y,delta_target_vs_baseline,delta_target_vs_sc_inr,texture_var_y
336,240,96,SC-INR+PhiZ,LTE,29.046853,29.078461,28.719124,-0.031608,0.327729,0.024719
480,432,96,SC-INR+PhiZ,LTE,22.283112,22.315517,22.307682,-0.032405,-0.024570,0.019233
144,192,96,SC-INR+PhiZ,LTE,27.686457,27.719767,27.169763,-0.033311,0.516694,0.029796
288,144,96,SC-INR+PhiZ,LTE,22.636591,22.673899,22.662347,-0.037307,-0.025755,0.034158
0,576,96,SC-INR+PhiZ,LTE,23.431270,23.468802,23.190534,-0.037532,0.240736,0.013319
384,0,96,SC-INR+PhiZ,LTE,19.123767,19.164167,19.170099,-0.040400,-0.046332,0.021748
192,0,96,SC-INR+PhiZ,LTE,25.286556,25.328219,25.015091,-0.041664,0.271464,0.036914
192,96,96,SC-INR+PhiZ,LTE,29.377603,29.424101,29.283074,-0.046498,0.094529,0.019603
288,240,96,SC-INR+PhiZ,LTE,26.966389,27.012908,26.748511,-0.046520,0.217878,0.022329
336,144,96,SC-INR+PhiZ,LTE,24.555857,24.603711,24.560881,-0.047853,-0.005024,0.018660
288,480,96,SC-INR+PhiZ,LTE,20.325849,20.374541,20.323787,-0.048692,0.002062,0.027980
432,144,96,SC-INR+PhiZ,LTE,37.795331,37.844726,36.476762,-0.049395,1.318569,0.009078
0,96,96,SC-INR+PhiZ,LTE,20.885582,20.935956,20.845889,-0.050374,0.039693,0.039759
0,240,96,SC-INR+PhiZ,LTE,26.472883,26.525408,26.454046,-0.052525,0.018838,0.018697
480,0,96,SC-INR+PhiZ,LTE,24.009077,24.061968,23.986636,-0.052891,0.022440,0.016457
288,0,96,SC-INR+PhiZ,LTE,20.519105,20.579969,20.481740,-0.060864,0.037365,0.027623
192,576,96,SC-INR+PhiZ,LTE,23.715264,23.777280,23.675089,-0.062015,0.040175,0.013417
192,480,96,SC-INR+PhiZ,LTE,22.576093,22.642865,22.679736,-0.066771,-0.103642,0.027594
144,576,96,SC-INR+PhiZ,LTE,25.899898,25.968352,25.831849,-0.068454,0.068049,0.016948
144,336,96,SC-INR+PhiZ,LTE,28.256079,28.326848,28.248179,-0.070769,0.007900,0.005611
336,0,96,SC-INR+PhiZ,LTE,19.325169,19.398372,19.377203,-0.073202,-0.052034,0.021433
240,48,96,SC-INR+PhiZ,LTE,26.021876,26.097191,25.916953,-0.075315,0.104923,0.016000
48,144,96,SC-INR+PhiZ,LTE,28.556639,28.637690,29.032968,-0.081051,-0.476329,0.026017
48,576,96,SC-INR+PhiZ,LTE,23.746294,23.832039,23.625865,-0.085745,0.120429,0.011762
336,480,96,SC-INR+PhiZ,LTE,23.314089,23.402727,23.275884,-0.088637,0.038206,0.029544
96,384,96,SC-INR+PhiZ,LTE,24.289439,24.387892,24.290739,-0.098453,-0.001300,0.014066
48,192,96,SC-INR+PhiZ,LTE,27.291377,27.393980,27.436070,-0.102603,-0.144693,0.029579
288,432,96,SC-INR+PhiZ,LTE,22.835210,22.938768,22.882954,-0.103558,-0.047743,0.022282
0,336,96,SC-INR+PhiZ,LTE,31.083965,31.188852,30.834594,-0.104888,0.249371,0.016558
192,528,96,SC-INR+PhiZ,LTE,23.272987,23.382627,23.351885,-0.109640,-0.078898,0.026535
432,576,96,SC-INR+PhiZ,LTE,33.303334,33.413032,33.480642,-0.109698,-0.177308,0.028591
336,432,96,SC-INR+PhiZ,LTE,24.896150,25.015999,24.884985,-0.119849,0.011164,0.017072
240,576,96,SC-INR+PhiZ,LTE,27.001859,27.122129,27.066134,-0.120270,-0.064275,0.010932
0,384,96,SC-INR+PhiZ,LTE,24.558834,24.696247,24.546977,-0.137414,0.011857,0.016466
96,528,96,SC-INR+PhiZ,LTE,23.459610,23.598153,23.527995,-0.138544,-0.068385,0.021891
144,480,96,SC-INR+PhiZ,LTE,26.395759,26.539488,26.510681,-0.143728,-0.114922,0.017931
192,48,96,SC-INR+PhiZ,LTE,26.730618,26.876511,26.755842,-0.145893,-0.025224,0.014560
0,432,96,SC-INR+PhiZ,LTE,22.462850,22.618248,22.559982,-0.155398,-0.097132,0.014339
0,0,96,SC-INR+PhiZ,LTE,22.612025,22.768719,22.477138,-0.156695,0.134887,0.040306
384,144,96,SC-INR+PhiZ,LTE,32.683233,32.842171,32.207545,-0.158938,0.475687,0.010571
48,384,96,SC-INR+PhiZ,LTE,24.009881,24.182352,23.998172,-0.172471,0.011709,0.014723
96,576,96,SC-INR+PhiZ,LTE,25.943000,26.121518,25.954999,-0.178517,-0.011998,0.015693
48,432,96,SC-INR+PhiZ,LTE,25.490951,25.670312,25.608580,-0.179361,-0.117630,0.020090
288,624,96,SC-INR+PhiZ,LTE,36.281781,36.462508,35.989571,-0.180727,0.292210,0.012402
240,0,96,SC-INR+PhiZ,LTE,24.083062,24.265376,23.984594,-0.182314,0.098468,0.036882
48,336,96,SC-INR+PhiZ,LTE,29.876995,30.060524,29.599617,-0.183530,0.277377,0.017436
480,288,96,SC-INR+PhiZ,LTE,36.410157,36.610879,36.846462,-0.200722,-0.436305,0.009341
480,192,96,SC-INR+PhiZ,LTE,35.853508,36.055071,35.820203,-0.201563,0.033305,0.007132
144,528,96,SC-INR+PhiZ,LTE,24.544659,24.764776,24.704728,-0.220116,-0.160069,0.026826
96,336,96,SC-INR+PhiZ,LTE,30.400917,30.628943,30.482415,-0.228026,-0.081498,0.016712
144,96,96,SC-INR+PhiZ,LTE,27.344045,27.574895,28.189223,-0.230850,-0.845178,0.029914
480,576,96,SC-INR+PhiZ,LTE,36.355062,36.611599,36.615604,-0.256537,-0.260543,0.017231
432,96,96,SC-INR+PhiZ,LTE,37.688062,37.956469,36.413844,-0.268407,1.274217,0.007665
144,48,96,SC-INR+PhiZ,LTE,28.332600,28.614556,28.477384,-0.281956,-0.144784,0.036770
144,144,96,SC-INR+PhiZ,LTE,25.910771,26.202026,26.669349,-0.291255,-0.758578,0.025205
192,624,96,SC-INR+PhiZ,LTE,30.552602,30.844468,30.457635,-0.291865,0.094967,0.011376
480,624,96,SC-INR+PhiZ,LTE,34.998416,35.298225,34.518034,-0.299809,0.480382,0.013797
480,48,96,SC-INR+PhiZ,LTE,34.625726,34.931497,34.715397,-0.305772,-0.089672,0.007610
240,624,96,SC-INR+PhiZ,LTE,32.260980,32.638189,32.414616,-0.377209,-0.153636,0.014173
480,336,96,SC-INR+PhiZ,LTE,36.369420,36.767067,36.925632,-0.397647,-0.556212,0.010103
96,96,96,SC-INR+PhiZ,LTE,28.781648,29.227836,30.035376,-0.446188,-1.253728,0.026967
96,288,96,SC-INR+PhiZ,LTE,34.452832,34.953374,34.286496,-0.500542,0.166336,0.016111
48,288,96,SC-INR+PhiZ,LTE,34.388188,34.915215,34.224301,-0.527026,0.163888,0.011409
432,624,96,SC-INR+PhiZ,LTE,34.724364,35.277161,34.313411,-0.552797,0.410953,0.017994
0,288,96,SC-INR+PhiZ,LTE,41.102779,41.776138,40.831178,-0.673359,0.271600,0.008745
96,144,96,SC-INR+PhiZ,LTE,26.744044,27.575074,27.545045,-0.831030,-0.801001,0.034072
