y,x,size,target_model,baseline_model,target_psnr_y,baseline_psnr_y,sc_inr_psnr_y,delta_target_vs_baseline,delta_target_vs_sc_inr,texture_var_y
192,864,96,SC-INR+PhiZ,LTE,16.989769,15.678275,15.985636,1.311494,1.004133,0.048519
192,144,96,SC-INR+PhiZ,LTE,27.530616,26.269033,27.292173,1.261583,0.238443,0.029174
96,912,96,SC-INR+PhiZ,LTE,22.436766,21.193114,22.493688,1.243652,-0.056923,0.039787
432,240,96,SC-INR+PhiZ,LTE,25.754965,24.517115,24.044730,1.237850,1.710235,0.061638
528,240,96,SC-INR+PhiZ,LTE,25.197547,23.967503,24.145958,1.230045,1.051590,0.059918
240,48,96,SC-INR+PhiZ,LTE,26.170541,25.004473,25.483676,1.166068,0.686865,0.009720
480,192,96,SC-INR+PhiZ,LTE,25.438778,24.300834,23.663846,1.137944,1.774932,0.075381
48,48,96,SC-INR+PhiZ,LTE,31.339652,30.203479,31.113437,1.136173,0.226214,0.004832
96,96,96,SC-INR+PhiZ,LTE,30.768273,29.646086,30.250216,1.122187,0.518057,0.026801
96,288,96,SC-INR+PhiZ,LTE,26.575393,25.464414,26.210533,1.110979,0.364860,0.023884
144,144,96,SC-INR+PhiZ,LTE,28.833456,27.724492,28.733927,1.108964,0.099529,0.041664
240,0,96,SC-INR+PhiZ,LTE,26.558881,25.461217,26.354636,1.097664,0.204245,0.009570
192,816,96,SC-INR+PhiZ,LTE,15.651378,14.577965,14.665947,1.073413,0.985431,0.052030
96,928,96,SC-INR+PhiZ,LTE,22.458368,21.396049,22.605075,1.062319,-0.146707,0.038650
584,240,96,SC-INR+PhiZ,LTE,24.863238,23.819903,24.822900,1.043335,0.040338,0.059234
576,240,96,SC-INR+PhiZ,LTE,24.793520,23.765232,24.601472,1.028288,0.192048,0.066608
96,864,96,SC-INR+PhiZ,LTE,22.228558,21.227571,22.105232,1.000987,0.123327,0.041459
144,816,96,SC-INR+PhiZ,LTE,17.375321,16.407935,16.406470,0.967386,0.968851,0.046555
0,336,96,SC-INR+PhiZ,LTE,33.445053,32.486830,32.182493,0.958223,1.262560,0.027494
192,768,96,SC-INR+PhiZ,LTE,14.914583,13.965918,14.154314,0.948665,0.760270,0.052430
288,0,96,SC-INR+PhiZ,LTE,26.794139,25.895145,26.822596,0.898994,-0.028457,0.010272
336,144,96,SC-INR+PhiZ,LTE,24.889798,24.020671,23.982444,0.869127,0.907355,0.007579
384,384,96,SC-INR+PhiZ,LTE,21.017618,20.151974,20.475508,0.865644,0.542110,0.061803
288,48,96,SC-INR+PhiZ,LTE,26.529589,25.666428,25.944009,0.863160,0.585580,0.006491
0,0,96,SC-INR+PhiZ,LTE,31.368699,30.513779,31.431394,0.854920,-0.062695,0.001888
48,0,96,SC-INR+PhiZ,LTE,28.282770,27.453342,28.333613,0.829428,-0.050843,0.003419
144,240,96,SC-INR+PhiZ,LTE,21.884991,21.118889,21.161560,0.766101,0.723431,0.036674
528,624,96,SC-INR+PhiZ,LTE,15.657937,14.916966,14.641633,0.740971,1.016304,0.046992
480,576,96,SC-INR+PhiZ,LTE,21.921096,21.201795,21.439563,0.719301,0.481533,0.056922
336,96,96,SC-INR+PhiZ,LTE,26.312650,25.603875,26.000029,0.708775,0.312621,0.007398
192,240,96,SC-INR+PhiZ,LTE,20.058918,19.352349,19.328020,0.706569,0.730898,0.052795
96,672,96,SC-INR+PhiZ,LTE,16.062271,15.376550,14.056338,0.685721,2.005933,0.046807
384,432,96,SC-INR+PhiZ,LTE,20.757789,20.082859,20.616605,0.674930,0.141184,0.060185
240,768,96,SC-INR+PhiZ,LTE,16.212994,15.548354,15.778857,0.664640,0.434137,0.048633
192,0,96,SC-INR+PhiZ,LTE,27.179716,26.519938,27.059168,0.659778,0.120548,0.008075
584,624,96,SC-INR+PhiZ,LTE,16.148175,15.489758,15.423584,0.658417,0.724591,0.037514
48,288,96,SC-INR+PhiZ,LTE,25.812237,25.173897,25.108912,0.638340,0.703325,0.030612
576,624,96,SC-INR+PhiZ,LTE,16.150112,15.522758,15.433795,0.627354,0.716317,0.039076
480,624,96,SC-INR+PhiZ,LTE,15.433852,14.808627,14.694306,0.625224,0.739546,0.058757
432,336,96,SC-INR+PhiZ,LTE,22.167897,21.562609,21.666577,0.605288,0.501320,0.035219
288,192,96,SC-INR+PhiZ,LTE,23.799221,23.204270,22.544858,0.594952,1.254364,0.022052
0,384,96,SC-INR+PhiZ,LTE,33.425355,32.852440,32.384346,0.572915,1.041009,0.034583
192,192,96,SC-INR+PhiZ,LTE,27.438067,26.867511,26.810879,0.570556,0.627188,0.039355
0,144,96,SC-INR+PhiZ,LTE,33.792723,33.225422,33.961203,0.567302,-0.168479,0.026746
576,576,96,SC-INR+PhiZ,LTE,18.102923,17.539865,17.685933,0.563058,0.416989,0.040651
584,576,96,SC-INR+PhiZ,LTE,17.638911,17.102859,17.145156,0.536052,0.493755,0.038905
240,816,96,SC-INR+PhiZ,LTE,16.657851,16.122016,16.320892,0.535835,0.336959,0.046777
144,288,96,SC-INR+PhiZ,LTE,20.711214,20.175964,20.213029,0.535249,0.498185,0.037941
144,192,96,SC-INR+PhiZ,LTE,27.654841,27.132429,27.218102,0.522412,0.436739,0.036089
432,192,96,SC-INR+PhiZ,LTE,23.625633,23.107050,22.973373,0.518583,0.652260,0.064454
384,144,96,SC-INR+PhiZ,LTE,25.465490,24.950384,25.209797,0.515105,0.255692,0.007277
240,864,96,SC-INR+PhiZ,LTE,17.346289,16.836185,17.160638,0.510103,0.185651,0.043717
48,336,96,SC-INR+PhiZ,LTE,28.010531,27.513026,27.344724,0.497504,0.665806,0.032678
144,576,96,SC-INR+PhiZ,LTE,24.906031,24.416078,24.230467,0.489952,0.675564,0.028327
384,336,96,SC-INR+PhiZ,LTE,20.768315,20.279464,20.277749,0.488851,0.490565,0.058412
144,768,96,SC-INR+PhiZ,LTE,15.255496,14.771134,14.644631,0.484363,0.610865,0.048730
240,240,96,SC-INR+PhiZ,LTE,19.524442,19.051816,19.150844,0.472626,0.373598,0.054207
96,816,96,SC-INR+PhiZ,LTE,21.579628,21.111159,21.391510,0.468469,0.188119,0.043234
96,720,96,SC-INR+PhiZ,LTE,16.165118,15.697204,14.042528,0.467915,2.122591,0.045694
96,0,96,SC-INR+PhiZ,LTE,26.413348,25.945833,26.443758,0.467515,-0.030410,0.005904
480,384,96,SC-INR+PhiZ,LTE,25.164090,24.767767,24.303405,0.396323,0.860685,0.025760
96,144,96,SC-INR+PhiZ,LTE,31.762814,31.381333,31.260671,0.381480,0.502143,0.037379
48,144,96,SC-INR+PhiZ,LTE,33.038751,32.660698,32.756694,0.378053,0.282057,0.029751
96,336,96,SC-INR+PhiZ,LTE,26.645879,26.275592,26.372285,0.370287,0.273594,0.016294
336,336,96,SC-INR+PhiZ,LTE,18.777592,18.411973,18.428301,0.365618,0.349290,0.061529
144,0,96,SC-INR+PhiZ,LTE,26.292458,25.945210,26.364266,0.347248,-0.071807,0.007448
432,288,96,SC-INR+PhiZ,LTE,20.830463,20.497358,20.516191,0.333105,0.314272,0.034891
192,720,96,SC-INR+PhiZ,LTE,14.181922,13.849548,13.948508,0.332374,0.233414,0.054755
432,144,96,SC-INR+PhiZ,LTE,25.540993,25.217710,25.580705,0.323283,-0.039712,0.009148
0,192,96,SC-INR+PhiZ,LTE,31.622710,31.301984,31.733126,0.320726,-0.110417,0.031694
432,576,96,SC-INR+PhiZ,LTE,20.636592,20.333949,20.209988,0.302643,0.426604,0.050678
576,864,96,SC-INR+PhiZ,LTE,17.695828,17.395921,17.493412,0.299907,0.202416,0.028211
480,672,96,SC-INR+PhiZ,LTE,14.300887,14.002357,13.846428,0.298529,0.454458,0.050008
96,624,96,SC-INR+PhiZ,LTE,16.623761,16.325613,16.021982,0.298148,0.601779,0.054012
480,288,96,SC-INR+PhiZ,LTE,21.676949,21.384709,21.153795,0.292239,0.523153,0.041226
384,96,96,SC-INR+PhiZ,LTE,26.788893,26.498860,26.829892,0.290033,-0.040999,0.006618
584,864,96,SC-INR+PhiZ,LTE,17.876148,17.589060,17.691883,0.287088,0.184265,0.026871
144,720,96,SC-INR+PhiZ,LTE,13.795150,13.526918,13.286331,0.268231,0.508819,0.049450
48,384,96,SC-INR+PhiZ,LTE,30.764982,30.497802,30.373279,0.267180,0.391703,0.027157
96,768,96,SC-INR+PhiZ,LTE,19.378770,19.114555,18.479105,0.264215,0.899665,0.045612
528,816,96,SC-INR+PhiZ,LTE,15.922645,15.660151,15.554411,0.262494,0.368234,0.037319
432,96,96,SC-INR+PhiZ,LTE,25.942327,25.681909,26.070960,0.260418,-0.128632,0.007166
480,48,96,SC-INR+PhiZ,LTE,22.068453,21.808900,21.928424,0.259553,0.140029,0.012623
336,288,96,SC-INR+PhiZ,LTE,19.215441,18.962969,18.784194,0.252472,0.431247,0.063319
288,240,96,SC-INR+PhiZ,LTE,18.945951,18.695564,18.709936,0.250387,0.236015,0.043777
288,288,96,SC-INR+PhiZ,LTE,18.424571,18.176239,18.197501,0.248332,0.227070,0.048098
48,96,96,SC-INR+PhiZ,LTE,32.869259,32.621424,32.107031,0.247834,0.762227,0.040165
576,816,96,SC-INR+PhiZ,LTE,17.350440,17.114513,17.014861,0.235927,0.335578,0.029964
96,240,96,SC-INR+PhiZ,LTE,26.494697,26.259260,26.728486,0.235437,-0.233789,0.027724
0,288,96,SC-INR+PhiZ,LTE,31.935269,31.708562,31.460828,0.226707,0.474441,0.023529
384,912,96,SC-INR+PhiZ,LTE,15.838819,15.615309,15.874594,0.223510,-0.035775,0.039164
584,912,96,SC-INR+PhiZ,LTE,18.317296,18.103945,18.286883,0.213351,0.030413,0.024731
576,912,96,SC-INR+PhiZ,LTE,18.031259,17.822902,17.999447,0.208357,0.031812,0.025976
192,624,96,SC-INR+PhiZ,LTE,15.086973,14.885280,15.226941,0.201693,-0.139968,0.044046
0,48,96,SC-INR+PhiZ,LTE,32.331544,32.130129,32.581769,0.201415,-0.250224,0.026416
384,928,96,SC-INR+PhiZ,LTE,15.949924,15.749041,15.981312,0.200884,-0.031388,0.038252
480,0,96,SC-INR+PhiZ,LTE,23.872457,23.674861,23.848972,0.197596,0.023484,0.014446
432,48,96,SC-INR+PhiZ,LTE,23.415549,23.219443,23.486716,0.196106,-0.071167,0.008976
192,288,96,SC-INR+PhiZ,LTE,18.377346,18.184215,18.176939,0.193131,0.200407,0.057796
528,192,96,SC-INR+PhiZ,LTE,25.290755,25.099999,24.964984,0.190756,0.325771,0.060017
584,928,96,SC-INR+PhiZ,LTE,18.488613,18.298849,18.448569,0.189764,0.040044,0.023909
584,816,96,SC-INR+PhiZ,LTE,17.493850,17.306494,17.070415,0.187356,0.423436,0.028603
336,912,96,SC-INR+PhiZ,LTE,15.430083,15.244143,15.461345,0.185940,-0.031262,0.041731
336,48,96,SC-INR+PhiZ,LTE,26.821937,26.636218,26.723581,0.185718,0.098356,0.005736
528,0,96,SC-INR+PhiZ,LTE,24.967926,24.786968,24.693702,0.180958,0.274223,0.089919
336,928,96,SC-INR+PhiZ,LTE,15.637856,15.457173,15.662254,0.180682,-0.024399,0.040555
528,672,96,SC-INR+PhiZ,LTE,14.238672,14.063543,13.918755,0.175129,0.319916,0.047941
528,864,96,SC-INR+PhiZ,LTE,16.332355,16.157283,15.959115,0.175072,0.373240,0.034051
576,928,96,SC-INR+PhiZ,LTE,18.167039,17.992232,18.146681,0.174807,0.020358,0.025190
576,528,96,SC-INR+PhiZ,LTE,23.046679,22.872245,23.100455,0.174434,-0.053776,0.037345
584,528,96,SC-INR+PhiZ,LTE,22.840613,22.675573,22.869513,0.165039,-0.028900,0.034800
336,192,96,SC-INR+PhiZ,LTE,22.503092,22.339389,22.105544,0.163703,0.397548,0.028323
480,144,96,SC-INR+PhiZ,LTE,25.133766,24.980483,25.294806,0.153283,-0.161040,0.013238
384,192,96,SC-INR+PhiZ,LTE,22.299360,22.150269,22.133036,0.149090,0.166324,0.043961
240,576,96,SC-INR+PhiZ,LTE,18.468609,18.324813,18.232901,0.143795,0.235708,0.029031
288,336,96,SC-INR+PhiZ,LTE,18.540449,18.405306,18.664843,0.135143,-0.124394,0.043376
480,528,96,SC-INR+PhiZ,LTE,24.902991,24.773312,24.876302,0.129679,0.026689,0.041035
528,528,96,SC-INR+PhiZ,LTE,26.919262,26.791674,26.941504,0.127588,-0.022242,0.055707
192,576,96,SC-INR+PhiZ,LTE,20.755333,20.629422,20.341652,0.125911,0.413681,0.026001
480,96,96,SC-INR+PhiZ,LTE,24.003853,23.884438,24.261694,0.119415,-0.257841,0.009973
584,768,96,SC-INR+PhiZ,LTE,17.058482,16.946352,16.139594,0.112129,0.918888,0.031252
384,864,96,SC-INR+PhiZ,LTE,15.292641,15.187346,15.398164,0.105294,-0.105523,0.043751
576,768,96,SC-INR+PhiZ,LTE,16.766756,16.663948,16.139506,0.102808,0.627250,0.032763
432,432,96,SC-INR+PhiZ,LTE,22.106229,22.011484,21.702460,0.094745,0.403769,0.024739
384,288,96,SC-INR+PhiZ,LTE,20.478769,20.386934,20.159267,0.091835,0.319502,0.055617
528,768,96,SC-INR+PhiZ,LTE,15.255329,15.167139,15.217768,0.088190,0.037561,0.041937
240,624,96,SC-INR+PhiZ,LTE,16.684799,16.597575,16.622529,0.087224,0.062270,0.042749
584,192,96,SC-INR+PhiZ,LTE,25.423066,25.336235,26.019543,0.086831,-0.596477,0.029347
336,864,96,SC-INR+PhiZ,LTE,15.011620,14.926550,15.106465,0.085069,-0.094845,0.045725
192,672,96,SC-INR+PhiZ,LTE,13.386692,13.302709,13.554592,0.083983,-0.167900,0.060595
576,192,96,SC-INR+PhiZ,LTE,25.344818,25.264298,25.808899,0.080520,-0.464081,0.034595
480,816,96,SC-INR+PhiZ,LTE,16.077460,16.000104,15.790351,0.077357,0.287109,0.040575
96,384,96,SC-INR+PhiZ,LTE,25.948640,25.877339,26.710590,0.071301,-0.761950,0.013791
432,912,96,SC-INR+PhiZ,LTE,16.752843,16.682978,16.723957,0.069866,0.028886,0.032561
240,720,96,SC-INR+PhiZ,LTE,15.604773,15.537169,15.648515,0.067603,-0.043743,0.051149
480,336,96,SC-INR+PhiZ,LTE,22.454953,22.391564,22.093161,0.063389,0.361792,0.037905
480,720,96,SC-INR+PhiZ,LTE,15.063625,15.000932,14.988499,0.062692,0.075126,0.048305
384,480,96,SC-INR+PhiZ,LTE,20.118019,20.056853,20.669543,0.061166,-0.551524,0.055827
0,576,96,SC-INR+PhiZ,LTE,21.094770,21.038909,20.009186,0.055861,1.085584,0.040792
96,576,96,SC-INR+PhiZ,LTE,19.564020,19.511535,19.538989,0.052485,0.025032,0.034541
96,432,96,SC-INR+PhiZ,LTE,25.986558,25.934209,27.837856,0.052349,-1.851298,0.014259
144,624,96,SC-INR+PhiZ,LTE,15.731320,15.680733,15.884830,0.050587,-0.153510,0.049092
144,672,96,SC-INR+PhiZ,LTE,13.605813,13.557190,13.554979,0.048623,0.050834,0.054307
432,928,96,SC-INR+PhiZ,LTE,16.847290,16.802293,16.838548,0.044997,0.008742,0.031018
432,864,96,SC-INR+PhiZ,LTE,16.049484,16.008909,15.985902,0.040576,0.063583,0.038675
480,768,96,SC-INR+PhiZ,LTE,15.512869,15.473439,15.372668,0.039430,0.140201,0.045096
288,912,96,SC-INR+PhiZ,LTE,17.192571,17.154778,17.369879,0.037793,-0.177308,0.037472
288,928,96,SC-INR+PhiZ,LTE,17.528714,17.495326,17.699416,0.033388,-0.170702,0.036068
336,0,96,SC-INR+PhiZ,LTE,26.169678,26.136826,26.918996,0.032852,-0.749317,0.010040
288,720,96,SC-INR+PhiZ,LTE,15.032408,15.004601,15.079680,0.027807,-0.047272,0.053105
432,624,96,SC-INR+PhiZ,LTE,15.144590,15.118528,15.054640,0.026062,0.089949,0.059397
480,864,96,SC-INR+PhiZ,LTE,16.722760,16.700077,16.404533,0.022683,0.318227,0.035734
48,528,96,SC-INR+PhiZ,LTE,20.780769,20.760306,20.647799,0.020462,0.132970,0.045306
528,912,96,SC-INR+PhiZ,LTE,16.668309,16.648078,16.442035,0.020231,0.226274,0.031497
48,480,96,SC-INR+PhiZ,LTE,29.744681,29.724674,29.560989,0.020007,0.183693,0.037100
240,672,96,SC-INR+PhiZ,LTE,15.140132,15.122284,15.212206,0.017848,-0.072073,0.054199
432,816,96,SC-INR+PhiZ,LTE,15.377315,15.370227,15.311864,0.007089,0.065451,0.044450
432,768,96,SC-INR+PhiZ,LTE,15.113897,15.110198,15.008759,0.003699,0.105137,0.048388
288,672,96,SC-INR+PhiZ,LTE,14.624683,14.624591,14.544086,0.000092,0.080597,0.056242
528,144,96,SC-INR+PhiZ,LTE,24.240271,24.241116,24.581269,-0.000845,-0.340998,0.015985
432,720,96,SC-INR+PhiZ,LTE,14.779548,14.790150,14.682186,-0.010602,0.097362,0.052203
576,672,96,SC-INR+PhiZ,LTE,15.656017,15.669280,15.551433,-0.013263,0.104584,0.039342
528,720,96,SC-INR+PhiZ,LTE,14.581340,14.604059,14.771551,-0.022720,-0.190211,0.045940
528,928,96,SC-INR+PhiZ,LTE,16.831941,16.855225,16.668565,-0.023284,0.163376,0.030453
336,624,96,SC-INR+PhiZ,LTE,14.911533,14.935517,14.697298,-0.023984,0.214235,0.054730
584,672,96,SC-INR+PhiZ,LTE,15.802288,15.828976,15.646695,-0.026688,0.155594,0.037542
288,576,96,SC-INR+PhiZ,LTE,17.744289,17.774774,17.683185,-0.030486,0.061104,0.027546
576,0,96,SC-INR+PhiZ,LTE,27.244812,27.281828,27.604094,-0.037016,-0.359282,0.075592
384,768,96,SC-INR+PhiZ,LTE,14.540537,14.578838,14.565689,-0.038301,-0.025152,0.053436
336,768,96,SC-INR+PhiZ,LTE,14.311950,14.350904,14.356610,-0.038954,-0.044660,0.055048
48,240,96,SC-INR+PhiZ,LTE,26.728557,26.767717,27.027551,-0.039160,-0.298994,0.026632
384,816,96,SC-INR+PhiZ,LTE,14.759525,14.801632,14.905832,-0.042106,-0.146306,0.049100
480,912,96,SC-INR+PhiZ,LTE,17.384607,17.428661,17.139406,-0.044054,0.245201,0.031652
288,864,96,SC-INR+PhiZ,LTE,16.435783,16.479932,16.608560,-0.044149,-0.172777,0.041254
336,816,96,SC-INR+PhiZ,LTE,14.586951,14.632962,14.710540,-0.046011,-0.123589,0.051078
288,624,96,SC-INR+PhiZ,LTE,15.883541,15.930816,15.570150,-0.047275,0.313391,0.046140
144,336,96,SC-INR+PhiZ,LTE,21.907145,21.958324,22.079673,-0.051179,-0.172528,0.028875
528,48,96,SC-INR+PhiZ,LTE,21.556627,21.609290,21.601365,-0.052663,-0.044738,0.030003
480,928,96,SC-INR+PhiZ,LTE,17.518646,17.572087,17.319671,-0.053442,0.198975,0.030132
384,576,96,SC-INR+PhiZ,LTE,19.891265,19.948289,19.676352,-0.057025,0.214913,0.060794
