model,path_type,dataset,image,base_scale,cell_multiplier,oracle_psnr_y,oracle_rmse_y,delta_tracking_rmse_y,cell_sensitivity_rmse_y,oracle_change_rmse_y,weak_oracle,valid_shave,cell_phase_rms,cell_phase_delta_rms_vs_native,feature_phase_rms,feature_phase_delta_rms_vs_native,analytic_response_mean,analytic_response_abs_mean,analytic_response_neg_frac,active_response_mean,active_response_abs_mean,active_response_neg_frac,active_response_delta_rms_vs_native,effective_pair_mag_mean,effective_pair_delta_rms_vs_native,effective_energy_ratio_mean,imnet_input_pair_mag_mean,imnet_input_pair_delta_rms_vs_native
SC-INR,analytic_sinc_response,urban100,img_001.png,x4,4,35.8586556547105,0.016108949396864188,0.03148211911320686,0.0174114890396595,0.033936239778995514,False,0,nan,nan,0.045348960906267166,0.0,0.6779083013534546,0.7133355140686035,0.120269775390625,0.6779083013534546,0.7133355140686035,0.120269775390625,0.4341079592704773,0.1766940951347351,0.17226457595825195,0.6100583672523499,0.10144065320491791,0.12197498232126236
SC-INR-NoSinc,no_sinc_response,urban100,img_001.png,x4,1,30.137710172179727,0.031125367751065062,0.0,0.0,0.0,False,0,nan,nan,0.043442826718091965,0.0,0.9670390486717224,0.9670390486717224,0.0,1.0,1.0,0.0,0.0,0.2870161831378937,0.0,1.0,0.17635664343833923,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_001.png,x4,2,37.80791022647971,0.012870768788429342,0.022904565557837486,0.0,0.022904565557837486,False,0,nan,nan,0.043442826718091965,0.0,0.8947973847389221,0.8963650465011597,0.030029296875,1.0,1.0,0.0,0.0,0.2870161831378937,0.0,1.0,0.17635664343833923,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_001.png,x4,4,38.49778459154287,0.01188805403485855,0.033936239778995514,0.0,0.033936239778995514,False,0,nan,nan,0.043442826718091965,0.0,0.754997193813324,0.7684488296508789,0.059844970703125,1.0,1.0,0.0,0.0,0.2870161831378937,0.0,1.0,0.17635664343833923,0.0
LTE,cell_conditioned_phase,urban100,img_002.png,x4,1,24.48456438312033,0.05967216305264901,0.0,0.0,0.0,False,0,0.2576398253440857,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3012571632862091,0.0
LTE,cell_conditioned_phase,urban100,img_002.png,x4,2,30.387551589909133,0.030242829462218276,0.040761299431324005,0.016109813004732132,0.04397529736161232,False,0,0.5152796506881714,0.2576398253440857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3020552098751068,0.11061958968639374
LTE,cell_conditioned_phase,urban100,img_002.png,x4,4,31.1978665873589,0.027549052751403583,0.05858951061964035,0.0508684478700161,0.06773547828197479,False,0,1.0305593013763428,0.7729194760322571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2974645495414734,0.12632596492767334
LTE-NoCellPhase,no_phase,urban100,img_002.png,x4,1,24.428889861854934,0.06005587610438413,0.0,0.0,0.0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26653075218200684,0.0
LTE-NoCellPhase,no_phase,urban100,img_002.png,x4,2,30.289817076428385,0.030585046574952503,0.04397529736161232,0.0,0.04397529736161232,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26653075218200684,0.0
LTE-NoCellPhase,no_phase,urban100,img_002.png,x4,4,28.73826981297388,0.03656676235734641,0.06773547828197479,0.0,0.06773547828197479,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26653075218200684,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_002.png,x4,1,24.465381102946388,0.05980409805037263,0.0,0.0,0.0,False,0,nan,nan,0.13069398701190948,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28720706701278687,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_002.png,x4,2,30.28950631402718,0.030586140861541596,0.04397529736161232,0.0,0.04397529736161232,False,0,nan,nan,0.13069398701190948,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28720706701278687,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_002.png,x4,4,28.73544282727197,0.03657866563299692,0.06773547828197479,0.0,0.06773547828197479,False,0,nan,nan,0.13069398701190948,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28720706701278687,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_002.png,x4,1,24.681034861197837,0.058337559513216376,0.0,0.0,0.0,False,0,nan,nan,nan,nan,0.9638816714286804,0.9638816714286804,0.0,0.9638816714286804,0.9638816714286804,0.0,0.0,0.8305982947349548,0.0,0.9325503706932068,0.5164644122123718,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_002.png,x4,2,30.782014252480817,0.028900096131938505,0.040586989372968674,0.013245747424662113,0.04397529736161232,False,0,nan,nan,nan,nan,0.8728840351104736,0.8729610443115234,0.001495361328125,0.8728840351104736,0.8729610443115234,0.001495361328125,0.15959769487380981,0.749518096446991,0.20408865809440613,0.797875702381134,0.4615754783153534,0.1411510705947876
SC-INR-NoPhi,analytic_sinc_response,urban100,img_002.png,x4,4,32.56984809834104,0.023523806322257153,0.056144386529922485,0.040753111243247986,0.06773547828197479,False,0,nan,nan,nan,nan,0.6675994992256165,0.7006469368934631,0.1363525390625,0.6675994992256165,0.7006469368934631,0.1363525390625,0.44110023975372314,0.6003669500350952,0.4948142170906067,0.5889393091201782,0.3599742352962494,0.3483223021030426
SC-INR,analytic_sinc_response,urban100,img_002.png,x4,1,24.951274980195425,0.05655047419581207,0.0,0.0,0.0,False,0,nan,nan,0.09163662791252136,0.0,0.9583107829093933,0.9583107829093933,0.0,0.9583107829093933,0.9583107829093933,0.0,0.0,0.36483263969421387,0.0,0.9232016801834106,0.23530910909175873,0.0
SC-INR,analytic_sinc_response,urban100,img_002.png,x4,2,31.165739381282762,0.027651139353885076,0.04018351435661316,0.015076897107064724,0.04397529736161232,False,0,nan,nan,0.09163662791252136,0.0,0.8578804731369019,0.8578810691833496,0.00018310546875,0.8578804731369019,0.8578810691833496,0.00018310546875,0.1778314858675003,0.3183981478214264,0.12856937944889069,0.782477617263794,0.2037470042705536,0.08972323685884476
SC-INR,analytic_sinc_response,urban100,img_002.png,x4,4,32.0579590031173,0.024951809718196494,0.05559125170111656,0.04425492510199547,0.06773547828197479,False,0,nan,nan,0.09163662791252136,0.0,0.6570782661437988,0.692401647567749,0.12640380859375,0.6570782661437988,0.692401647567749,0.12640380859375,0.4486076533794403,0.24925734102725983,0.272398978471756,0.5851501226425171,0.15641112625598907,0.1924646645784378
SC-INR-NoSinc,no_sinc_response,urban100,img_002.png,x4,1,24.46096776389366,0.05983449249898565,0.0,0.0,0.0,False,0,nan,nan,0.07606261223554611,0.0,0.9656038880348206,0.9656038880348206,0.0,1.0,1.0,0.0,0.0,0.3858696222305298,0.0,1.0,0.24467110633850098,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_002.png,x4,2,30.289349049703517,0.030586694650790825,0.04397529736161232,0.0,0.04397529736161232,False,0,nan,nan,0.07606261223554611,0.0,0.889408528804779,0.8909116983413696,0.028900146484375,1.0,1.0,0.0,0.0,0.3858696222305298,0.0,1.0,0.24467110633850098,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_002.png,x4,4,28.6924012729174,0.03676037527863508,0.06773547828197479,0.0,0.06773547828197479,False,0,nan,nan,0.07606261223554611,0.0,0.7372312545776367,0.7499456405639648,0.0595703125,1.0,1.0,0.0,0.0,0.3858696222305298,0.0,1.0,0.24467110633850098,0.0
LTE,cell_conditioned_phase,urban100,img_003.png,x4,1,23.95678236576937,0.06341045678788422,0.0,0.0,0.0,False,0,0.2576398253440857,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26787900924682617,0.0
LTE,cell_conditioned_phase,urban100,img_003.png,x4,2,30.45215960673653,0.03001870961141381,0.04485798999667168,0.012593771331012249,0.046468138694763184,False,0,0.5152796506881714,0.2576398253440857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2687239944934845,0.09817782044410706
LTE,cell_conditioned_phase,urban100,img_003.png,x4,4,31.852397823983782,0.025549364887306376,0.06673946976661682,0.03260825574398041,0.06727617979049683,False,0,1.0305593013763428,0.7729194760322571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2626008689403534,0.11155285686254501
LTE-NoCellPhase,no_phase,urban100,img_003.png,x4,1,23.870116368861485,0.06404632009315628,0.0,0.0,0.0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2344297468662262,0.0
LTE-NoCellPhase,no_phase,urban100,img_003.png,x4,2,30.76918105905889,0.028942826889242445,0.046468138694763184,0.0,0.046468138694763184,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2344297468662262,0.0
LTE-NoCellPhase,no_phase,urban100,img_003.png,x4,4,31.730137748170083,0.02591153328332013,0.06727617979049683,0.0,0.06727617979049683,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2344297468662262,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_003.png,x4,1,23.876004573335337,0.06400291751171204,0.0,0.0,0.0,False,0,nan,nan,0.11726989597082138,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2527501583099365,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_003.png,x4,2,30.684080953849964,0.029227788250491906,0.046468138694763184,0.0,0.046468138694763184,False,0,nan,nan,0.11726989597082138,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2527501583099365,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_003.png,x4,4,31.65681856107808,0.026131183034618987,0.06727617979049683,0.0,0.06727617979049683,False,0,nan,nan,0.11726989597082138,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2527501583099365,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_003.png,x4,1,24.00600420621845,0.06305213397544639,0.0,0.0,0.0,False,0,nan,nan,nan,nan,0.9651440382003784,0.9651440382003784,0.0,0.9651440382003784,0.9651440382003784,0.0,0.0,0.7474201321601868,0.0,0.9347931146621704,0.45093366503715515,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_003.png,x4,2,30.91917608588787,0.028447309362048527,0.04469135031104088,0.010043776594102383,0.046468138694763184,False,0,nan,nan,nan,nan,0.8766059279441833,0.8766321539878845,0.000457763671875,0.8766059279441833,0.8766321539878845,0.000457763671875,0.15719638764858246,0.6819165349006653,0.16691166162490845,0.8033425807952881,0.4066203236579895,0.1144142597913742
SC-INR-NoPhi,analytic_sinc_response,urban100,img_003.png,x4,4,32.57193674472279,0.02351815036666426,0.06533984839916229,0.025467664003372192,0.06727617979049683,False,0,nan,nan,nan,nan,0.6739088296890259,0.7096028327941895,0.137451171875,0.6739088296890259,0.7096028327941895,0.137451171875,0.4394722282886505,0.5544142723083496,0.42609259486198425,0.5986968278884888,0.3197811543941498,0.2992161810398102
SC-INR,analytic_sinc_response,urban100,img_003.png,x4,1,24.08592804922501,0.062474616305186026,0.0,0.0,0.0,False,0,nan,nan,0.0664522647857666,0.0,0.959235668182373,0.959235668182373,0.0,0.959235668182373,0.959235668182373,0.0,0.0,0.3229961097240448,0.0,0.9250258803367615,0.2034206986427307,0.0
SC-INR,analytic_sinc_response,urban100,img_003.png,x4,2,31.052590872379398,0.028013698898352396,0.04414328560233116,0.009354147128760815,0.046468138694763184,False,0,nan,nan,0.0664522647857666,0.0,0.8615225553512573,0.8615233898162842,0.0001220703125,0.8615225553512573,0.8615233898162842,0.0001220703125,0.17618778347969055,0.28329020738601685,0.10702532529830933,0.7888246178627014,0.17629845440387726,0.0755649209022522
SC-INR,analytic_sinc_response,urban100,img_003.png,x4,4,32.0376655006688,0.02501017467755607,0.06472006440162659,0.02650568261742592,0.06727617979049683,False,0,nan,nan,0.0664522647857666,0.0,0.6683362126350403,0.7027839422225952,0.122467041015625,0.6683362126350403,0.7027839422225952,0.122467041015625,0.4385127127170563,0.22290106117725372,0.24252571165561676,0.5969216227531433,0.13492180407047272,0.17180508375167847
SC-INR-NoSinc,no_sinc_response,urban100,img_003.png,x4,1,23.93395230552772,0.06357734455680572,0.0,0.0,0.0,False,0,nan,nan,0.05940639600157738,0.0,0.966228723526001,0.966228723526001,0.0,1.0,1.0,0.0,0.0,0.3486701250076294,0.0,1.0,0.22042854130268097,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_003.png,x4,2,30.608967233390615,0.029481639973310117,0.046468138694763184,0.0,0.046468138694763184,False,0,nan,nan,0.05940639600157738,0.0,0.8918053507804871,0.8935002684593201,0.030609130859375,1.0,1.0,0.0,0.0,0.3486701250076294,0.0,1.0,0.22042854130268097,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_003.png,x4,4,31.014164434912214,0.028137906245813707,0.06727617979049683,0.0,0.06727617979049683,False,0,nan,nan,0.05940639600157738,0.0,0.7462368011474609,0.759205162525177,0.058563232421875,1.0,1.0,0.0,0.0,0.3486701250076294,0.0,1.0,0.22042854130268097,0.0
LTE,cell_conditioned_phase,urban100,img_004.png,x4,1,20.79284035212251,0.09127629060570713,0.0,0.0,0.0,False,0,0.2576398253440857,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3278125524520874,0.0
LTE,cell_conditioned_phase,urban100,img_004.png,x4,2,23.66978132254827,0.06554067862597657,0.0367218479514122,0.011550982482731342,0.03978387266397476,False,0,0.5152796506881714,0.2576398253440857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32920175790786743,0.11453933268785477
LTE,cell_conditioned_phase,urban100,img_004.png,x4,4,26.904144098330605,0.04516404121826019,0.07513102889060974,0.043710265308618546,0.07399241626262665,False,0,1.0305593013763428,0.7729194760322571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31509244441986084,0.13703402876853943
LTE-NoCellPhase,no_phase,urban100,img_004.png,x4,1,20.2691940057042,0.09694832268901049,0.0,0.0,0.0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3323553502559662,0.0
LTE-NoCellPhase,no_phase,urban100,img_004.png,x4,2,23.471420986698593,0.06705465782264428,0.03978387266397476,0.0,0.03978387266397476,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3323553502559662,0.0
LTE-NoCellPhase,no_phase,urban100,img_004.png,x4,4,27.124880125804786,0.044030740937264286,0.07399241626262665,0.0,0.07399241626262665,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3323553502559662,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_004.png,x4,1,20.293961691514482,0.09667226974853103,0.0,0.0,0.0,False,0,nan,nan,0.1499147266149521,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3492852449417114,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_004.png,x4,2,23.529174968970004,0.066610278820525,0.03978387266397476,0.0,0.03978387266397476,False,0,nan,nan,0.1499147266149521,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3492852449417114,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_004.png,x4,4,27.44345616327967,0.04244506390957117,0.07399241626262665,0.0,0.07399241626262665,False,0,nan,nan,0.1499147266149521,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3492852449417114,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_004.png,x4,1,20.72494205726851,0.0919926007579422,0.0,0.0,0.0,False,0,nan,nan,nan,nan,0.9636003971099854,0.9636003971099854,0.0,0.9636003971099854,0.9636003971099854,0.0,0.0,0.9176700711250305,0.0,0.9321555495262146,0.5904800295829773,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_004.png,x4,2,23.7607444167763,0.0648578845268463,0.037164267152547836,0.008476950228214264,0.03978387266397476,False,0,nan,nan,nan,nan,0.8720154166221619,0.8720189332962036,0.00018310546875,0.8720154166221619,0.8720189332962036,0.00018310546875,0.16278401017189026,0.8245533108711243,0.20979265868663788,0.7981933355331421,0.5272855162620544,0.14540904760360718
SC-INR-NoPhi,analytic_sinc_response,urban100,img_004.png,x4,4,27.138213119622073,0.04396320482103028,0.0733475536108017,0.03747662529349327,0.07399241626262665,False,0,nan,nan,nan,nan,0.6681483387947083,0.7037422060966492,0.1385498046875,0.6681483387947083,0.7037422060966492,0.1385498046875,0.4447948932647705,0.6528313755989075,0.5361728072166443,0.5949842929840088,0.4094448387622833,0.37766873836517334
SC-INR,analytic_sinc_response,urban100,img_004.png,x4,1,21.010537575080054,0.08901703431123857,0.0,0.0,0.0,False,0,nan,nan,0.07746178656816483,0.0,0.9579411149024963,0.9579411149024963,0.0,0.9579411149024963,0.9579411149024963,0.0,0.0,0.4078320562839508,0.0,0.9230503439903259,0.2644377052783966,0.0
SC-INR,analytic_sinc_response,urban100,img_004.png,x4,2,24.036645773652147,0.06283009426817918,0.03625715151429176,0.0112792132422328,0.03978387266397476,False,0,nan,nan,0.07746178656816483,0.0,0.8584469556808472,0.8584469556808472,3.0517578125e-05,0.8584469556808472,0.8584469556808472,3.0517578125e-05,0.17963169515132904,0.355037659406662,0.13785208761692047,0.7862725257873535,0.22928237915039062,0.09538543224334717
SC-INR,analytic_sinc_response,urban100,img_004.png,x4,4,27.187503985356702,0.043714428068565146,0.07010648399591446,0.038118477910757065,0.07399241626262665,False,0,nan,nan,0.07746178656816483,0.0,0.6645717620849609,0.6994379162788391,0.12249755859375,0.6645717620849609,0.6994379162788391,0.12249755859375,0.44046419858932495,0.27787381410598755,0.2989530563354492,0.5929445624351501,0.1767818182706833,0.21086645126342773
SC-INR-NoSinc,no_sinc_response,urban100,img_004.png,x4,1,20.341387252231023,0.09614587083624992,0.0,0.0,0.0,False,0,nan,nan,0.0731060728430748,0.0,0.9657604694366455,0.9657604694366455,0.0,1.0,1.0,0.0,0.0,0.4224810004234314,0.0,1.0,0.278192400932312,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_004.png,x4,2,23.533855339854597,0.06657439569952132,0.03978387266397476,0.0,0.03978387266397476,False,0,nan,nan,0.0731060728430748,0.0,0.8909352421760559,0.8931126594543457,0.03125,1.0,1.0,0.0,0.0,0.4224810004234314,0.0,1.0,0.278192400932312,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_004.png,x4,4,26.892590302798656,0.045224157490508315,0.07399241626262665,0.0,0.07399241626262665,False,0,nan,nan,0.0731060728430748,0.0,0.7474097013473511,0.7641110420227051,0.0732421875,1.0,1.0,0.0,0.0,0.4224810004234314,0.0,1.0,0.278192400932312,0.0
LTE,cell_conditioned_phase,urban100,img_005.png,x4,1,25.945850078645584,0.05043215149489622,0.0,0.0,0.0,False,0,0.2576398253440857,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.312700092792511,0.0
LTE,cell_conditioned_phase,urban100,img_005.png,x4,2,35.535956619516135,0.016718687071024477,0.04238000884652138,0.018589207902550697,0.03820635750889778,False,0,0.5152796506881714,0.2576398253440857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3149569630622864,0.11291597038507462
LTE,cell_conditioned_phase,urban100,img_005.png,x4,4,34.06580219808503,0.019802038023284334,0.05437995865941048,0.04289058595895767,0.057283151894807816,False,0,1.0305593013763428,0.7729194760322571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3088586628437042,0.1321263164281845
LTE-NoCellPhase,no_phase,urban100,img_005.png,x4,1,26.452505264526852,0.04757455522709692,0.0,0.0,0.0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2958041727542877,0.0
LTE-NoCellPhase,no_phase,urban100,img_005.png,x4,2,33.45250484679204,0.021250774245848075,0.03820635750889778,0.0,0.03820635750889778,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2958041727542877,0.0
LTE-NoCellPhase,no_phase,urban100,img_005.png,x4,4,29.249524600652776,0.034476547588921734,0.057283151894807816,0.0,0.057283151894807816,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2958041727542877,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_005.png,x4,1,26.814099107385537,0.04563468369015979,0.0,0.0,0.0,False,0,nan,nan,0.14289578795433044,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3223513066768646,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_005.png,x4,2,32.61025706835768,0.02341462176022236,0.03820635750889778,0.0,0.03820635750889778,False,0,nan,nan,0.14289578795433044,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3223513066768646,0.0
LTE-PhaseZ,feature_conditioned_phase,urban100,img_005.png,x4,4,28.601064327394564,0.03714897057354359,0.057283151894807816,0.0,0.057283151894807816,False,0,nan,nan,0.14289578795433044,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3223513066768646,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_005.png,x4,1,26.66430910504075,0.04642848844663244,0.0,0.0,0.0,False,0,nan,nan,nan,nan,0.965316653251648,0.965316653251648,0.0,0.965316653251648,0.965316653251648,0.0,0.0,0.9127652049064636,0.0,0.9352906346321106,0.5623857975006104,0.0
SC-INR-NoPhi,analytic_sinc_response,urban100,img_005.png,x4,2,36.296699514112234,0.01531669358641508,0.039447538554668427,0.016270123422145844,0.03820635750889778,False,0,nan,nan,nan,nan,0.8779126405715942,0.8781850337982178,0.0035400390625,0.8779126405715942,0.8781850337982178,0.0035400390625,0.15650659799575806,0.8317239284515381,0.21340669691562653,0.8060480952262878,0.5077740550041199,0.1450636237859726
SC-INR-NoPhi,analytic_sinc_response,urban100,img_005.png,x4,4,33.893774555165706,0.020198135076121795,0.050856269896030426,0.034919917583465576,0.057283151894807816,False,0,nan,nan,nan,nan,0.67935711145401,0.7138288617134094,0.13641357421875,0.67935711145401,0.7138288617134094,0.13641357421875,0.4349414110183716,0.6870555281639099,0.47584545612335205,0.6048728227615356,0.4092428982257843,0.3333272337913513
SC-INR,analytic_sinc_response,urban100,img_005.png,x4,1,26.051875420681895,0.04982028744918124,0.0,0.0,0.0,False,0,nan,nan,0.10396537184715271,0.0,0.958808958530426,0.958808958530426,0.0,0.958808958530426,0.958808958530426,0.0,0.0,0.3849498927593231,0.0,0.9241111874580383,0.25145769119262695,0.0
SC-INR,analytic_sinc_response,urban100,img_005.png,x4,2,35.85731298355424,0.016111439722486017,0.04086481034755707,0.015685591846704483,0.03820635750889778,False,0,nan,nan,0.10396537184715271,0.0,0.8596436977386475,0.8596488237380981,0.000457763671875,0.8596436977386475,0.8596488237380981,0.000457763671875,0.17641936242580414,0.3399442434310913,0.1240612268447876,0.7849908471107483,0.2205752283334732,0.08777306973934174
SC-INR,analytic_sinc_response,urban100,img_005.png,x4,4,33.84120740525414,0.020320745173645235,0.05454752594232559,0.03480624407529831,0.057283151894807816,False,0,nan,nan,0.10396537184715271,0.0,0.6619169116020203,0.6962677836418152,0.123138427734375,0.6619169116020203,0.6962677836418152,0.123138427734375,0.44467422366142273,0.27216675877571106,0.2542591392993927,0.5902851819992065,0.17431992292404175,0.17990358173847198
SC-INR-NoSinc,no_sinc_response,urban100,img_005.png,x4,1,26.560829034727774,0.04698492611617983,0.0,0.0,0.0,False,0,nan,nan,0.08760348707437515,0.0,0.9666016101837158,0.9666016101837158,0.0,1.0,1.0,0.0,0.0,0.40552639961242676,0.0,1.0,0.2587452232837677,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_005.png,x4,2,33.92301772190189,0.020130247470465847,0.03820635750889778,0.0,0.03820635750889778,False,0,nan,nan,0.08760348707437515,0.0,0.8927143216133118,0.8938754200935364,0.023773193359375,1.0,1.0,0.0,0.0,0.40552639961242676,0.0,1.0,0.2587452232837677,0.0
SC-INR-NoSinc,no_sinc_response,urban100,img_005.png,x4,4,29.43439412826805,0.033750506409404434,0.057283151894807816,0.0,0.057283151894807816,False,0,nan,nan,0.08760348707437515,0.0,0.745598316192627,0.756419837474823,0.047149658203125,1.0,1.0,0.0,0.0,0.40552639961242676,0.0,1.0,0.2587452232837677,0.0
