model,dataset,image,source_scale,observation_scale,consistency_psnr_y,consistency_rmse_y,edge_consistency_rmse,texture_consistency_rmse,flat_consistency_rmse
SC-INR,urban100,img_006.png,x30,x4,45.6277786975016,0.0052313173316510045,0.007934004068374634,0.008009057492017746,0.00203361501917243
LTE,urban100,img_007.png,x8,x4,43.47681881587991,0.006701299978176691,0.011296647600829601,0.011562635190784931,0.0015086231287568808
SC-INR-NoPhi,urban100,img_007.png,x8,x4,47.419633871791824,0.004256163533649785,0.008270496502518654,0.008531562052667141,0.00045531694195233285
SC-INR-NoPhi-Signed,urban100,img_007.png,x8,x4,48.08486734711708,0.0039423632036304475,0.007794732227921486,0.007864732295274734,0.0004552677273750305
SC-INR,urban100,img_007.png,x8,x4,47.96657557753218,0.0039964208962931435,0.007847887463867664,0.007884182967245579,0.0005739685730077326
LTE,urban100,img_007.png,x16,x4,36.24628758642283,0.015405848427393367,0.02340351603925228,0.023259691894054413,0.005835427902638912
SC-INR-NoPhi,urban100,img_007.png,x16,x4,43.89306210101183,0.00638773506093791,0.01117232721298933,0.01219670008867979,0.001205747714266181
SC-INR-NoPhi-Signed,urban100,img_007.png,x16,x4,45.47368484609879,0.005324952740194827,0.009787172079086304,0.010125110857188702,0.0010638616513460875
SC-INR,urban100,img_007.png,x16,x4,44.465704568831725,0.005980187096412895,0.010981938801705837,0.011425085365772247,0.001462058164179325
LTE,urban100,img_007.png,x30,x4,33.864141975052036,0.02026716024178091,0.02663627825677395,0.025922177359461784,0.0116970743983984
SC-INR-NoPhi,urban100,img_007.png,x30,x4,45.35508349309963,0.005398160901937556,0.008676303550601006,0.009183947928249836,0.001755736069753766
SC-INR-NoPhi-Signed,urban100,img_007.png,x30,x4,46.43622309697471,0.004766381993067029,0.007835233584046364,0.007875201292335987,0.00174038321711123
SC-INR,urban100,img_007.png,x30,x4,45.94523167117587,0.005043574223007172,0.00840203557163477,0.008315734565258026,0.002049046102911234
LTE,urban100,img_008.png,x8,x4,37.32286273906293,0.013609960446366545,0.023214425891637802,0.022163240239024162,0.0021080230362713337
SC-INR-NoPhi,urban100,img_008.png,x8,x4,42.59015566443451,0.007421508971398966,0.014412020333111286,0.013873051851987839,0.0008271591505035758
SC-INR-NoPhi-Signed,urban100,img_008.png,x8,x4,45.333566871615716,0.005411549762691813,0.010160527192056179,0.010159622877836227,0.0006681471131742001
SC-INR,urban100,img_008.png,x8,x4,43.46740153816759,0.006708569495624663,0.012225497514009476,0.012736578471958637,0.0010584932751953602
LTE,urban100,img_008.png,x16,x4,38.13695592805764,0.012392308134154489,0.02108149230480194,0.0196885596960783,0.0019642910920083523
SC-INR-NoPhi,urban100,img_008.png,x16,x4,46.14420751528078,0.004929349644230503,0.009163884446024895,0.009017282165586948,0.0006607694667764008
SC-INR-NoPhi-Signed,urban100,img_008.png,x16,x4,50.15209708353885,0.003107385578462781,0.005559537559747696,0.005445116199553013,0.0005548431072384119
SC-INR,urban100,img_008.png,x16,x4,46.920012371008426,0.00450816062459473,0.00766805000603199,0.007791681215167046,0.0008917041122913361
LTE,urban100,img_008.png,x30,x4,40.19506376843076,0.00977792747262863,0.018156623467803,0.015839001163840294,0.0015367004089057446
SC-INR-NoPhi,urban100,img_008.png,x30,x4,49.79015093199764,0.003239607930201832,0.00554161099717021,0.005813134368509054,0.0004392406844999641
SC-INR-NoPhi-Signed,urban100,img_008.png,x30,x4,51.59239554807528,0.0026325717863938634,0.004848878365010023,0.004572753328830004,0.0003646017867140472
SC-INR,urban100,img_008.png,x30,x4,50.023107475507906,0.0031538760865812577,0.005284810904413462,0.005270984023809433,0.00047316253767348826
LTE,urban100,img_009.png,x8,x4,49.62245305210817,0.0033027625188556827,0.006853708531707525,0.007000337354838848,0.000369521469110623
SC-INR-NoPhi,urban100,img_009.png,x8,x4,52.76668965919127,0.0022996699857582566,0.004871858283877373,0.005018393509089947,0.00013255082012619823
SC-INR-NoPhi-Signed,urban100,img_009.png,x8,x4,53.73260502805472,0.0020576416805138118,0.004312983714044094,0.004429920576512814,0.00014157983241602778
SC-INR,urban100,img_009.png,x8,x4,52.01344465183829,0.0025080013585382648,0.005245629698038101,0.005430016666650772,0.000140348362037912
LTE,urban100,img_009.png,x16,x4,47.31430494308978,0.004308089854277407,0.008761833421885967,0.008654259145259857,0.0006880115834064782
SC-INR-NoPhi,urban100,img_009.png,x16,x4,54.553045124619075,0.0018721806133901071,0.003836632240563631,0.003845005063340068,0.00013096070324536413
SC-INR-NoPhi-Signed,urban100,img_009.png,x16,x4,55.26828649833152,0.001724192196063172,0.0035213930532336235,0.003545125015079975,0.00013805346679873765
SC-INR,urban100,img_009.png,x16,x4,54.91173773389036,0.001796441640905206,0.0036082700826227665,0.0036420549731701612,0.00014189149078447372
LTE,urban100,img_009.png,x30,x4,45.308607797464894,0.005427122320330936,0.010631066747009754,0.01003243401646614,0.0009114840649999678
SC-INR-NoPhi,urban100,img_009.png,x30,x4,54.885343476057756,0.0018019088827403466,0.0033034575171768665,0.0034609215799719095,0.0001569524611113593
SC-INR-NoPhi-Signed,urban100,img_009.png,x30,x4,55.372496818761675,0.0017036295288878883,0.0032225940376520157,0.0032774661667644978,0.00015182174684014171
SC-INR,urban100,img_009.png,x30,x4,56.334038403720754,0.001525099152767627,0.0027410839684307575,0.0027947090566158295,0.000142332908581011
LTE,urban100,img_010.png,x8,x4,43.39266704169174,0.006766539913502388,0.013682551681995392,0.013360289856791496,0.0003622969379648566
SC-INR-NoPhi,urban100,img_010.png,x8,x4,46.753978030814906,0.004595164874214753,0.009500749409198761,0.009337150491774082,0.00019139016512781382
SC-INR-NoPhi-Signed,urban100,img_010.png,x8,x4,48.028990956724755,0.003967806204178304,0.008242909796535969,0.008344318717718124,0.00018633308354765177
SC-INR,urban100,img_010.png,x8,x4,46.25100144459545,0.004869113832040738,0.009979065507650375,0.010054197162389755,0.0001963465620065108
LTE,urban100,img_010.png,x16,x4,40.47596118551401,0.009466772504256305,0.018392955884337425,0.018015312030911446,0.0007132500759325922
SC-INR-NoPhi,urban100,img_010.png,x16,x4,46.09552641029254,0.004957054337152511,0.009758077561855316,0.010045644827187061,0.0002480245311744511
SC-INR-NoPhi-Signed,urban100,img_010.png,x16,x4,48.288634418340564,0.003850953539944118,0.007594665978103876,0.007980428636074066,0.00019413276459090412
SC-INR,urban100,img_010.png,x16,x4,46.22981921154245,0.00488100260480373,0.009503857232630253,0.009739142842590809,0.00023739642347209156
LTE,urban100,img_010.png,x30,x4,41.287483190403094,0.008622353824686853,0.01662365160882473,0.015974437817931175,0.0015044925967231393
SC-INR-NoPhi,urban100,img_010.png,x30,x4,49.12266548967022,0.003498377937875877,0.006588651333004236,0.006716569419950247,0.0004535513580776751
SC-INR-NoPhi-Signed,urban100,img_010.png,x30,x4,51.576044205401885,0.0026375323175697276,0.005049294792115688,0.005102138500660658,0.0003635259927250445
SC-INR,urban100,img_010.png,x30,x4,50.59004918433526,0.002954592157888838,0.005308365449309349,0.00534047931432724,0.00043267078581266105
