model,dataset,image,scale,psnr_y,ssim_y,rmse_y,edge_rmse,texture_rmse,flat_rmse,highpass_rmse,fft_low_power,fft_mid_power,fft_high_power
LTE-NoCell,bsd100,101085.png,x16,20.89742874744688,nan,0.09018380659620813,0.129594624042511,0.14622990787029266,0.043926723301410675,0.1934380680322647,4.6346951769681e-07,6.834725180428051e-08,1.4284366291896785e-08
LTE-FeaturePhase,bsd100,101085.png,x16,20.945214634263042,nan,0.08968901785785632,0.1293945163488388,0.1463620811700821,0.04323596507310867,0.19343475997447968,4.5375400769214194e-07,6.833898401569475e-08,1.4284269385688434e-08
SC-INR-Fixed,bsd100,101085.png,x16,20.9409573984454,nan,0.0897329881249724,0.13024678826332092,0.14508379995822906,0.044817086309194565,0.19337862730026245,4.553867649792981e-07,6.81615326293105e-08,1.4286556884198467e-08
SC-INR-Adaptive,bsd100,101085.png,x16,21.007111373629957,nan,0.08905215454247455,0.12897783517837524,0.14424774050712585,0.04373931139707565,0.1933831125497818,4.4191961286471666e-07,6.819343938908657e-08,1.428494204276272e-08
Bicubic,bsd100,101085.png,x30,18.105211385579572,nan,0.12437681481939897,0.15623678267002106,0.18442636728286743,0.09985312074422836,0.18577143549919128,1.6586775109015883e-06,8.311702148590691e-08,1.7039028721989563e-08
LIIF,bsd100,101085.png,x30,19.360034946796613,nan,0.1076460882589864,0.14486072957515717,0.17025239765644073,0.07057253271341324,0.18548715114593506,1.1171074357210968e-06,8.232652360041885e-08,1.687592560248711e-08
LTE,bsd100,101085.png,x30,19.108435509981504,nan,0.11080981364519858,0.1508457511663437,0.1764143407344818,0.07081645727157593,0.18550269305706024,1.2147183867347077e-06,8.225073979028083e-08,1.6879196226984655e-08
LTE-NoCell,bsd100,101085.png,x30,19.21281101177397,nan,0.10948621681202685,0.14552338421344757,0.1713530570268631,0.0749153196811676,0.18552005290985107,1.1730241605311307e-06,8.23548657531028e-08,1.6899760187943537e-08
LTE-FeaturePhase,bsd100,101085.png,x30,19.25266363027514,nan,0.10898502257370062,0.14527706801891327,0.17126987874507904,0.07354165613651276,0.18552368879318237,1.1576423164510759e-06,8.233267279730323e-08,1.6907219282493496e-08
SC-INR-Fixed,bsd100,101085.png,x30,19.161946986957364,nan,0.1101292421495955,0.14582282304763794,0.17258529365062714,0.07560700923204422,0.18549078702926636,1.1934115602294008e-06,8.228948285245635e-08,1.687521077156488e-08
SC-INR-Adaptive,bsd100,101085.png,x30,19.33318470456429,nan,0.10797936390794294,0.14516131579875946,0.17088226974010468,0.07046753168106079,0.18546877801418304,1.1277799718619455e-06,8.221475811695548e-08,1.6869370818632345e-08
Bicubic,bsd100,101087.png,x4,27.210830119651842,nan,0.0435971895714487,0.08077196776866913,0.08458974212408066,0.00020367794786579907,0.11463027447462082,3.1788457803590953e-08,2.583337636084738e-08,4.137533430659319e-09
LIIF,bsd100,101087.png,x4,28.74326831533803,nan,0.03654572519552279,0.0660414844751358,0.06745480746030807,0.00021384618594311178,0.10809402912855148,1.0356179047042424e-08,1.8932764165429653e-08,3.886058207730308e-09
LTE,bsd100,101087.png,x4,28.757137734495288,nan,0.036487416428054205,0.06597720086574554,0.06739023327827454,0.0001916273613460362,0.10816723108291626,1.0229133006710062e-08,1.8885089931883475e-08,3.877994661534728e-09
LTE-NoCell,bsd100,101087.png,x4,28.69367391079186,nan,0.036754989622043856,0.06660238653421402,0.06810305267572403,0.00021142723562661558,0.1093389019370079,1.0293406972922807e-08,1.91124061064044e-08,3.970872946491318e-09
LTE-FeaturePhase,bsd100,101087.png,x4,28.709514829451116,nan,0.03668801868143554,0.06652909517288208,0.06796436011791229,0.000191931874724105,0.1093534454703331,1.0240093446413269e-08,1.901185199298906e-08,3.974044032364851e-09
SC-INR-Fixed,bsd100,101087.png,x4,28.720026427883184,nan,0.03664364597183226,0.06638851761817932,0.06778328865766525,0.0001901242067106068,0.10865329205989838,1.0318910548220094e-08,1.9039812904497945e-08,3.914794951906749e-09
SC-INR-Adaptive,bsd100,101087.png,x4,28.778759508571095,nan,0.036396701303914904,0.06585200875997543,0.06722145527601242,0.00018842540157493204,0.10801821947097778,1.0107005119287136e-08,1.8771701380119576e-08,3.876940948112112e-09
Bicubic,bsd100,101087.png,x8,24.92807349824534,nan,0.05670173201541022,0.10041970014572144,0.11091658473014832,0.0008435016497969627,0.11700798571109772,1.565360337589188e-07,2.8589414394610993e-08,4.443788384199576e-09
LIIF,bsd100,101087.png,x8,26.49212277236093,nan,0.04735805541635122,0.0866500660777092,0.08961915969848633,0.00037642402458004653,0.11501835286617279,7.394146019922649e-08,2.5295948619796745e-08,4.421367511046198e-09
LTE,bsd100,101087.png,x8,26.538388895959475,nan,0.04710646938264285,0.08612415194511414,0.08911687880754471,0.0004422484780661762,0.11496973037719727,7.224827654546838e-08,2.5157168566818e-08,4.413125031522046e-09
LTE-NoCell,bsd100,101087.png,x8,26.407483026674964,nan,0.04782179227535903,0.08766189962625504,0.09072374552488327,0.000984374200925231,0.11565106362104416,7.498574936309574e-08,2.6025494977741055e-08,4.4372620312918756e-09
LTE-FeaturePhase,bsd100,101087.png,x8,26.450538175894405,nan,0.0475853306304658,0.08700809627771378,0.09012902528047562,0.0005890716565772891,0.11547937989234924,7.373636324367412e-08,2.5807449826570777e-08,4.432360184643542e-09
SC-INR-Fixed,bsd100,101087.png,x8,26.540349233222997,nan,0.04709583902108033,0.08617612719535828,0.08894345164299011,0.0002536978281568736,0.1147855594754219,7.191185555489253e-08,2.5233663556785323e-08,4.4012039766788616e-09
SC-INR-Adaptive,bsd100,101087.png,x8,26.53898269220164,nan,0.0471032491381347,0.08627666532993317,0.08909370750188828,0.000363322498742491,0.11474702507257462,7.192255844650136e-08,2.523803004075783e-08,4.40579101162987e-09
Bicubic,bsd100,101087.png,x16,22.80599338184999,nan,0.07239362618400276,0.11674191802740097,0.13242708146572113,0.010496254079043865,0.12053003162145615,3.829390565306186e-07,3.297619708108669e-08,5.164949624165818e-09
LIIF,bsd100,101087.png,x16,24.299991993830886,nan,0.06095374590775781,0.10789266228675842,0.1156003549695015,0.0016213810304179788,0.12021654099225998,2.1836012755455707e-07,3.240391299684897e-08,5.158661299637863e-09
