model,dataset,image,scale,psnr_y,ssim_y,rmse_y,edge_rmse,texture_rmse,flat_rmse,highpass_rmse,fft_low_power,fft_mid_power,fft_high_power
LTE,bsd100,101087.png,x16,24.317367900481702,nan,0.060831931335983476,0.10697217285633087,0.11478167772293091,0.0019102193182334304,0.12028912454843521,2.1533349808215306e-07,3.27188386727028e-08,5.158888037014896e-09
LTE-NoCell,bsd100,101087.png,x16,24.233151139050968,nan,0.06142461499682332,0.10811612755060196,0.11657397449016571,0.0033205330837517977,0.12035229057073593,2.2243190629533293e-07,3.291284779870828e-08,5.156656524932462e-09
LTE-FeaturePhase,bsd100,101087.png,x16,24.202050604532722,nan,0.06164494504766137,0.1085139587521553,0.11710213124752045,0.002174489898607135,0.12034580111503601,2.2545987350992987e-07,3.2900467209514205e-08,5.156502313730717e-09
SC-INR-Fixed,bsd100,101087.png,x16,24.26984740352698,nan,0.061165654863714614,0.10838235169649124,0.11594871431589127,0.0008891851175576448,0.12022659927606583,2.2097313965784724e-07,3.245825905047739e-08,5.156540901005738e-09
SC-INR-Adaptive,bsd100,101087.png,x16,24.3491082721666,nan,0.060610042200303145,0.10762889683246613,0.11488941311836243,0.0013978693168610334,0.12024462223052979,2.138811106662101e-07,3.2379562211491046e-08,5.159619613077871e-09
Bicubic,bsd100,101087.png,x30,20.614776202673212,nan,0.09316680232403819,0.13074032962322235,0.14919696748256683,0.0481022410094738,0.12724043428897858,9.516427663967576e-07,4.58774275302213e-08,7.549721715651565e-09
LIIF,bsd100,101087.png,x30,21.943706523207855,nan,0.07994930151455498,0.1247737780213356,0.14053544402122498,0.011179039254784584,0.12719503045082092,6.302046776853726e-07,4.573316080626059e-08,7.542934271357032e-09
LTE,bsd100,101087.png,x30,22.048320030216885,nan,0.07899216162638051,0.12399230152368546,0.13880130648612976,0.01063088234513998,0.12712757289409637,6.095206217254118e-07,4.560634798680795e-08,7.5236420275295e-09
LTE-NoCell,bsd100,101087.png,x30,22.075914346395912,nan,0.07874160860024651,0.12346818298101425,0.1386629045009613,0.008088924922049046,0.12719538807868958,6.031148418456697e-07,4.5762577011489617e-08,7.540330988462461e-09
LTE-FeaturePhase,bsd100,101087.png,x30,22.019000165226362,nan,0.07925925607433586,0.12309907376766205,0.1387633979320526,0.007851939648389816,0.12718920409679413,6.148726862175847e-07,4.5721088664505e-08,7.533657758358009e-09
SC-INR-Fixed,bsd100,101087.png,x30,22.011737500731996,nan,0.07932555603122658,0.1254621148109436,0.14113563299179077,0.005684188101440668,0.12718643248081207,6.162731280710133e-07,4.5731345880429625e-08,7.537553904377663e-09
SC-INR-Adaptive,bsd100,101087.png,x30,22.049016264712506,nan,0.07898583010871688,0.1262122392654419,0.14134733378887177,0.0057077775709331036,0.12718458473682404,6.088842434150466e-07,4.567909959420351e-08,7.54326481943688e-09
Bicubic,bsd100,102061.png,x4,25.19109825464342,nan,0.055010436023654456,0.1090775802731514,0.1148548498749733,0.0032306783832609653,0.14421676099300385,4.386730204037524e-08,4.1415370924541e-08,7.216571549463217e-09
LIIF,bsd100,102061.png,x4,26.592561178253963,nan,0.04681358934075307,0.0929059237241745,0.09650670737028122,0.0029358956962823868,0.13743960857391357,1.4906208809461796e-08,3.03846278162857e-08,6.964138420398165e-09
LTE,bsd100,102061.png,x4,26.659486264132415,nan,0.0464542750268514,0.09216050058603287,0.09566416591405869,0.0029188499320298433,0.13692083954811096,1.406739540870868e-08,2.9912584792559184e-08,6.931631525388242e-09
LTE-NoCell,bsd100,102061.png,x4,26.513555105582405,nan,0.04724134400814743,0.09376054257154465,0.09747179597616196,0.002917136065661907,0.13856926560401917,1.4997600577404888e-08,3.102881879378652e-08,7.068835527307922e-09
LTE-FeaturePhase,bsd100,102061.png,x4,26.521674276194865,nan,0.04719720560248024,0.09369034320116043,0.09741481393575668,0.0028993289452046156,0.1384349912405014,1.4975521159290704e-08,3.097408622278987e-08,7.05330793054626e-09
SC-INR-Fixed,bsd100,102061.png,x4,26.587894747545935,nan,0.04683874635649211,0.09296242892742157,0.0964682549238205,0.002906669629737735,0.13767404854297638,1.4784253945273987e-08,3.041774033313789e-08,6.9872583647574146e-09
SC-INR-Adaptive,bsd100,102061.png,x4,26.60000075166974,nan,0.04677351008097859,0.09287217259407043,0.0964699536561966,0.0029065217822790146,0.13779085874557495,1.4744547162791418e-08,3.0251960411546686e-08,7.009046633911865e-09
Bicubic,bsd100,102061.png,x8,23.17977220884284,nan,0.06934439916422899,0.13118821382522583,0.1429583579301834,0.005705296993255615,0.14718037843704224,2.1331519122631509e-07,4.5234161371209696e-08,7.776136118569801e-09
LIIF,bsd100,102061.png,x8,23.940828168590023,nan,0.06352703582017254,0.12375714629888535,0.13135945796966553,0.0037952172569930553,0.14656227827072144,1.4239644909473297e-07,4.374889940236426e-08,7.784341378563871e-09
LTE,bsd100,102061.png,x8,23.965946890298802,nan,0.06334358738891062,0.12341564893722534,0.13086585700511932,0.00363137642852962,0.14613085985183716,1.4347179080343254e-07,4.302110642773511e-08,7.764183231078936e-09
LTE-NoCell,bsd100,102061.png,x8,23.84434925233853,nan,0.0642365987307424,0.1247258335351944,0.1328236609697342,0.003720868844538927,0.146760031580925,1.4851911194913032e-07,4.4433542436992085e-08,7.775111294451058e-09
LTE-FeaturePhase,bsd100,102061.png,x8,23.908554814798414,nan,0.06376351639215735,0.12388301640748978,0.13190531730651855,0.003693979000672698,0.1467132717370987,1.4287916963277164e-07,4.4337318196791645e-08,7.775149074205226e-09
SC-INR-Fixed,bsd100,102061.png,x8,23.884119043438375,nan,0.0639431530815625,0.12496397644281387,0.13238146901130676,0.0036283712834119797,0.14656196534633636,1.4690547268104233e-07,4.395992092670398e-08,7.769175872248591e-09
SC-INR-Adaptive,bsd100,102061.png,x8,23.930552447104795,nan,0.06360223507335189,0.12388984113931656,0.1314481496810913,0.003698288230225444,0.14642325043678284,1.4538040982160629e-07,4.3300700103628554e-08,7.780220553435548e-09
Bicubic,bsd100,102061.png,x16,21.329683844246915,nan,0.08580563463551258,0.15046057105064392,0.16794069111347198,0.014107252471148968,0.15188603103160858,4.921715354360353e-07,5.3078920604663895e-08,9.073628432487803e-09
LIIF,bsd100,102061.png,x16,21.56529655307432,nan,0.08350936326888792,0.15061382949352264,0.16661112010478973,0.010569712147116661,0.15184681117534637,4.5003444414138715e-07,5.299616349351385e-08,9.061811668133578e-09
LTE,bsd100,102061.png,x16,21.623298380083366,nan,0.08295356997760207,0.14933203160762787,0.16529333591461182,0.010740716941654682,0.15183015167713165,4.3972894000775766e-07,5.303907750935997e-08,9.059028418434351e-09
LTE-NoCell,bsd100,102061.png,x16,21.58805393802527,nan,0.08329085171227524,0.14941655099391937,0.16576752066612244,0.01248951256275177,0.15185067057609558,4.457086454203924e-07,5.3072206107735404e-08,9.061091473045799e-09
LTE-FeaturePhase,bsd100,102061.png,x16,21.579181732545898,nan,0.08337597265240952,0.14934298396110535,0.16580931842327118,0.012333812192082405,0.1518455445766449,4.4733516912596617e-07,5.3057034516430873e-08,9.060588844074854e-09
SC-INR-Fixed,bsd100,102061.png,x16,21.580735519830373,nan,0.08336105916110421,0.14997301995754242,0.16598543524742126,0.01247965358197689,0.1518329679965973,4.470733129463479e-07,5.305870953169811e-08,9.058503225344778e-09
SC-INR-Adaptive,bsd100,102061.png,x16,21.61212526787081,nan,0.08306034613612483,0.14968590438365936,0.16565445065498352,0.010710311122238636,0.15184852480888367,4.415996395346951e-07,5.305153573213591e-08,9.060927879792753e-09
Bicubic,bsd100,102061.png,x30,19.765386566153026,nan,0.10273789700755026,0.16553136706352234,0.1852557510137558,0.03470805287361145,0.16356714069843292,1.0027114977353733e-06,8.205130410301563e-08,1.346969465285629e-08
LIIF,bsd100,102061.png,x30,20.01323016173387,nan,0.0998477980788542,0.16745424270629883,0.18597915768623352,0.01967496983706951,0.16359378397464752,9.206062618297106e-07,8.201818219811658e-08,1.3449549763217882e-08
LTE,bsd100,102061.png,x30,19.99955116050368,nan,0.10000516758918214,0.16561026871204376,0.18454869091510773,0.024978546425700188,0.1636023074388504,9.251136237569018e-07,8.200156468352905e-08,1.3448930917828984e-08
LTE-NoCell,bsd100,102061.png,x30,20.012048106144587,nan,0.09986138720836032,0.16562023758888245,0.18355271220207214,0.021263593807816505,0.1635275036096573,9.212738337487828e-07,8.196839814649439e-08,1.3442250572866407e-08
LTE-FeaturePhase,bsd100,102061.png,x30,20.07572948544583,nan,0.09913192182506489,0.16503824293613434,0.1833285689353943,0.021176772192120552,0.16352452337741852,9.007726226165875e-07,8.1974460863632e-08,1.3446614381261895e-08
SC-INR-Fixed,bsd100,102061.png,x30,19.990049452001667,nan,0.10011462556237906,0.1662253737449646,0.1841626614332199,0.021367697045207024,0.1635253131389618,9.284405882933785e-07,8.195761828193968e-08,1.3443506373153676e-08
SC-INR-Adaptive,bsd100,102061.png,x30,19.963630137750105,nan,0.10041960138501452,0.16678835451602936,0.1850326508283615,0.021244123578071594,0.1635705679655075,9.366971475555544e-07,8.202972988577323e-08,1.3447194503569763e-08
Bicubic,bsd100,103070.png,x4,29.349235942232752,nan,0.0340830304756263,0.05933498963713646,0.06451985239982605,0.006727918051183224,0.08394443243741989,2.3572608689629426e-08,1.5749335860656935e-08,2.072354155530006e-09
LIIF,bsd100,103070.png,x4,30.67044454853886,nan,0.02927371043098898,0.050740331411361694,0.053770486265420914,0.005495373159646988,0.08071637898683548,8.517753096040916e-09,1.269631537757568e-08,1.998088671237135e-09
LTE,bsd100,103070.png,x4,30.710388346635252,nan,0.029139398494366874,0.05049284175038338,0.053475748747587204,0.0054549360647797585,0.08041854202747345,8.595512167509967e-09,1.2537780963254813e-08,1.983488329375099e-09
LTE-NoCell,bsd100,103070.png,x4,30.57114488881144,nan,0.02961029645774331,0.05149991065263748,0.05464198812842369,0.005483339540660381,0.08185029029846191,8.494698392569714e-09,1.30168004698047e-08,2.0558873290690586e-09
LTE-FeaturePhase,bsd100,103070.png,x4,30.592582033144144,nan,0.029537307096633162,0.0513794980943203,0.05451931431889534,0.005483932327479124,0.08174630999565125,8.279422006516004e-09,1.2982484175356488e-08,2.0504976073382203e-09
SC-INR-Fixed,bsd100,103070.png,x4,30.688168035398196,nan,0.029214038564647004,0.050631601363420486,0.05359034240245819,0.005465149879455566,0.08052115142345428,8.568557457378561e-09,1.2633378593453494e-08,1.985857181367756e-09
SC-INR-Adaptive,bsd100,103070.png,x4,30.661184627116967,nan,0.029304935419378383,0.05089636892080307,0.05392267927527428,0.005455893464386463,0.08079790323972702,8.413431772739362e-09,1.2758220159838315e-08,1.998664532621176e-09
Bicubic,bsd100,103070.png,x8,26.51992698519582,nan,0.04720670095082751,0.07586407661437988,0.08551137894392014,0.012736030854284763,0.08628462255001068,1.2671431405877515e-07,1.7328101661444098e-08,2.255722259564119e-09
LIIF,bsd100,103070.png,x8,27.57504842361903,nan,0.041806862765254214,0.06881995499134064,0.07447172701358795,0.010040524415671825,0.08555209636688232,8.182816895765287e-08,1.6607536616865412e-08,2.247517243324084e-09
LTE,bsd100,103070.png,x8,27.553873695750696,nan,0.04190890514662081,0.06918271631002426,0.07486435770988464,0.009993385523557663,0.08555775880813599,8.252529734007862e-08,1.66426747788575e-08,2.2478294143784036e-09
LTE-NoCell,bsd100,103070.png,x8,27.547330668047287,nan,0.04194048676296041,0.06910908967256546,0.0749940574169159,0.010073653422296047,0.0859338715672493,8.128120518677253e-08,1.6968681171768037e-08,2.254924365903248e-09
LTE-FeaturePhase,bsd100,103070.png,x8,27.56046580427286,nan,0.04187711067849708,0.06902788579463959,0.0748167484998703,0.009900053031742573,0.08585894852876663,8.116819275649729e-08,1.6877761700054672e-08,2.2531462898679353e-09
SC-INR-Fixed,bsd100,103070.png,x8,27.60323040918704,nan,0.04167143724867413,0.06862473487854004,0.07420742511749268,0.01002111379057169,0.0855039581656456,8.082545454683186e-08,1.6579153447356e-08,2.247068441212659e-09
SC-INR-Adaptive,bsd100,103070.png,x8,27.57826453058433,nan,0.041791385887357396,0.06883567571640015,0.07450596243143082,0.009953025728464127,0.08566366136074066,8.155124930512345e-08,1.6627348817077368e-08,2.2543405629800384e-09
Bicubic,bsd100,103070.png,x16,23.972446068963556,nan,0.06329620855635507,0.09225987643003464,0.10564073920249939,0.03026379831135273,0.08945644646883011,3.2654899637292333e-07,2.008264014159245e-08,2.6794613375079608e-09
LIIF,bsd100,103070.png,x16,24.77463134185149,nan,0.057712306694643146,0.08665379136800766,0.09737981855869293,0.02261965535581112,0.08939839899539948,2.527062016591454e-07,2.004962441565699e-08,2.6725828507343957e-09
LTE,bsd100,103070.png,x16,24.806560109931016,nan,0.05750054943234265,0.08713991940021515,0.09765948355197906,0.021996617317199707,0.08936051279306412,2.502804317872278e-07,1.9993406982226833e-08,2.6727908606998042e-09
LTE-NoCell,bsd100,103070.png,x16,24.874911194545586,nan,0.057049841251092866,0.08556126803159714,0.09645380079746246,0.022959738969802856,0.08938338607549667,2.444182060744243e-07,2.00404872494682e-08,2.672233930286645e-09
LTE-FeaturePhase,bsd100,103070.png,x16,24.829839495139936,nan,0.05734664634229536,0.08635394275188446,0.09712118655443192,0.022396499291062355,0.0893792062997818,2.4815600269104264e-07,2.003647003612846e-08,2.67234175099795e-09
SC-INR-Fixed,bsd100,103070.png,x16,24.837256255510304,nan,0.057297699738869064,0.08654410392045975,0.09697648137807846,0.02263866923749447,0.08937279880046844,2.47560669432607e-07,2.0032391331576443e-08,2.6721713330941173e-09
SC-INR-Adaptive,bsd100,103070.png,x16,24.91105238207394,nan,0.05681295528336976,0.0855443999171257,0.09587415307760239,0.022308215498924255,0.08935710042715073,2.415125203781814e-07,2.0029632153453842e-08,2.6720025952288713e-09
Bicubic,bsd100,103070.png,x30,21.74344218455144,nan,0.08181404979587907,0.11203816533088684,0.1267431080341339,0.0500052273273468,0.09828978776931763,7.749884537518095e-07,2.9202375012162056e-08,4.262755849869305e-09
LIIF,bsd100,103070.png,x30,22.259212606156083,nan,0.07709733562245293,0.11030436307191849,0.12446469813585281,0.04149506986141205,0.0982530266046524,6.698266039517893e-07,2.9140756506878228e-08,4.25268396162987e-09
LTE,bsd100,103070.png,x30,22.2396681082304,nan,0.07727101101342343,0.11160940676927567,0.1256963461637497,0.04118878394365311,0.09826353192329407,6.734413209803056e-07,2.9173917017439876e-08,4.254056672482547e-09
LTE-NoCell,bsd100,103070.png,x30,22.30788924661086,nan,0.07666648243356335,0.10892657935619354,0.12334223836660385,0.04315422847867012,0.09825433045625687,6.603139531607239e-07,2.9177495928059182e-08,4.255195020302203e-09
LTE-FeaturePhase,bsd100,103070.png,x30,22.3241064768983,nan,0.07652347370456464,0.10847337543964386,0.12260175496339798,0.043434932827949524,0.09824585914611816,6.573044354560456e-07,2.9163159319205153e-08,4.253950267928813e-09
SC-INR-Fixed,bsd100,103070.png,x30,22.273043620286117,nan,0.07697466703671532,0.11005324125289917,0.12414012849330902,0.04285436496138573,0.09825639426708221,6.670804075084886e-07,2.9157130035948382e-08,4.254106652037379e-09
SC-INR-Adaptive,bsd100,103070.png,x30,22.32150708108999,nan,0.0765463780439371,0.10893626511096954,0.12311948835849762,0.042600348591804504,0.09826213121414185,6.578572511866465e-07,2.9154974753641944e-08,4.251355312146293e-09
Bicubic,bsd100,105025.png,x4,25.477633962993075,nan,0.05322532253411226,0.08182933926582336,0.08929086476564407,0.0050675757229328156,0.14243315160274506,4.499689378974238e-08,3.8907631059881555e-08,6.2343578073936006e-09
LIIF,bsd100,105025.png,x4,26.232993053730116,nan,0.048792194020857264,0.07476071268320084,0.07897145301103592,0.004750881344079971,0.1404651403427124,1.9720911462467244e-08,3.4897589359726155e-08,6.19478231975275e-09
LTE,bsd100,105025.png,x4,26.23720342365519,nan,0.048768548382658025,0.07466351240873337,0.07891196012496948,0.004717038478702307,0.1403331309556961,1.9869397300171518e-08,3.48416606889293e-08,6.180806350657337e-09
LTE-NoCell,bsd100,105025.png,x4,26.216705948667244,nan,0.04888377118264173,0.07486395537853241,0.07928025722503662,0.004792375955730677,0.14074517786502838,1.968270434324586e-08,3.5061763950946017e-08,6.2140894670365025e-09
LTE-FeaturePhase,bsd100,105025.png,x4,26.233543127615278,nan,0.04878910412874424,0.07472112029790878,0.07910870760679245,0.0047838687896728516,0.1405581831932068,1.9411672829741815e-08,3.4955728923712323e-08,6.197315867148533e-09
SC-INR-Fixed,bsd100,105025.png,x4,26.237425358959044,nan,0.04876730230139524,0.07464137673377991,0.07886195927858353,0.00473868427798152,0.14035676419734955,2.0145078984667653e-08,3.476640001560877e-08,6.186201290569969e-09
SC-INR-Adaptive,bsd100,105025.png,x4,26.242075001962316,nan,0.048741203666103,0.07462271302938461,0.07887555658817291,0.004742778372019529,0.140423983335495,1.974882060257557e-08,3.479430631303827e-08,6.1894116731066615e-09
Bicubic,bsd100,105025.png,x8,23.49746812322946,nan,0.06685387635960487,0.09833008795976639,0.11291799694299698,0.009435421787202358,0.14446015655994415,2.047492294472973e-07,4.1719880705910244e-08,6.647148859524345e-09
LIIF,bsd100,105025.png,x8,24.01559345443745,nan,0.06298256264092178,0.09436768293380737,0.10472652316093445,0.007462205830961466,0.14426495134830475,1.547783062663726e-07,4.164630461792086e-08,6.640041246181165e-09
LTE,bsd100,105025.png,x8,24.00574935902818,nan,0.06305398397534118,0.09442604333162308,0.10514471679925919,0.0075274924747645855,0.14427660405635834,1.5592547953632766e-07,4.15899238498362e-08,6.640625359853393e-09
LTE-NoCell,bsd100,105025.png,x8,24.016690717905497,nan,0.0629746067373775,0.09419813007116318,0.10499537736177444,0.0076021295972168446,0.14427979290485382,1.550573024533977e-07,4.156378119108774e-08,6.638549957388829e-09
LTE-FeaturePhase,bsd100,105025.png,x8,24.008708745883077,nan,0.06303250438555968,0.09428559988737106,0.10505504161119461,0.007535622455179691,0.1442706286907196,1.5584053486779262e-07,4.155229221340423e-08,6.638409550212136e-09
SC-INR-Fixed,bsd100,105025.png,x8,24.00946672617978,nan,0.06302700404952467,0.09443335980176926,0.10495613515377045,0.007518719416111708,0.14427542686462402,1.5550514749563158e-07,4.161083785767278e-08,6.639085355695167e-09
SC-INR-Adaptive,bsd100,105025.png,x8,23.993801567477515,nan,0.0631407769535769,0.0946928858757019,0.10523944348096848,0.007500200532376766,0.144281268119812,1.568610003612567e-07,4.162496029975257e-08,6.641343035053095e-09
Bicubic,bsd100,105025.png,x16,21.608993961456527,nan,0.08309029520208143,0.1127985492348671,0.13226644694805145,0.024584582075476646,0.14636172354221344,4.853123286648801e-07,4.640800115808951e-08,7.490678729259669e-09
LIIF,bsd100,105025.png,x16,22.276669244572687,nan,0.07694254332854195,0.11044439673423767,0.12589360773563385,0.017714926972985268,0.14634309709072113,3.772701000282887e-07,4.646468343463152e-08,7.487473790255169e-09
LTE,bsd100,105025.png,x16,22.297792639626515,nan,0.07675565250648117,0.11000287532806396,0.12595607340335846,0.016888327896595,0.14631998538970947,3.745994407829352e-07,4.6362043441337305e-08,7.485019059665161e-09
LTE-NoCell,bsd100,105025.png,x16,22.29808889028057,nan,0.07675303463710567,0.10940144956111908,0.1256292760372162,0.01818923093378544,0.14632801711559296,3.7454099419037714e-07,4.636383286786891e-08,7.485759560590741e-09
LTE-FeaturePhase,bsd100,105025.png,x16,22.34453346318286,nan,0.07634372155528216,0.10903831571340561,0.12519066035747528,0.017908375710248947,0.1463172733783722,3.676265779187931e-07,4.6379086704535234e-08,7.483384531540221e-09
SC-INR-Fixed,bsd100,105025.png,x16,22.258386940541023,nan,0.07710466470989576,0.11054130643606186,0.12612996995449066,0.017741702497005463,0.14635920524597168,3.8017285333181967e-07,4.642821799358897e-08,7.487037160627658e-09
SC-INR-Adaptive,bsd100,105025.png,x16,22.21383553234371,nan,0.07750116366139606,0.11071465164422989,0.12658154964447021,0.01778806373476982,0.1463577002286911,3.87027875046344e-07,4.6391296538492173e-08,7.490125290460442e-09
Bicubic,bsd100,105025.png,x30,19.77103320739231,nan,0.10267112946344857,0.12434558570384979,0.14456407725811005,0.05396739020943642,0.14479577541351318,1.1454983092817473e-06,5.7202401106587705e-08,9.578794279510321e-09
LIIF,bsd100,105025.png,x30,20.343988363591784,nan,0.09611708291869825,0.12629181146621704,0.14623504877090454,0.038150765001773834,0.1447976976633072,9.621625723424413e-07,5.718662095523683e-08,9.576638608511785e-09
LTE,bsd100,105025.png,x30,20.42608974174579,nan,0.09521283856750266,0.12388566881418228,0.14416459202766418,0.03841076418757439,0.14479227364063263,9.37788733466079e-07,5.71900462833611e-08,9.57680055853246e-09
LTE-NoCell,bsd100,105025.png,x30,20.367838945449343,nan,0.09585351707666342,0.12376665323972702,0.14397385716438293,0.03998479247093201,0.14478231966495514,9.551977460315444e-07,5.715782569358498e-08,9.573181841325322e-09
LTE-FeaturePhase,bsd100,105025.png,x30,20.407415202019944,nan,0.09541776503773364,0.12323153018951416,0.1432315856218338,0.03914748877286911,0.14478084444999695,9.434415651526317e-07,5.716337001765588e-08,9.57288655450445e-09
SC-INR-Fixed,bsd100,105025.png,x30,20.393883615813944,nan,0.09556653045172216,0.1247698962688446,0.14471445977687836,0.037205927073955536,0.14478810131549835,9.473707007099927e-07,5.717711871128996e-08,9.573978420629228e-09
SC-INR-Adaptive,bsd100,105025.png,x30,20.432303880089137,nan,0.09514474489160094,0.1242322251200676,0.1441481113433838,0.037264447659254074,0.14478924870491028,9.360614090641151e-07,5.7171653488227054e-08,9.574992987635547e-09
Bicubic,bsd100,106024.png,x4,31.50246131709528,nan,0.026599711980116927,0.05144035443663597,0.054075464606285095,0.0035227301996201277,0.06153782829642296,1.5508388088526716e-08,9.537990003222288e-09,1.1579013084519358e-09
LIIF,bsd100,106024.png,x4,34.02875772697834,nan,0.019886672131549876,0.03701537847518921,0.03778356313705444,0.00303641683422029,0.05437428131699562,3.5313690779876483e-09,5.817403868289558e-09,9.894260802937075e-10
LTE,bsd100,106024.png,x4,34.07613808227054,nan,0.019778488352186086,0.0367281548678875,0.03750438988208771,0.003038378432393074,0.053959961980581284,3.527917946772521e-09,5.7619675436717856e-09,9.707597762241045e-10
LTE-NoCell,bsd100,106024.png,x4,33.8828067836305,nan,0.02022365559991073,0.03784135356545448,0.038638193160295486,0.003046522382646799,0.055981989949941635,3.6324855633452175e-09,5.937447304283765e-09,1.0657108980313595e-09
LTE-FeaturePhase,bsd100,106024.png,x4,33.915099808270305,nan,0.020148606238309424,0.03768401965498924,0.03843213990330696,0.0030439028050750494,0.05567219480872154,3.516986489049736e-09,5.921675856176086e-09,1.0535944307895354e-09
SC-INR-Fixed,bsd100,106024.png,x4,34.115604913985784,nan,0.01968882297998041,0.03659006208181381,0.037239186465740204,0.003038643626496196,0.05384387448430061,3.6528676863173637e-09,5.661647135852845e-09,9.685528446168426e-10
SC-INR-Adaptive,bsd100,106024.png,x4,34.08121255543645,nan,0.01976693673219783,0.03676879033446312,0.037473827600479126,0.0030436310917139053,0.054119404405355453,3.546733428919044e-09,5.731180977818555e-09,9.79271929958103e-10
Bicubic,bsd100,106024.png,x8,28.767294868075503,nan,0.036444773593364975,0.06624405086040497,0.07420149445533752,0.005982787348330021,0.062067702412605286,7.721993767857732e-08,1.0222784277926926e-08,1.2031507294417737e-09
LIIF,bsd100,106024.png,x8,30.542436825544943,nan,0.029708324480405158,0.05632800981402397,0.05980987846851349,0.004358938429504633,0.0605861134827137,3.858461388308195e-08,8.884199660741528e-09,1.1952391677376901e-09
LTE,bsd100,106024.png,x8,30.66107277069446,nan,0.029305312809200398,0.0552278608083725,0.05874147638678551,0.0040036896243691444,0.06000050529837608,3.749466907569431e-08,8.614938430913685e-09,1.1840620368953543e-09
LTE-NoCell,bsd100,106024.png,x8,30.430418562737,nan,0.030093941462384068,0.05705638602375984,0.060668427497148514,0.004349484574049711,0.06144839897751808,3.764894735534015e-08,9.596825386891492e-09,1.2046141892511353e-09
LTE-FeaturePhase,bsd100,106024.png,x8,30.35047061676267,nan,0.03037221525488906,0.057524263858795166,0.06129155680537224,0.004478136543184519,0.06143300607800484,3.936530113385223e-08,9.589156468068354e-09,1.2050186995957126e-09
SC-INR-Fixed,bsd100,106024.png,x8,30.649708761962124,nan,0.029343678917153806,0.055450595915317535,0.058898866176605225,0.004023130517452955,0.06028272956609726,3.7028727500444855e-08,8.757984457300692e-09,1.1905202999912824e-09
SC-INR-Adaptive,bsd100,106024.png,x8,30.660728683078318,nan,0.029306473748997725,0.055468812584877014,0.05885361135005951,0.004387474153190851,0.06042247638106346,3.685556753728158e-08,8.733115320685999e-09,1.1979956717907329e-09
Bicubic,bsd100,106024.png,x16,25.653353443919595,nan,0.05215936887302926,0.0802273228764534,0.09384098649024963,0.019810892641544342,0.06206614151597023,2.359309738639804e-07,1.1451304188416947e-08,1.3051419878166844e-09
LIIF,bsd100,106024.png,x16,27.656696924791472,nan,0.04141571407977395,0.07395289093255997,0.08026457577943802,0.009221025742590427,0.061954792588949203,1.2591679261673902e-07,1.1423296652829621e-08,1.3010644793953996e-09
LTE,bsd100,106024.png,x16,27.668775457277036,nan,0.041358161725989544,0.07317126542329788,0.07985327392816544,0.00930044986307621,0.061866890639066696,1.2571168308005975e-07,1.1353244812649796e-08,1.300396241688917e-09
LTE-NoCell,bsd100,106024.png,x16,27.651486095313878,nan,0.04144056760428582,0.07360155135393143,0.08042953908443451,0.009237750433385372,0.06193360313773155,1.261869263742278e-07,1.141456630257298e-08,1.300408579409121e-09
LTE-FeaturePhase,bsd100,106024.png,x16,27.59848259428128,nan,0.04169422159917504,0.07341629266738892,0.08091124892234802,0.00947099830955267,0.06196803227066994,1.2840300156481916e-07,1.1436057127397316e-08,1.3003441093675468e-09
SC-INR-Fixed,bsd100,106024.png,x16,27.73578505160177,nan,0.04104032085215303,0.07313992828130722,0.07961716502904892,0.00923817977309227,0.06185707449913025,1.2274907370754177e-07,1.1376225022099248e-08,1.2992973722143324e-09
SC-INR-Adaptive,bsd100,106024.png,x16,27.75915602770652,nan,0.04093004278428165,0.07312578707933426,0.07959618419408798,0.008651969954371452,0.061944201588630676,1.2146137167857279e-07,1.1437958741987524e-08,1.301925531486456e-09
Bicubic,bsd100,106024.png,x30,22.155526776061848,nan,0.07802318256344545,0.101775623857975,0.11885121464729309,0.05495794117450714,0.05601755157113075,7.855734038699959e-07,1.3500836162793671e-08,1.2952087087729751e-09
LIIF,bsd100,106024.png,x30,24.014306868468445,nan,0.06299189254107866,0.09584265202283859,0.10611388832330704,0.028622396290302277,0.055918700993061066,4.875682705414707e-07,1.3429893821907056e-08,1.2845218085139258e-09
LTE,bsd100,106024.png,x30,23.907625762107358,nan,0.0637703369755689,0.0959492176771164,0.108332060277462,0.030796321108937263,0.055929701775312424,5.015276244469409e-07,1.3423574802235338e-08,1.2800784435017277e-09
LTE-NoCell,bsd100,106024.png,x30,24.073917861113053,nan,0.06256106120783565,0.09314202517271042,0.10621681809425354,0.031382787972688675,0.05591016262769699,4.800594338333682e-07,1.341490683199023e-08,1.2799675971427616e-09
LTE-FeaturePhase,bsd100,106024.png,x30,24.129774490038226,nan,0.06216003860256818,0.0933399647474289,0.10589000582695007,0.0295335091650486,0.05593251436948776,4.7282875941830503e-07,1.3451050993890453e-08,1.2831817697386528e-09
SC-INR-Fixed,bsd100,106024.png,x30,24.203511953778065,nan,0.06163457452489541,0.09445913881063461,0.10556656122207642,0.027267858386039734,0.05591513589024544,4.6378118348617896e-07,1.3430939573585076e-08,1.2807915668913554e-09
SC-INR-Adaptive,bsd100,106024.png,x30,24.440135282095934,nan,0.0599781734626106,0.09221979230642319,0.1031084805727005,0.027009248733520508,0.05592574551701546,4.35347458039089e-07,1.3438186653509526e-08,1.285571190410876e-09
