model,dataset,image,lr_scale,observation_scale,ref_scale,mean_y,std_y,rmse_y_vs_ref_cell,rmse_y_vs_previous_cell
SC-INR-NoPhi,urban100,img_002.png,x4,x6,x4,0.4285007119178772,0.2072676420211792,0.0024910951033234596,0.0024910951033234596
SC-INR-NoPhi,urban100,img_002.png,x4,x8,x4,0.42858192324638367,0.20735318958759308,0.003263333812355995,0.0008449990418739617
SC-INR-NoPhi,urban100,img_002.png,x4,x12,x4,0.4286334216594696,0.20740915834903717,0.0037795950192958117,0.000592961790971458
SC-INR-NoPhi,urban100,img_002.png,x4,x16,x4,0.42864981293678284,0.20742762088775635,0.0039498331025242805,0.00020555604714900255
SC-INR-NoPhi,urban100,img_002.png,x4,x24,x4,0.4286611080169678,0.20744086802005768,0.0040687317959964275,0.00014603727322537452
SC-INR-NoPhi,urban100,img_002.png,x4,x30,x4,0.42866435647010803,0.20744474232196808,0.004102614708244801,4.2073344957316294e-05
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x4,x4,0.4275876581668854,0.20684190094470978,0.0,nan
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x6,x4,0.4276120662689209,0.20708581805229187,0.0022509798873215914,0.0022509798873215914
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x8,x4,0.4276183843612671,0.2071654349565506,0.0028898620512336493,0.0007037187460809946
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x12,x4,0.4276190400123596,0.20721879601478577,0.003292838344350457,0.0004791065875906497
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x16,x4,0.42761754989624023,0.20723716914653778,0.0034269397146999836,0.00016551563749089837
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x24,x4,0.4276160001754761,0.20724992454051971,0.0035208850167691708,0.0001175944198621437
SC-INR-NoPhi-Signed,urban100,img_002.png,x4,x30,x4,0.42761537432670593,0.207253560423851,0.0035475310869514942,3.37128913088236e-05
SC-INR,urban100,img_002.png,x4,x4,x4,0.42771977186203003,0.2073688805103302,0.0,nan
SC-INR,urban100,img_002.png,x4,x6,x4,0.427768737077713,0.20757068693637848,0.002673917915672064,0.002673917915672064
SC-INR,urban100,img_002.png,x4,x8,x4,0.42779022455215454,0.20761063694953918,0.0033978032879531384,0.0008118015248328447
SC-INR,urban100,img_002.png,x4,x12,x4,0.4278087019920349,0.2076231688261032,0.0038378650788217783,0.0005430721794255078
SC-INR,urban100,img_002.png,x4,x16,x4,0.42781591415405273,0.2076255977153778,0.003979598172008991,0.00018761333194561303
SC-INR,urban100,img_002.png,x4,x24,x4,0.42782163619995117,0.20762605965137482,0.004077306017279625,0.0001355575368506834
SC-INR,urban100,img_002.png,x4,x30,x4,0.42782342433929443,0.20762598514556885,0.004104725085198879,3.9531700167572126e-05
SC-INR-NoSinc,urban100,img_002.png,x4,x4,x4,0.4277604818344116,0.20669394731521606,0.0,nan
SC-INR-NoSinc,urban100,img_002.png,x4,x6,x4,0.4277604818344116,0.20669394731521606,0.0,0.0
SC-INR-NoSinc,urban100,img_002.png,x4,x8,x4,0.4277604818344116,0.20669394731521606,0.0,0.0
SC-INR-NoSinc,urban100,img_002.png,x4,x12,x4,0.4277604818344116,0.20669394731521606,0.0,0.0
SC-INR-NoSinc,urban100,img_002.png,x4,x16,x4,0.4277604818344116,0.20669394731521606,0.0,0.0
SC-INR-NoSinc,urban100,img_002.png,x4,x24,x4,0.4277604818344116,0.20669394731521606,0.0,0.0
SC-INR-NoSinc,urban100,img_002.png,x4,x30,x4,0.4277604818344116,0.20669394731521606,0.0,0.0
LTE,urban100,img_003.png,x4,x4,x4,0.3203374743461609,0.19218066334724426,0.0,nan
LTE,urban100,img_003.png,x4,x6,x4,0.3197419047355652,0.19306568801403046,0.004656442906707525,0.004656442906707525
LTE,urban100,img_003.png,x4,x8,x4,0.31929174065589905,0.19336099922657013,0.006782170385122299,0.0027837343513965607
LTE,urban100,img_003.png,x4,x12,x4,0.3186298608779907,0.19349117577075958,0.009389595128595829,0.0035880575887858868
LTE,urban100,img_003.png,x4,x16,x4,0.31821557879447937,0.19348455965518951,0.010985155589878559,0.00212782877497375
LTE,urban100,img_003.png,x4,x24,x4,0.31776341795921326,0.1934356689453125,0.012774000875651836,0.002315649064257741
LTE,urban100,img_003.png,x4,x30,x4,0.3175716996192932,0.19340673089027405,0.013536758720874786,0.0009663972887210548
SC-INR-NoPhi,urban100,img_003.png,x4,x4,x4,0.3223375976085663,0.1915358453989029,0.0,nan
SC-INR-NoPhi,urban100,img_003.png,x4,x6,x4,0.3223698139190674,0.1919899433851242,0.002820177935063839,0.002820177935063839
SC-INR-NoPhi,urban100,img_003.png,x4,x8,x4,0.32237300276756287,0.19211332499980927,0.003692083526402712,0.0009568382520228624
SC-INR-NoPhi,urban100,img_003.png,x4,x12,x4,0.3223804235458374,0.1921909749507904,0.004278084263205528,0.0006815989618189633
SC-INR-NoPhi,urban100,img_003.png,x4,x16,x4,0.3223825693130493,0.19221548736095428,0.0044769104570150375,0.0002408284490229562
SC-INR-NoPhi,urban100,img_003.png,x4,x24,x4,0.3223840892314911,0.19223277270793915,0.004617787431925535,0.00017145446327049285
SC-INR-NoPhi,urban100,img_003.png,x4,x30,x4,0.3223845660686493,0.19223782420158386,0.004658292513340712,4.938475103699602e-05
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x4,x4,0.3213532567024231,0.19168829917907715,0.0,nan
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x6,x4,0.3211486339569092,0.1921771764755249,0.0026835838798433542,0.0026835838798433542
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x8,x4,0.3210846185684204,0.19233009219169617,0.0034889550879597664,0.000862021348439157
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x12,x4,0.3210374414920807,0.19242335855960846,0.004010598640888929,0.0005821347585879266
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x16,x4,0.32102084159851074,0.1924530565738678,0.004183101933449507,0.00019899511244148016
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x24,x4,0.3210090100765228,0.19247354567050934,0.004304070025682449,0.00014270194515120238
SC-INR-NoPhi-Signed,urban100,img_003.png,x4,x30,x4,0.321005642414093,0.19247925281524658,0.004338508937507868,4.143116166233085e-05
SC-INR,urban100,img_003.png,x4,x4,x4,0.3213881552219391,0.19215978682041168,0.0,nan
SC-INR,urban100,img_003.png,x4,x6,x4,0.3211519122123718,0.19261714816093445,0.002776374341920018,0.002776374341920018
SC-INR,urban100,img_003.png,x4,x8,x4,0.3210788369178772,0.19273078441619873,0.003581000491976738,0.0008921368280425668
SC-INR,urban100,img_003.png,x4,x12,x4,0.32104170322418213,0.19280041754245758,0.004103207960724831,0.0006128277163952589
SC-INR,urban100,img_003.png,x4,x16,x4,0.32103320956230164,0.19282127916812897,0.004273014143109322,0.0002097903925459832
SC-INR,urban100,img_003.png,x4,x24,x4,0.3210277855396271,0.1928347945213318,0.004393740091472864,0.00015211872232612222
SC-INR,urban100,img_003.png,x4,x30,x4,0.32102638483047485,0.19283851981163025,0.0044283028692007065,4.428529427968897e-05
SC-INR-NoSinc,urban100,img_003.png,x4,x4,x4,0.32190001010894775,0.1913885623216629,0.0,nan
SC-INR-NoSinc,urban100,img_003.png,x4,x6,x4,0.32190001010894775,0.1913885623216629,0.0,0.0
SC-INR-NoSinc,urban100,img_003.png,x4,x8,x4,0.32190001010894775,0.1913885623216629,0.0,0.0
SC-INR-NoSinc,urban100,img_003.png,x4,x12,x4,0.32190001010894775,0.1913885623216629,0.0,0.0
SC-INR-NoSinc,urban100,img_003.png,x4,x16,x4,0.32190001010894775,0.1913885623216629,0.0,0.0
SC-INR-NoSinc,urban100,img_003.png,x4,x24,x4,0.32190001010894775,0.1913885623216629,0.0,0.0
SC-INR-NoSinc,urban100,img_003.png,x4,x30,x4,0.32190001010894775,0.1913885623216629,0.0,0.0
LTE,urban100,img_004.png,x4,x4,x4,0.288869708776474,0.23297449946403503,0.0,nan
LTE,urban100,img_004.png,x4,x6,x4,0.2881048321723938,0.23358915746212006,0.006104723550379276,0.006104723550379276
LTE,urban100,img_004.png,x4,x8,x4,0.2875120937824249,0.23362453281879425,0.008612187579274178,0.003535596188157797
LTE,urban100,img_004.png,x4,x12,x4,0.28673335909843445,0.2334204614162445,0.011653685010969639,0.0046840207651257515
LTE,urban100,img_004.png,x4,x16,x4,0.28628256916999817,0.23321481049060822,0.013574978336691856,0.0028106761164963245
LTE,urban100,img_004.png,x4,x24,x4,0.28578490018844604,0.23294095695018768,0.015814244747161865,0.003080973634496331
LTE,urban100,img_004.png,x4,x30,x4,0.28557682037353516,0.23281331360340118,0.016792533919215202,0.001310253283008933
SC-INR-NoPhi,urban100,img_004.png,x4,x4,x4,0.29151418805122375,0.23340639472007751,0.0,nan
SC-INR-NoPhi,urban100,img_004.png,x4,x6,x4,0.2916387915611267,0.23385408520698547,0.003985031973570585,0.003985031973570585
SC-INR-NoPhi,urban100,img_004.png,x4,x8,x4,0.2916913628578186,0.23395930230617523,0.005235549062490463,0.0013515931786969304
SC-INR-NoPhi,urban100,img_004.png,x4,x12,x4,0.291725754737854,0.2340146005153656,0.006074879318475723,0.000951647583860904
SC-INR-NoPhi,urban100,img_004.png,x4,x16,x4,0.2917366623878479,0.23403136432170868,0.006360082421451807,0.0003332291671540588
SC-INR-NoPhi,urban100,img_004.png,x4,x24,x4,0.291744589805603,0.23404312133789062,0.006562124937772751,0.00023848815180826932
SC-INR-NoPhi,urban100,img_004.png,x4,x30,x4,0.2917467951774597,0.23404639959335327,0.006619345862418413,6.795953231630847e-05
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x4,x4,0.28971782326698303,0.23311690986156464,0.0,nan
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x6,x4,0.28942418098449707,0.2336091548204422,0.003600165480747819,0.003600165480747819
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x8,x4,0.28931576013565063,0.2337513566017151,0.004625189583748579,0.0011072767665609717
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x12,x4,0.2892305254936218,0.2338341474533081,0.005285276100039482,0.0007560073281638324
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x16,x4,0.28919801115989685,0.2338593453168869,0.005503705237060785,0.00026084264391101897
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x24,x4,0.28917425870895386,0.2338763028383255,0.005655200686305761,0.0001845970837166533
SC-INR-NoPhi-Signed,urban100,img_004.png,x4,x30,x4,0.2891674041748047,0.23388099670410156,0.005698320455849171,5.30945289938245e-05
SC-INR,urban100,img_004.png,x4,x4,x4,0.2902156114578247,0.23364746570587158,0.0,nan
SC-INR,urban100,img_004.png,x4,x6,x4,0.2901473045349121,0.23419252038002014,0.0036876345984637737,0.0036876345984637737
SC-INR,urban100,img_004.png,x4,x8,x4,0.2901422381401062,0.23433002829551697,0.004745668265968561,0.0011737723834812641
SC-INR,urban100,img_004.png,x4,x12,x4,0.2901468873023987,0.23441345989704132,0.005441346671432257,0.0008210436790250242
SC-INR,urban100,img_004.png,x4,x16,x4,0.29014986753463745,0.23443850874900818,0.005675484426319599,0.00028620773809961975
SC-INR,urban100,img_004.png,x4,x24,x4,0.29015299677848816,0.23445476591587067,0.00583683094009757,0.0002017386577790603
SC-INR,urban100,img_004.png,x4,x30,x4,0.2901541292667389,0.2344592809677124,0.005882971454411745,5.823806714033708e-05
SC-INR-NoSinc,urban100,img_004.png,x4,x4,x4,0.2912089228630066,0.2326456755399704,0.0,nan
SC-INR-NoSinc,urban100,img_004.png,x4,x6,x4,0.2912089228630066,0.2326456755399704,0.0,0.0
SC-INR-NoSinc,urban100,img_004.png,x4,x8,x4,0.2912089228630066,0.2326456755399704,0.0,0.0
SC-INR-NoSinc,urban100,img_004.png,x4,x12,x4,0.2912089228630066,0.2326456755399704,0.0,0.0
SC-INR-NoSinc,urban100,img_004.png,x4,x16,x4,0.2912089228630066,0.2326456755399704,0.0,0.0
SC-INR-NoSinc,urban100,img_004.png,x4,x24,x4,0.2912089228630066,0.2326456755399704,0.0,0.0
SC-INR-NoSinc,urban100,img_004.png,x4,x30,x4,0.2912089228630066,0.2326456755399704,0.0,0.0
LTE,urban100,img_005.png,x4,x4,x4,0.3048492670059204,0.22473202645778656,0.0,nan
LTE,urban100,img_005.png,x4,x6,x4,0.30457133054733276,0.22503551840782166,0.006448917090892792,0.006448917090892792
LTE,urban100,img_005.png,x4,x8,x4,0.30416008830070496,0.2248152792453766,0.009032562375068665,0.003652593120932579
LTE,urban100,img_005.png,x4,x12,x4,0.3036002814769745,0.22434285283088684,0.011725830845534801,0.004341550637036562
LTE,urban100,img_005.png,x4,x16,x4,0.303259938955307,0.22402507066726685,0.013309561647474766,0.002503066323697567
LTE,urban100,img_005.png,x4,x24,x4,0.3028915524482727,0.2236328423023224,0.015110396780073643,0.002691125264391303
LTE,urban100,img_005.png,x4,x30,x4,0.30272984504699707,0.22345829010009766,0.015892721712589264,0.0011421856470406055
SC-INR-NoPhi,urban100,img_005.png,x4,x4,x4,0.3066212236881256,0.2239060252904892,0.0,nan
SC-INR-NoPhi,urban100,img_005.png,x4,x6,x4,0.3067248463630676,0.22410792112350464,0.0035839767660945654,0.0035839767660945654
SC-INR-NoPhi,urban100,img_005.png,x4,x8,x4,0.3067598342895508,0.22414451837539673,0.004679079167544842,0.0011898110387846828
SC-INR-NoPhi,urban100,img_005.png,x4,x12,x4,0.3067781925201416,0.22415603697299957,0.00540939113125205,0.000840267282910645
SC-INR-NoPhi,urban100,img_005.png,x4,x16,x4,0.3067832589149475,0.22415773570537567,0.005654525943100452,0.00029270697268657386
SC-INR-NoPhi,urban100,img_005.png,x4,x24,x4,0.3067863881587982,0.22415786981582642,0.005826475098729134,0.00020757342281285673
SC-INR-NoPhi,urban100,img_005.png,x4,x30,x4,0.30678731203079224,0.22415791451931,0.005876308772712946,6.0744401707779616e-05
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x4,x4,0.3055514395236969,0.22322461009025574,0.0,nan
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x6,x4,0.30534690618515015,0.22336828708648682,0.003728532465174794,0.003728532465174794
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x8,x4,0.3052631616592407,0.22339023649692535,0.004842541180551052,0.0011905545834451914
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x12,x4,0.30519676208496094,0.223386749625206,0.0055679134093225,0.0008145542815327644
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x16,x4,0.3051716685295105,0.2233826369047165,0.005805847235023975,0.00027500305441208184
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x24,x4,0.3051542043685913,0.22337858378887177,0.005968883633613586,0.0001927285484271124
SC-INR-NoPhi-Signed,urban100,img_005.png,x4,x30,x4,0.30514925718307495,0.22337746620178223,0.006015019025653601,5.52114870515652e-05
SC-INR,urban100,img_005.png,x4,x4,x4,0.306060254573822,0.2244265228509903,0.0,nan
SC-INR,urban100,img_005.png,x4,x6,x4,0.3060852289199829,0.22475171089172363,0.004052572883665562,0.004052572883665562
SC-INR,urban100,img_005.png,x4,x8,x4,0.30610209703445435,0.2247994989156723,0.005198318511247635,0.0012509801890701056
SC-INR,urban100,img_005.png,x4,x12,x4,0.3061203360557556,0.22481313347816467,0.0059127542190253735,0.0008389788563363254
SC-INR,urban100,img_005.png,x4,x16,x4,0.3061293065547943,0.2248154580593109,0.0061409142799675465,0.0002894946082960814
SC-INR,urban100,img_005.png,x4,x24,x4,0.30613645911216736,0.22481538355350494,0.0063003855757415295,0.00020693425904028118
SC-INR,urban100,img_005.png,x4,x30,x4,0.3061387538909912,0.2248152196407318,0.006345552392303944,5.9608086303342134e-05
SC-INR-NoSinc,urban100,img_005.png,x4,x4,x4,0.30610063672065735,0.22396798431873322,0.0,nan
SC-INR-NoSinc,urban100,img_005.png,x4,x6,x4,0.30610063672065735,0.22396798431873322,0.0,0.0
SC-INR-NoSinc,urban100,img_005.png,x4,x8,x4,0.30610063672065735,0.22396798431873322,0.0,0.0
SC-INR-NoSinc,urban100,img_005.png,x4,x12,x4,0.30610063672065735,0.22396798431873322,0.0,0.0
SC-INR-NoSinc,urban100,img_005.png,x4,x16,x4,0.30610063672065735,0.22396798431873322,0.0,0.0
SC-INR-NoSinc,urban100,img_005.png,x4,x24,x4,0.30610063672065735,0.22396798431873322,0.0,0.0
SC-INR-NoSinc,urban100,img_005.png,x4,x30,x4,0.30610063672065735,0.22396798431873322,0.0,0.0
